Kepler-1173,1.9,1,39.59,6.37,5076.1,60,4.53,0.1,0.166,0.04,13.829,0.100,2.623275271,0.016738625
Kepler-466,2.9,1,15.7279654,0.509959359,5805,60,4.339,0.1,-0.029,0.04,12.772,0.100,2.606904113,0.202670471
Kepler-484,0.8,1,15.757,0.011,5651.5,60,4.581,0.1,0.064,0.04,13.024,0.100,2.58808148,0.019023337
Kepler-1525,2.4,1,23.36737453,6.489000322,5605.3,60,4.268,0.1,0.246,0.04,12.737,0.100,2.582300562,0.020889058
Kepler-321,2.9,1,21.38878954,0.227471866,5740.9,60,4.393,0.1,0.116,0.04,12.706,0.100,2.571827886,0.022551127
Kepler-174,2.1,1,24.95209722,3.006857893,4693,60,4.532,0.1,-0.564,0.04,14.287,0.100,2.570238699,0.017996033
Kepler-144,6.8,1,8.210000116,0.120728533,6182.4,60,4.326,0.1,-0.134,0.04,11.992,0.100,2.569247512,0.021678121
Kepler-221,4.5,1,9.399,0.004,5260.3,60,4.677,0.1,0.043,0.04,13.749,0.100,2.567082453,0.018948549
Kepler-1361,1.5,1,37.089,0.72,5036.8,60,4.52,0.1,0.083,0.04,13.93,0.100,2.540862041,0.013731261
Kepler-1055,3.9,1,11.823,0.006,5681.5,60,4.624,0.1,0.058,0.04,13.09,0.100,2.539232435,0.016022117
Kepler-540,0.5,1,51.39800651,22.08649628,5842.4,60,4.352,0.1,-0.183,0.04,12.209,0.100,2.533056838,0.025742308
Kepler-969,2.9,1,18.125,0.006,5243.3,60,4.632,0.1,0.151,0.04,13.733,0.100,2.532942582,0.016750573
KOI-704,1.8,1,20.912,0.087,5265.8,60,4.612,0.1,-0.076,0.04,13.704,0.100,2.531585927,0.01337261
Kepler-139,1.4,1,19.68477729,7.197231452,5630.5,60,4.284,0.1,0.349,0.04,12.701,0.100,2.528742817,0.027215528
Kepler-507,2.3,1,12.47727099,0.258017892,6030.1,60,4.235,0.1,0.141,0.04,11.994,0.100,2.524622889,0.020835467
KOI-102,1.7,1,18.76799569,2.862639774,5758.8,60,4.338,0.1,0.241,0.04,12.566,0.100,2.517730964,0.026996606
Kepler-1141,3.3,1,22.18402266,0.328053694,5836.9,60,4.27,0.1,0.103,0.04,12.589,0.100,2.511736763,0.024171448
Kepler-652,0.6,1,27.70113436,0.239087262,5392.8,60,4.583,0.1,0.139,0.04,13.393,0.100,2.505643777,0.013659527
Kepler-463,0,1,19.71897053,3.587303406,5566.6,60,4.376,0.1,-0.353,0.04,12.87,0.100,2.504250976,0.022284701
Kepler-128,6.1,1,20.70437529,2.023823107,6081.2,60,4.091,0.1,-0.032,0.04,11.39,0.100,2.494212437,0.024696597
KOI-3117,1.8,1,23.72352794,0.170339434,5562.9,60,4.54,0.1,0.101,0.04,13.163,0.100,2.491932176,0.015339574
KOI-1796,4.3,1,11.70541253,0.071501501,6012.7,60,4.485,0.1,-0.007,0.04,12.829,0.100,2.485464062,0.027257422
Kepler-775,0.7,1,27.84160228,5.173297629,5354.2,60,4.51,0.1,-0.038,0.04,13.507,0.100,2.479418655,0.013311515
