Simbad,vsini,e_vsini
2MASS J05401847-7701431,5.410210664,2
2MASS J05394118-6942504,9.347113189,2
2MASS J05392242-7002578,6.272826351,2
2MASS J05391411-7433552,13.74679947,2
2MASS J05391065-5929233,6.930252236,2
2MASS J05390300-7700143,9.822898764,2
2MASS J05385168-7624273,5.548691101,2
2MASS J05383983-7650239,6.59996962,2
2MASS J05383446-7630090,5.689328574,1.433227159
2MASS J05382038-6942257,5.683295249,2
2MASS J05382031-6947054,4.345363484,2
2MASS J05381691-5910373,7.730527273,2
2MASS J05375991-5922040,5.290605605,1.189604282
2MASS J05374575-7537207,5.125126618,2
2MASS J05373544-5757428,9.471383324,2
2MASS J05370479-7020405,4.639207126,2
2MASS J05370449-5808250,8.828904621,2
2MASS J05365722-7643562,7.959947467,1.711544521
2MASS J05365451-7049232,5.036462341,1.610076569
2MASS J05364886-6959431,14.03469176,2
2MASS J05363682-7007154,4.491545127,2
2MASS J05363157-7646131,10.36906668,2
2MASS J05362586-7637152,4.808647105,2
2MASS J05361359-7000568,5.020571773,1.347901045
2MASS J05361262-7643310,5.12383269,2
2MASS J05355500-7034208,5.732800092,2
2MASS J05354348-7648595,9.090289113,1.662658971
2MASS J05352602-7034458,10.98466972,2
2MASS J05345497-7025280,5.511451523,2
2MASS J05332374-5844428,4.701918593,2
2MASS J05330867-7658042,4.634146677,2
2MASS J05325142-7601128,5.239290198,2
2MASS J05323623-7615290,6.164470607,2
2MASS J05322834-7652527,6.959548755,2
2MASS J05321227-6959307,6.057511938,2
2MASS J05314555-7708231,9.261399166,2
2MASS J05311329-7700199,4.621662663,2
2MASS J05310227-7639449,8.212305177,2
2MASS J05303257-7552182,5.363334923,1.639086621
2MASS J05302776-7619200,6.032363501,2
2MASS J05285400-7557071,4.687829571,2
2MASS J05284273-6824022,5.15741398,2
2MASS J05283412-6823365,5.984675872,2
2MASS J05282577-6819535,4.640798153,2
2MASS J05271978-7601048,9.326066944,2
2MASS J05271613-6916146,4.9583962,2
2MASS J05265877-7654461,11.77751634,2
2MASS J05263204-6956291,8.777344267,2
2MASS J05261447-6956166,6.74196707,2
2MASS J05254864-7643418,6.072219088,2
2MASS J05245435-7612244,7.99206103,2
2MASS J05245388-7642167,6.889582535,2
2MASS J05242911-6818286,6.471906514,2
2MASS J05242366-6958353,4.461037213,2
2MASS J05241678-6956469,6.952895429,2
2MASS J05235383-7627498,4.29165619,2
2MASS J05234135-6955111,4.286067654,2
2MASS J05231870-6925378,5.227037318,0.784814428
2MASS J05225674-7001268,17.97436829,2
2MASS J05213867-6909540,6.089135967,2
2MASS J05202870-6912249,6.098382387,2
2MASS J05201309-6909079,9.529110985,2
2MASS J05193913-6837481,6.17477384,2
2MASS J05191828-6945102,15.47853139,2
2MASS J05181399-6924278,7.477145815,2
2MASS J05171633-6914310,6.535866282,2
2MASS J05162929-6403282,8.347596395,2
2MASS J05155225-6359019,6.060264621,2
2MASS J05144696-6355055,7.43601155,0.598839894
2MASS J05143981-7312214,4.132358516,1.880158182
2MASS J05143563-6333280,9.757815972,2
2MASS J05141510-6943066,4.376756261,0.802505595
2MASS J05140657-6919373,7.368588662,2
2MASS J05135546-6431214,5.859616971,1.143660455
2MASS J05134735-5852218,4.918206497,2
2MASS J05134478-5824475,6.49269744,2
2MASS J05134085-5839367,11.4353886,2
2MASS J05133947-6931597,5.864592725,0.579160085
2MASS J05133032-6341549,7.303153905,1.379015188
2MASS J05132209-6417563,6.690013904,0.868964831
2MASS J05130814-6418162,8.313555485,1.950817026
2MASS J05130404-5907105,4.643467129,1.782890838
2MASS J05130056-7310303,4.913771927,1.557865339
2MASS J05125547-6430201,5.397375166,1.608659693
2MASS J05125512-6320132,7.148813018,2
2MASS J05124735-5829509,10.22783183,2
2MASS J05124677-6316222,10.82591807,2
2MASS J05122476-6344479,7.044694041,2
2MASS J05121409-5831581,10.49597889,2
2MASS J05120890-6442030,4.59708737,1.006329163
2MASS J05114023-5908061,5.389890025,2
2MASS J05113099-5843071,3.628869438,2
2MASS J05112837-7223026,7.243144945,2
2MASS J05112684-5919286,4.557185579,2
2MASS J05112315-6359551,16.8031334,0.75882507
2MASS J05111046-5847110,7.078688777,2
2MASS J05110882-7319555,7.504537759,2
2MASS J05110437-6448329,9.366937775,1.097138813
2MASS J05105986-6848151,7.660553177,2
2MASS J05105642-6449038,6.279234157,1.155627709
2MASS J05104958-7007058,3.732304646,2
2MASS J05104573-5913594,5.824011192,2
2MASS J05104233-6314025,5.522351934,0.812920667
2MASS J05104132-6443269,5.696669244,0.895301842
2MASS J05103992-5915131,6.14055944,1.588024506
2MASS J05102436-7327029,4.220133295,2
2MASS J05102004-7332282,4.043622612,2
2MASS J05101736-6344345,8.535615696,0.650617934
2MASS J05101587-7003522,3.449940834,2
2MASS J05101175-6854045,8.548575631,2
2MASS J05095908-5849435,5.310084563,2
2MASS J05095275-6353432,9.20656695,0.625237619
2MASS J05095255-5925230,6.210910884,2
2MASS J05094966-6919394,13.42665757,2
2MASS J05094603-5754394,7.148309004,1.690018499
2MASS J05092510-7334358,9.828831117,2
2MASS J05091941-6906286,8.024158775,2
2MASS J05091637-7210078,8.529033146,2
2MASS J05091387-6351510,10.34182743,0.818393377
2MASS J05090454-7331023,7.093088763,2
2MASS J05085767-6438206,6.66471155,0.520106973
2MASS J05084690-6518096,7.968449217,2
2MASS J05083795-6448024,6.059150925,0.749157221
2MASS J05083226-7336543,3.926815265,2
2MASS J05082713-6350171,7.619965102,2
2MASS J05082636-7325211,4.491264847,1.98858944
2MASS J05082354-5904225,6.189367053,2
2MASS J05075949-6324329,6.056450242,1.560775577
2MASS J05075411-6442516,8.776296502,0.741952883
2MASS J05075401-5931184,9.917624382,2
2MASS J05075060-5626400,7.324426082,1.428264284
2MASS J05075000-7248513,5.492191538,2
2MASS J05074964-5927053,5.267323011,2
2MASS J05074931-5815497,6.534603098,2
2MASS J05074930-6836422,6.773503468,2
2MASS J05074796-6148137,7.123498253,2
2MASS J05074531-6209020,8.52780465,2
2MASS J05074173-6533574,9.175756479,2
2MASS J05074009-6425113,5.967196727,0.54001031
2MASS J05073624-5707236,6.691217968,2
2MASS J05073172-6549582,5.575800496,2
2MASS J05073166-6347291,6.781633117,1.349619901
2MASS J05072398-6459435,6.933619043,1.453549302
2MASS J05071608-6416235,5.798689269,0.692826106
2MASS J05071381-6918447,9.582192968,1.775034291
2MASS J05071274-6326320,7.260140573,1.991097196
2MASS J05065734-5842440,5.735084117,0.74065123
2MASS J05065716-6358124,7.637513898,1.355492617
2MASS J05065428-6527598,6.302912606,2
2MASS J05065288-6426543,9.750307668,0.671051442
2MASS J05064692-6428359,4.975644701,0.824818539
2MASS J05064134-6200482,9.16461806,2
2MASS J05062779-6421068,6.8815309,0.569332816
2MASS J05062655-7242239,16.47029772,2
2MASS J05062111-6147285,9.947018699,2
2MASS J05061885-6956532,5.385481743,2
2MASS J05061529-6529468,5.550865643,2
2MASS J05060706-6316500,7.890832842,2
2MASS J05060405-6118164,9.822547727,2
2MASS J05060146-6418232,4.890944981,0.538809039
2MASS J05055960-6624378,9.096103671,2
2MASS J05055786-6454343,4.997190656,0.611492105
2MASS J05055775-7215128,6.363399949,2
2MASS J05055646-6435306,10.69215595,0.484126068
2MASS J05055486-7200240,10.04232442,2
2MASS J05055414-5557131,6.25203085,2
2MASS J05055124-6512424,7.837850847,2
2MASS J05054823-7337335,6.770646864,1.277914496
2MASS J05054622-6455273,4.575533374,0.587254061
2MASS J05054579-5857358,6.583246334,1.186802429
2MASS J05054524-6428070,5.298013207,0.80814531
2MASS J05054495-7307115,4.686327121,2
2MASS J05054338-5840460,4.38803361,1.402716881
2MASS J05054212-6524444,6.576648627,2
2MASS J05054092-5644434,5.229755006,1.289746952
2MASS J05053786-5612497,6.387155193,1.75118604
2MASS J05053365-6439441,5.946519382,0.518880821
2MASS J05053024-6535485,9.366470971,2
2MASS J05052902-6419262,8.510172981,0.511646132
2MASS J05052634-6333439,5.70192228,1.668047163
2MASS J05052492-6339149,6.537051933,1.821131328
2MASS J05052469-5926203,4.867822736,2
2MASS J05052338-6336449,6.252570089,1.300532934
2MASS J05051927-5717585,5.580097253,2
2MASS J05051685-7256437,4.415070189,1.750571987
2MASS J05051594-6604005,6.191847913,2
2MASS J05051577-5906154,6.013129833,0.995434547
2MASS J05051290-6316294,6.196187165,2
2MASS J05051239-6839070,9.985585444,2
2MASS J05050774-6308200,5.456907572,2
2MASS J05050712-6411218,5.927829311,0.90340055
2MASS J05050419-5932532,6.749296188,2
2MASS J05050269-5701190,6.766985549,2
2MASS J05045725-6131408,7.757682779,2
2MASS J05045570-6644232,5.946362754,2
2MASS J05045533-5720316,4.673673311,1.369184609
2MASS J05044445-6614500,8.769684742,2
2MASS J05043945-6110539,6.896414669,2
2MASS J05043757-5830598,6.222993376,1.075790436
2MASS J05043473-5551013,6.749516895,2
2MASS J05043444-6448110,4.807970001,0.556213118
2MASS J05043294-5811214,6.795914026,2
2MASS J05042789-7212239,10.32537398,2
2MASS J05042580-6411372,5.654285218,0.996586985
2MASS J05041782-6954049,4.177335404,2
2MASS J05041204-5622106,8.466510835,0.636769032
2MASS J05041123-5810184,5.211508675,2
2MASS J05040987-6238391,6.972654791,2
2MASS J05040938-5850050,5.521642827,0.596977204
2MASS J05040476-7007257,8.53748734,2
2MASS J05040453-6328213,5.356372881,2
2MASS J05040430-7244235,10.94931905,1.497411957
2MASS J05040153-6441323,4.809651446,0.950314912
2MASS J05040108-6919376,6.261389815,2
2MASS J05035672-5607362,5.797482869,1.053812004
2MASS J05035373-7152480,6.674264848,2
2MASS J05035352-6905434,6.664610825,2
2MASS J05034869-6307025,8.734272227,2
2MASS J05034610-6330249,6.150980402,2
2MASS J05034108-6209044,7.540467113,1.23402126
2MASS J05033508-6531378,7.003348584,2
2MASS J05033315-7255110,4.294336849,2
2MASS J05032897-6530517,10.40339818,2
2MASS J05032749-6910208,9.881243881,2
2MASS J05032274-7304308,4.379306986,1.616273333
2MASS J05031140-6359224,4.111464206,0.718459836
2MASS J05030996-5820240,5.176068673,0.832962927
2MASS J05030886-7306324,4.800104472,1.880575079
2MASS J05030310-5703169,5.547651667,1.525818454
2MASS J05025731-6344258,4.670075661,1.580062955
2MASS J05025580-5555344,8.559789597,2
2MASS J05025520-6353547,6.259726249,0.528348169
2MASS J05024489-6853237,5.894065495,2
2MASS J05024038-7329395,7.714706511,0.802238169
2MASS J05023944-5630254,6.632295093,2
2MASS J05023745-6609260,14.63435607,2
2MASS J05022968-7254342,6.128144986,1.628924347
2MASS J05022170-7241527,6.293675176,1.00080155
2MASS J05022096-5850026,6.02364635,0.587568338
2MASS J05021974-6422294,4.076575169,2
2MASS J05021229-6642244,7.665239577,0.591055101
2MASS J05020533-5835304,4.51182915,1.856716226
2MASS J05020009-6458561,14.00134428,2
2MASS J05015743-7322240,4.4729838,1.621216617
2MASS J05015552-5910239,5.834250632,2
2MASS J05015318-6629148,5.504740594,2
2MASS J05015227-6409003,6.631425677,1.592311582
2MASS J05015151-6640241,6.847865115,2
2MASS J05014643-6322329,4.594338323,2
2MASS J05014328-5611527,7.851376079,1.955894853
2MASS J05014114-6638345,5.307295229,2
2MASS J05014038-6407044,7.107260558,2
2MASS J05013612-6338488,9.393905001,0.869592216
2MASS J05013014-6357381,5.148921742,0.704634219
2MASS J05012946-6617322,4.007684629,2
2MASS J05012343-5546168,7.922282845,1.735891377
2MASS J05012274-6515586,6.66235301,2
2MASS J05011780-6552208,8.171137695,2
2MASS J05011601-7006549,4.141835504,2
2MASS J05011409-6335032,6.416848497,1.523159889
2MASS J05011304-5709579,5.708206239,0.514323868
2MASS J05011039-7218353,9.42844161,2
2MASS J05010257-6544599,7.181903974,2
2MASS J05005846-5934284,6.924020629,2
2MASS J05005762-7321498,4.616227214,2
2MASS J05005706-6618017,4.327120601,2
2MASS J05004254-6417056,9.662522318,0.646861276
2MASS J05003191-6855047,7.532012978,2
2MASS J05003126-5706558,11.30505963,0.654236176
2MASS J05002560-6857172,5.401274996,2
2MASS J05001980-5836546,5.5232724,2
2MASS J05001866-6409507,4.455166955,2
2MASS J05001626-6422309,5.780927972,0.959515902
2MASS J05001437-6052575,7.884327388,2
2MASS J05001190-6427005,7.580042651,1.443282061
2MASS J05001102-7002074,5.970252775,2
2MASS J05000447-6859267,6.206343812,2
2MASS J05000028-6010195,6.603674874,2
2MASS J04595938-6008070,9.824504053,2
2MASS J04595769-5738335,5.231081745,2
2MASS J04595741-6837053,6.172074421,2
2MASS J04595251-6551419,6.96051986,1.388444418
2MASS J04593456-5731047,5.405960086,2
2MASS J04593446-7429189,4.383735685,2
2MASS J04592990-5922242,5.962722578,2
2MASS J04592833-5555451,6.106487209,2
2MASS J04592691-6346291,6.387321017,1.646803881
2MASS J04592436-6417170,5.799754748,1.782513737
2MASS J04592231-7321286,5.601698374,1.856177798
2MASS J04592152-5905420,6.985224799,2
2MASS J04591496-6208293,6.559210369,2
2MASS J04591336-7000588,4.873118826,1.591781831
2MASS J04591143-6014444,8.203347842,1.266848136
2MASS J04590993-6203218,6.2210608,2
2MASS J04590755-6933044,4.245145197,1.018183186
2MASS J04590599-5938291,7.737361797,2
2MASS J04590084-6033183,5.445436268,2
2MASS J04585872-5913202,7.579724323,2
2MASS J04585430-7014454,5.21756828,2
2MASS J04585422-7006534,4.414767038,2
2MASS J04585123-7132132,4.221159328,0.847797559
2MASS J04584686-7218217,7.72797928,2
2MASS J04584590-6013572,5.407659337,1.780801965
2MASS J04584175-6146019,5.719560059,1.851607776
2MASS J04584146-6010142,9.646369786,1.660187956
2MASS J04581853-7329347,5.401932483,2
2MASS J04581233-5926221,7.17886098,2
2MASS J04580745-6237534,6.365166578,2
2MASS J04580720-6039108,7.166843156,2
2MASS J04580576-6316486,7.391880789,2
2MASS J04580567-5710003,7.089394039,0.680583936
2MASS J04580076-5644483,5.365561217,1.022744361
2MASS J04575285-6223285,5.496798113,2
2MASS J04574874-7414132,6.887808395,1.703027287
2MASS J04574755-6913336,6.366568437,2
2MASS J04574622-7242297,5.940389144,2
2MASS J04574420-6928187,5.474240303,2
2MASS J04573812-5713379,9.120365706,0.996018226
2MASS J04572899-6938444,9.337971742,1.316480288
2MASS J04572605-6031224,5.902395091,1.613490628
2MASS J04572510-5643503,6.877528743,0.624234915
2MASS J04572163-5620026,6.335052514,2
2MASS J04572098-5906089,5.004348977,2
2MASS J04572083-6917467,4.997841698,1.013407374
2MASS J04571988-7147306,3.691866449,2
2MASS J04570814-5703146,5.901582886,0.597404394
2MASS J04570739-5609090,4.990627646,2
2MASS J04570607-6326502,8.083947508,2
2MASS J04570580-6613380,8.048777681,2
2MASS J04565864-6618318,6.500958984,2
2MASS J04565351-6014549,7.231062372,2
2MASS J04565146-6628070,7.193878356,2
2MASS J04564818-7225415,5.387197131,1.927011114
2MASS J04564195-6905343,7.818621206,0.538554448
2MASS J04564192-6150025,5.013679799,1.810678812
2MASS J04563282-5954289,8.897553525,2
2MASS J04563257-6539003,8.383610265,2
2MASS J04561272-7418320,6.663635381,1.716790623
2MASS J04561234-6012300,7.309547675,2
2MASS J04560987-5924501,7.583910663,2
2MASS J04560955-7046167,8.245946622,2
2MASS J04560870-6932235,4.338741416,1.202835822
2MASS J04560780-6923181,5.711811442,2
2MASS J04560669-7512249,10.25165115,2
2MASS J04560495-6034550,6.953397665,2
2MASS J04560423-7155373,4.369522526,2
2MASS J04560351-7008260,6.213706646,2
2MASS J04555303-7356317,6.458785923,0.940524226
2MASS J04555148-7050089,9.505759785,2
2MASS J04555069-6035564,8.135581614,1.158321807
2MASS J04554610-5726215,9.768913606,2
2MASS J04554350-6144237,6.579844094,1.084823543
2MASS J04554083-6608152,4.60101118,2
2MASS J04553720-6520255,9.049725562,2
2MASS J04553687-7415292,9.129829441,2
2MASS J04553610-6138242,18.3019181,0.973273649
2MASS J04553222-6930392,4.57810972,1.892072634
2MASS J04552971-7318521,5.851259067,2
2MASS J04552652-6322258,9.955410125,2
2MASS J04552393-5621211,5.74787257,0.664650305
2MASS J04552336-6014431,7.168712542,2
2MASS J04552267-7136019,5.240792934,2
2MASS J04552150-5852433,7.956395767,1.695181012
2MASS J04551896-5806525,3.824544747,2
2MASS J04551441-6338165,5.688360653,2
2MASS J04550947-6200337,5.016418242,1.246403221
2MASS J04550689-6858315,4.905873874,2
2MASS J04545920-7146237,6.076945703,2
2MASS J04545375-6010060,9.876570531,2
2MASS J04544612-6606330,6.656146505,2
2MASS J04544451-7149305,4.810746281,2
2MASS J04544212-7224556,5.199978074,2
2MASS J04544185-5808091,11.89049762,2
2MASS J04544144-7336328,6.023259769,2
2MASS J04543821-5657378,6.265021788,1.687324953
2MASS J04543035-5812214,9.828856464,2
2MASS J04542743-6155097,7.414713366,1.921056872
2MASS J04542533-6209461,6.163190301,1.410664539
2MASS J04542395-7324023,4.219513227,1.704807566
2MASS J04542314-5911506,7.936162086,2
2MASS J04542019-7133322,6.656811758,2
2MASS J04541301-7500460,10.16175683,2
2MASS J04541159-5950479,10.57103937,1.952948977
2MASS J04540569-6855514,4.524440909,2
2MASS J04540118-7240386,4.794638606,2
2MASS J04535358-6132272,5.509057736,1.932844183
2MASS J04534416-6043237,5.297275778,1.431648673
2MASS J04534034-6547390,4.694944689,2
2MASS J04533136-6245017,9.815704622,2
2MASS J04532667-6912102,13.37663825,2
2MASS J04532081-6207357,6.400199528,2
2MASS J04531868-7154535,3.953903065,2
2MASS J04531276-6525413,5.712125792,2
2MASS J04531234-7324518,7.017945104,1.369384688
2MASS J04530419-5753172,5.89253765,2
2MASS J04530340-5812576,7.028557628,2
2MASS J04530215-6516178,5.396234538,2
2MASS J04530178-5734218,6.609235435,2
2MASS J04525044-5802100,5.49333979,2
2MASS J04524597-7122433,5.445568651,2
2MASS J04523803-6523465,7.551238446,2
2MASS J04523729-6537019,5.594185403,2
2MASS J04523339-7438380,6.871839314,2
2MASS J04523054-7133180,14.36931991,2
2MASS J04522471-6536180,4.511360405,2
2MASS J04521942-6611116,6.113939714,2
2MASS J04521198-5948475,4.368062685,1.647441614
2MASS J04521005-5838094,6.889889637,2
2MASS J04520716-7452373,5.342630224,0.99680305
2MASS J04520684-7142120,5.370080651,2
2MASS J04520615-6544156,5.323581021,2
2MASS J04520453-6616390,11.28109279,2
2MASS J04520429-7142583,5.083242517,2
2MASS J04520034-7051131,7.477413903,2
2MASS J04515848-7516369,7.163458417,2
2MASS J04515823-7435142,7.508684308,0.638635525
2MASS J04515794-5817112,5.231274865,2
2MASS J04515773-6527481,6.11491065,2
2MASS J04515510-5711326,10.73118664,1.429771769
2MASS J04515000-7125411,4.039533792,0.719494981
2MASS J04514876-5920596,5.155692198,1.933513642
2MASS J04513668-7242153,3.933525442,2
2MASS J04513641-7235146,9.446524298,2
2MASS J04513491-6420453,5.465998058,2
2MASS J04513163-6427046,6.1183587,2
2MASS J04512405-7436412,7.025274403,1.209491734
2MASS J04512173-7319084,7.407282848,2
2MASS J04512043-7457548,4.943920305,1.140023912
2MASS J04512016-5820462,7.018101285,2
2MASS J04511749-7517336,5.421690798,0.81054787
2MASS J04511512-6602355,6.00112921,2
2MASS J04511349-6005430,10.31398164,2
2MASS J04511195-6555431,6.646245011,2
2MASS J04511086-7408345,7.558757831,0.881231664
2MASS J04510578-7035278,18.42203394,2
2MASS J04510471-5703250,10.85666891,2
2MASS J04510199-7029269,6.101476816,2
2MASS J04505929-5815304,5.750929901,1.465738306
2MASS J04505912-6016504,5.295518802,1.324245285
2MASS J04505801-7457455,6.737643965,0.807162837
2MASS J04505661-5952572,3.718846981,1.667914953
2MASS J04505215-5821200,6.847218875,0.897674886
2MASS J04505198-7339194,5.36194034,2
2MASS J04504996-5909552,6.866009813,2
2MASS J04504825-6035119,5.484438756,1.709752163
2MASS J04504561-5658259,10.33135703,2
2MASS J04504144-7126126,5.314863739,2
2MASS J04504138-6042015,3.864763292,2
2MASS J04503549-6021000,6.063747706,2
2MASS J04502944-7031222,8.62364265,2
2MASS J04502917-5728445,13.56705607,2
2MASS J04502903-6038275,5.496866611,2
2MASS J04502579-7441216,5.726106822,0.596021405
2MASS J04502563-7407172,6.281576282,1.308667421
2MASS J04502464-5718200,8.146886818,2
2MASS J04501503-7126228,3.633316289,2
2MASS J04501348-6019308,8.895178332,1.730665452
2MASS J04501183-7423567,7.843957147,2
2MASS J04501004-7233225,5.95669959,2
2MASS J04500634-5842249,7.315955116,2
2MASS J04500452-5757410,6.21830569,2
2MASS J04500375-7047219,11.42131173,2
2MASS J04500149-5800265,9.637986072,2
2MASS J04495930-7023110,9.303306705,2
2MASS J04495554-7313485,6.58796933,2
2MASS J04495504-6008132,5.303936755,1.10830154
2MASS J04494599-6355058,5.329304106,1.21993691
2MASS J04493649-5818359,7.034970338,2
2MASS J04493393-5938158,4.82299287,2
2MASS J04492896-5650123,8.177200144,2
2MASS J04492363-7258514,8.084392135,2
2MASS J04492187-6901416,11.23880783,2
2MASS J04491758-6023561,7.024466974,2
2MASS J04491626-5758175,8.732849639,2
2MASS J04491174-7203412,5.567106562,2
2MASS J04490691-5954532,5.248973901,1.218401418
2MASS J04490337-6011442,5.395203194,2
2MASS J04485856-7017216,10.47260486,2
2MASS J04485676-6235586,7.662095879,2
2MASS J04485165-6317283,7.116042751,2
2MASS J04484987-7044015,10.51393506,2
2MASS J04484933-7346209,10.12642761,2
2MASS J04484463-5731521,12.58461808,2
2MASS J04484188-7129226,5.956435999,2
2MASS J04482937-7332467,7.336560954,2
2MASS J04482167-5828529,5.05668257,2
2MASS J04481782-7525408,13.41559756,1.216023773
2MASS J04480872-7417131,7.12301556,0.793451809
2MASS J04480867-5827519,3.5815443,2
2MASS J04480806-6929329,5.86058487,2
2MASS J04480371-5958107,3.978219351,2
2MASS J04475638-6934271,4.786470939,2
2MASS J04475390-7503579,5.820961964,0.47618416
2MASS J04475009-5954470,6.863939799,0.931849773
2MASS J04474934-5704057,6.170036895,2
2MASS J04474932-5712559,5.692465992,2
2MASS J04474784-6002435,6.363063454,2
2MASS J04474606-7043149,6.312111568,1.723755865
2MASS J04474504-7449476,12.91572461,0.98564051
2MASS J04473230-5649046,5.986878248,1.186974142
2MASS J04473228-6003145,5.931252416,1.993591765
2MASS J04472467-5956150,7.495158032,0.602745681
2MASS J04472447-7340484,7.539345651,2
2MASS J04472022-7426449,7.363695209,1.201704889
2MASS J04471980-5819345,7.469804083,2
2MASS J04471454-5659189,6.813088661,2
2MASS J04471204-5929465,7.408255084,2
2MASS J04470812-7145207,5.137027197,2
2MASS J04470127-6655090,9.954333004,2
2MASS J04465880-7106054,7.753119269,2
2MASS J04465871-7352186,9.985409161,2
2MASS J04465457-7521563,7.032418416,1.681919589
2MASS J04465451-7146298,6.603185344,2
2MASS J04464977-5803017,6.073986234,2
2MASS J04464506-7336584,8.526645382,2
2MASS J04464340-7120058,4.237781517,1.95516704
2MASS J04464189-7147363,6.323515872,2
2MASS J04463654-6957137,6.403138851,2
2MASS J04463078-5654313,8.21723983,2
2MASS J04462910-7432447,11.63197661,0.52531242
2MASS J04462818-7008399,6.227605916,2
2MASS J04462807-7505172,7.196009058,2
2MASS J04462489-6940465,5.884063703,2
2MASS J04461985-7347243,7.828008521,2
2MASS J04461649-6744040,5.403736851,2
2MASS J04461382-7438406,11.04615749,0.638974702
2MASS J04454807-5805134,6.004691749,2
2MASS J04454509-7451028,5.113375773,1.013687501
2MASS J04453831-6247280,5.515597387,2
2MASS J04453758-6956473,6.963959686,2
2MASS J04452394-5809212,4.301734273,2
2MASS J04450933-7525097,9.772801178,0.479995915
2MASS J04450876-5721374,4.890788257,2
2MASS J04450680-7205350,12.53179472,2
2MASS J04450540-7031582,8.940372912,2
2MASS J04450501-5801201,5.031094219,2
2MASS J04450430-6833337,7.815738021,2
2MASS J04450186-6657529,8.517902906,2
2MASS J04445619-7409312,7.128103797,1.534661359
2MASS J04445287-6853521,10.80384414,2
2MASS J04445255-5822248,6.352970624,2
2MASS J04445087-5717563,6.063641878,1.990403132
2MASS J04444713-5836000,5.306665492,2
2MASS J04444331-5701068,6.43948068,2
2MASS J04443849-6324566,6.352150404,2
2MASS J04443663-5714321,5.4004517,2
2MASS J04443418-6712250,8.593991269,2
2MASS J04442440-7426256,5.176520254,0.472675754
2MASS J04442277-7039362,7.717029487,2
2MASS J04442187-7450389,7.613708285,1.491322587
2MASS J04441713-7512426,4.891730607,0.665356311
2MASS J04441668-7334290,6.691556436,1.317382582
2MASS J04441611-7132572,4.17715101,2
2MASS J04441159-6245024,5.45738151,2
2MASS J04441034-5725280,8.139677901,1.83615964
2MASS J04440909-7037150,6.054401216,2
2MASS J04435305-6842553,6.759708872,2
2MASS J04434962-7509170,6.028336379,1.395663648
2MASS J04432733-5717418,5.375145369,2
2MASS J04432415-6825155,6.341982836,2
2MASS J04431851-7416243,5.801594972,1.776735058
2MASS J04431632-5801049,4.224184924,2
2MASS J04431538-5803599,4.752052416,2
2MASS J04431499-7102362,9.446658059,1.19786127
2MASS J04430793-6741041,5.393475689,2
2MASS J04430457-7507366,8.079756335,1.359413205
2MASS J04425945-5857156,5.475006699,2
2MASS J04425763-7527593,7.253153719,2
2MASS J04425584-7052325,5.009240643,2
2MASS J04425383-7510028,5.29386994,2
2MASS J04425353-5834120,6.179706303,2
2MASS J04424652-6857542,10.08157571,2
2MASS J04424101-5800374,5.557176365,2
2MASS J04424030-7411449,5.768605418,0.889166796
2MASS J04424030-6705380,7.177722225,2
2MASS J04423459-5916418,5.132897978,2
2MASS J04423282-6850503,6.584317804,2
2MASS J04423172-7127195,5.58554023,2
2MASS J04423128-5835017,8.09922295,2
2MASS J04422973-6723594,15.24958498,1.79150058
2MASS J04421724-6642293,5.215017289,2
2MASS J04421714-6650230,7.650395796,2
2MASS J04421539-6857399,7.407501785,2
2MASS J04421257-7421523,5.393182443,0.670696612
2MASS J04421114-6634589,7.138094692,2
2MASS J04420347-6657115,6.566293655,2
2MASS J04420232-7507422,7.397401187,0.752859285
2MASS J04415957-7447146,7.956596947,0.599564956
2MASS J04415944-6903531,10.57881452,2
2MASS J04415541-7422257,9.93179066,0.985564182
2MASS J04415503-7132080,8.917112993,1.519383635
2MASS J04415491-7051515,14.45392391,2
2MASS J04413884-7336271,8.370159573,2
2MASS J04413633-7136246,7.012734893,2
2MASS J04413449-6812567,5.983916986,2
2MASS J04412523-6713057,8.224206171,2
2MASS J04412405-7024280,5.734676007,2
2MASS J04411979-7114122,7.521926033,2
2MASS J04411876-7051232,6.949191461,2
2MASS J04411732-7427118,4.667897428,1.045562301
2MASS J04411722-7036447,4.890492713,2
2MASS J04411388-5953149,7.279159082,2
2MASS J04411343-7431399,4.934344788,1.124610592
2MASS J04411306-5934041,11.08270188,2
2MASS J04411172-6956398,8.689322103,2
2MASS J04411166-7352431,6.816664062,1.926182486
2MASS J04410698-5841125,6.821285767,2
2MASS J04410517-7449026,7.336307651,1.676756294
2MASS J04410334-7245186,7.514882937,2
2MASS J04410275-6302179,8.724371225,2
2MASS J04410199-7346516,7.450052306,2
2MASS J04405664-5850592,7.261907256,2
2MASS J04405173-7453330,6.370219171,0.517701003
2MASS J04404878-5832351,6.228668157,2
2MASS J04404860-6858378,9.114758414,2
2MASS J04404794-7411491,6.081345394,0.678360303
2MASS J04403499-7508459,7.487449909,0.509913215
2MASS J04402786-6727434,5.776246405,2
2MASS J04402693-6741382,8.848086587,1.633751905
2MASS J04402529-7237239,7.495427353,1.859907855
2MASS J04402071-5924097,11.26928521,2
2MASS J04401581-7519219,5.44297256,0.566097938
2MASS J04401498-6237417,9.868648838,2
2MASS J04400809-7416443,5.764991677,0.909034563
2MASS J04400609-5836260,7.168475197,2
2MASS J04400453-6625372,11.18280045,2
