Name,Prot,e_prot
KIC 11019331,25.94,2.11
KIC 11018536,30.63,3.12
KIC 10972980,41.27,4.43
KIC 10972269,13.99,0.94
KIC 10969563,20.76,2.36
KIC 10961065,29.59,2.57
KIC 10960463,24.54,1.8
KIC 10936877,42.43,5.02
KIC 10933824,13.71,1.05
KIC 10910093,25.23,2.05
KIC 10865614,22.13,2.67
KIC 10865269,15,1.31
KIC 10857517,36.43,5.38
KIC 10850848,27.99,2.58
KIC 10849760,11.37,0.82
KIC 10843251,33.75,4.74
KIC 10841864,27.61,2.33
KIC 10784583,24.54,1.57
KIC 10778169,36.18,1.29
KIC 10777673,25.05,2.1
KIC 10722814,36.93,2.78
KIC 10718727,31.71,2.96
KIC 10716734,39.59,4.55
KIC 10712691,23.37,2.75
KIC 10658822,8.04,0.64
KIC 10658012,24.54,2.25
KIC 10652621,21.66,1.74
KIC 10647743,23.05,1.76
KIC 10647424,7.4,0.52
KIC 10646757,18.22,1.45
KIC 10615263,17.87,1.53
KIC 10613935,17.84,1.48
KIC 10596694,16.76,1.31
KIC 10592263,19.66,1.63
KIC 10590521,36.93,3.04
KIC 10583704,19.79,1.63
KIC 10582988,27.42,2.67
KIC 10582795,26.3,2.42
KIC 10581221,27.99,2.35
KIC 10578821,35.43,4.21
KIC 10578141,15.64,1.22
KIC 10557356,34.46,3.53
KIC 10556156,4.19,0.32
KIC 10549313,22.89,2
KIC 10548623,20.35,2
KIC 10525962,10.61,0.86
KIC 10525840,23.54,2.42
KIC 10517486,31.05,3.15
KIC 10516719,22.11,1.79
KIC 10516527,31.06,1.83
KIC 10514288,53.7,6.15
KIC 10491731,15,1.34
KIC 10489923,25.58,0.92
KIC 10485843,15,0.54
KIC 10484325,17.6,1.84
KIC 10473444,30,2.53
KIC 10470261,41.26,5.5
KIC 10469807,31.27,0.83
KIC 10454962,0.71,0.05
KIC 10453180,21.36,2
KIC 10451946,13.33,1.06
KIC 10447520,30.84,4.1
KIC 10418470,16.53,1.49
KIC 10418334,20.35,1.93
KIC 10411725,31.27,3.14
KIC 10401967,21.96,1.72
KIC 10395465,21.81,1.8
KIC 10393786,33.99,3.43
KIC 10388696,21.96,3.07
KIC 10386711,20.07,2.13
KIC 10382643,14.49,1.27
KIC 10355175,13.9,1.21
KIC 10339944,35.93,3.43
KIC 10333599,26.11,1.7
KIC 10330135,14.9,1.24
KIC 10321086,32.83,4.76
KIC 10317549,31.06,4.07
KIC 10289306,15.53,1.45
KIC 10282132,16.2,1.63
KIC 10272172,20.49,1.86
KIC 10271896,16.99,2.41
KIC 10262567,14.7,1.56
KIC 10262208,17.23,1.52
KIC 10259017,18.1,1.69
KIC 10258696,25.58,2.23
KIC 10257734,21.96,1.86
KIC 10255922,14.09,1.14
KIC 10255351,34.7,2.6
KIC 10254978,14,1.13
KIC 10253172,14.59,0.96
KIC 10252183,26.3,1.84
KIC 10227117,19.79,0.85
KIC 10222085,10.31,0.88
KIC 10212662,42.13,5.73
KIC 10200750,33.75,3.54
KIC 10195708,14.19,1.06
KIC 10190277,13.43,0.95
KIC 10188981,20.21,1.61
KIC 10186391,23.87,2.02
KIC 10161303,20.49,2.42
KIC 10156652,22.89,2.06
KIC 10148246,9.49,0.99
KIC 10145777,24.37,2.52
KIC 10134582,33.55,1.25
KIC 10132973,18.09,1.24
KIC 10131494,16.52,0.62
KIC 10124630,23.39,2.11
KIC 10122598,23.54,2.22
KIC 10121446,15.64,1.31
KIC 10070187,25.59,2.42
KIC 10057939,98.83,8.94
KIC 10057582,31.49,2.52
KIC 10024216,28.58,3.1
KIC 10011091,27.42,2.82
KIC 10003595,23.22,2.22
KIC 9936389,27.99,2.46
KIC 9846631,14.69,1.37
KIC 9779575,27.23,2.14
KIC 9758301,27.8,2.05
2MASS J19150822+4618258,32.38,3.91
KIC 9580749,23.22,1.93
KIC 9524680,0.93,0.06
2MASS J18583327+4602071,34.22,2.43
2MASS J19141004+4546202,28.79,2.85
KIC 9176383,38.77,6.8
KIC 8982630,42.72,3.68
KIC 8883075,31.06,2.77
KIC 8693451,12.02,0.81
2MASS J18582465+4444518,42.72,4.51
KIC 8525837,23.38,1.78
2MASS J19491125+4424414,13.15,1.07
KIC 8377598,38.5,6.76
KIC 8289274,13.9,0.99
KIC 8213995,26.12,2.56
KIC 8088157,31.93,1.62
KIC 7610697,25.38,2.68
KIC 12354408,25.23,2.05
KIC 12203913,19.66,1.56
KIC 12069896,24.2,1.95
KIC 11826328,30.42,2.48
KIC 11721381,17.96,1.3
KIC 11612157,46.43,3.72
KIC 11516125,39.59,4.28
KIC 11444615,1.52,0.1
KIC 11193890,27.04,2.16
KIC 11126038,35.19,4.54
2MASS J19214758+4829371,54.83,5.14
2MASS J19054065+4818596,42.72,5.79
KIC 10797565,22.27,1.91
KIC 10677191,32.6,3.4
KOI-4252,30.63,2.31
KIC 10416087,29.59,2.47
KIC 10323745,21.36,1.52
KIC 10224595,58.36,5.89
KIC 10135600,22.58,1.91
KIC 10019820,30.63,2.6
WISEA J194135.14+485555.6,49.42,1.85
WISEA J192550.52+453220.8,19.93,1.51
WISEA J190520.39+381026.0,66.57,6.82
WISEA J185253.14+481803.0,16.99,1.24
V* V772 Lyr,1.15,0.08
V* V607 Lyr,13.71,0.86
V* V564 Lyr,1.15,0.08
USNO-A2.0 1275-13292748,27.61,1.89
USNO-A2.0 1275-13217707,34.23,3.03
USNO-A2.0 1275-13196811,32.83,3.12
USNO-A2.0 1275-13153132,27.04,2.21
UPM J1953+4217,81.4,7
UPM J1928+4801,45.47,3.07
UCAC4 694-062699,31.27,3.31
UCAC4 693-064985,20.63,1.85
UCAC4 688-065399,29.79,2.33
UCAC4 678-074550,15.64,1.41
UCAC4 672-080847,27.42,2.04
UCAC4 671-082871,39.59,3.01
UCAC4 671-082807,11.13,0.8
UCAC4 671-082796,11.93,0.83
UCAC4 671-082724,45.16,3.57
UCAC4 671-082606,7.87,0.53
UCAC4 671-082562,12.61,0.89
UCAC4 671-082416,26.12,5.13
UCAC4 670-071779,44.54,3.42
UCAC4 665-070620,0.54,0.04
UCAC4 662-076134,27.74,2.06
UCAC4 652-075493,0.74,0.05
UCAC4 651-078847,30.84,3
UCAC4 650-072918,33.52,2.91
UCAC4 649-066033,40.42,5.52
UCAC3 281-150921,73.36,5.64
UCAC3 274-164367,34.94,4.44
TYC 3562-1538-1,41.55,5.5
TYC 3561-1871-1,43.02,1.61
TYC 3561-1663-1,27.42,2.48
TYC 3560-2169-1,6.95,0.49
TYC 3560-2104-1,28.38,1.9
TYC 3557-192-1,49.76,7.69
TYC 3556-38-1,25.4,2.09
TYC 3556-1559-1,31.05,0.8
TYC 3555-1117-1,37.97,3.76
TYC 3554-1852-1,13.52,1
TYC 3554-119-1,28.38,2.1
TYC 3551-44-1,15.64,1.24
TYC 3550-1733-1,12.9,1.26
TYC 3549-2100-1,11.37,0.87
TYC 3547-1346-1,39.59,5.41
TYC 3545-843-1,29.18,2.83
TYC 3545-2631-1,14.29,1.2
TYC 3545-1696-1,23.7,1.69
TYC 3544-307-1,12.1,0.91
TYC 3543-1843-1,51.18,8.27
TYC 3540-2129-1,18.46,2.14
TYC 3540-1222-1,47.4,7.48
TYC 3149-270-1,19.52,1.6
TYC 3149-241-1,45.16,3.85
TYC 3149-1014-1,39.59,5.99
TYC 3148-2046-1,36.18,7.16
TYC 3148-1322-1,16.08,1.36
TYC 3145-402-1,41.27,4.92
TYC 3143-2124-1,26.3,2.44
TYC 3143-1905-1,28.78,4.69
TYC 3143-1836-1,15.86,1.77
TYC 3143-1366-1,20.63,1.63
TYC 3142-1751-1,27.61,2.66
TYC 3141-2356-1,15.86,1.47
TYC 3140-3123-1,8.04,0.54
TYC 3139-2233-1,15.75,1.25
TYC 3139-1125-1,37.71,5
TYC 3138-670-1,18.99,1.36
TYC 3136-611-1,33.99,1.94
TYC 3134-1859-1,30,2.95
TYC 3131-1149-1,25.94,1.9
TYC 3129-1568-1,20.49,2.32
TYC 3127-1949-1,22.74,2.37
TYC 3125-2413-1,11.85,0.87
TYC 3125-1918-1,39.05,5.36
TYC 3125-1178-1,9.43,0.66
TYC 3124-2170-1,28.19,2.68
TYC 3120-1619-1,26.67,1.87
TYC 3120-1242-1,37.19,5.95
TYC 3119-382-1,19.13,3.52
StKM 1-1706,10.25,0.74
StKM 1-1704,40.42,2.84
StKM 1-1685,21.09,1.69
StKM 1-1682,17,1.46
StKM 1-1681,18.34,1.57
SPOCS 2276,2.09,0.14
SDSS J192034.00+375401.5,18.34,1.86
RX J1925.0+4429,1.16,0.08
Ross 1063,72.35,5.13
Ross 1062,37.96,4.1
NOMAD1 1341-0386890,20.07,1.95
NOMAD1 1340-0373123,3.99,0.28
LSPM J1944+4232,34.7,5.59
LSPM J1943+4518,115.41,
LSPM J1942+4623,89.07,6.96
LSPM J1938+4321,0.87,0.06
LSPM J1936+5009,113.04,
LSPM J1933+4515,43.02,3.22
LSPM J1933+4328,65.66,5.7
LSPM J1933+4237,1.14,0.08
LSPM J1931+4412,33.52,4.41
LSPM J1920+4039,52.96,4.74
LSPM J1915+4216,35.18,3.07
LSPM J1913+4022,0.55,0.04
LSPM J1909+3910,38.5,2.6
LSPM J1908+4614,38.23,3.62
LSPM J1904+3939,41.55,3.3
LSPM J1857+4449,0.49,
LSPM J1852+4740,26.85,2.12
LSPM J1844+4337,40.42,4.14
LP  230-6,24.03,1.71
LP  230-5,46.43,5.54
LP  230-40,76.47,6.32
LP  230-38,23.56,2.41
LP  230-3,98.83,8.53
LP  229-31,114.59,
LP  182-20,28.58,2
LAMOST J192817.82+410412.2,0.76,0.05
KOI-909,14.59,1.43
KOI-902,15.42,1.32
KOI-883,8.92,0.66
KOI-875,38.77,4.81
KOI-868,28.19,2.03
KOI-836,15.1,1.09
KOI-810,27.23,4.63
KOI-8047,31.93,3.16
KOI-8037,2.39,0.17
KOI-8033,12.97,1.19
KOI-8007,33.75,2.51
KOI-7903,39.04,4.07
KOI-7882,33.75,5.02
KOI-7793,34.22,2.26
KOI-7776,31.93,2.63
KOI-7706,2.71,0.19
KOI-7630,25.4,1.86
KOI-7628,6.53,0.45
KOI-7617,19.79,1.47
KOI-7604,10.32,0.76
KOI-7592,36.94,3.2
KOI-7568,36.43,2.72
KOI-7567,25.4,1.99
KOI-7565,15.53,1.13
KOI-7562,21.84,2.1
KOI-7561,10.03,0.67
KOI-7538,16.3,1.28
KOI-7528,0.59,0.04
KOI-7449,1.31,0.09
KOI-7426,18.99,1.53
KOI-7408,2.86,0.2
KOI-7400,32.38,2.98
KOI-7388,7.4,0.51
KOI-7378,18.47,1.44
KOI-7375,3.88,0.27
KOI-7355,16.76,1.31
KOI-7338,17.35,1.32
KOI-7319,42.13,3.47
KOI-7306,0.69,0.05
KOI-7282,32.83,2.4
KOI-7243,10.68,0.84
KOI-7182,24.2,2.07
KOI-7174,39.31,6.92
KOI-7166,18.88,1.66
KOI-7144,24.71,2.47
KOI-7137,40.42,3.06
KOI-7099,14.2,1.43
KOI-7089,40.98,4.23
KOI-7051,24.71,2.55
KOI-7036,36.68,3.08
KOI-7007,35.93,3.26
KOI-6982,18.73,1.46
KOI-6971,25.94,2.55
KOI-6927,24.2,1.84
KOI-6925,44.23,4.27
KOI-6919,23.05,1.68
KOI-6907,7.71,0.55
KOI-6860,13.15,0.89
KOI-6856,23.38,2
KOI-6854,27.42,2.51
KOI-6850,15.75,1.26
KOI-6847,12.88,0.91
KOI-6809,22.12,2.19
KOI-6777,31.49,4.42
KOI-6752,28.58,2.11
KOI-6708,15.97,1.21
KOI-6691,22.11,1.87
KOI-6637,40.98,8.2
KOI-6568,32.6,2.72
KOI-6560,0.68,0.05
KOI-6513,31.93,2.37
KOI-6471,41.55,5.89
KOI-6444,16.76,1.22
KOI-6437,1.14,0.08
KOI-6403,33.29,6.13
KOI-6347,41.84,4.96
KOI-6318,27.04,3.33
KOI-6287,38.5,3.38
KOI-6276,18.86,1.43
KOI-6256,18.99,2.16
KOI-6215,25.58,1.87
KOI-6195,1.42,0.1
KOI-6182,14.79,1.17
KOI-6149,9.97,0.69
KOI-6148,9.76,0.74
KOI-6130,3.02,0.21
KOI-6110,23.54,2.68
KOI-608,13.24,0.97
KOI-6037,9.23,0.68
KOI-6003,26.11,2.68
KOI-5996,27.99,4.08
KOI-5988,1.81,0.12
KOI-5974,25.23,1.78
KOI-5969,26.11,2.99
KOI-5966,14.19,1.03
KOI-5965,31.71,2.66
KOI-5958,39.59,5.21
KOI-5935,16.53,1.23
KOI-5924,24.54,2.43
KOI-5909,38.77,4.69
KOI-5891,29.59,2.36
KOI-5870,23.21,2.04
KOI-5838,25.23,2.75
KOI-5831,31.49,2.67
KOI-5822,20.21,1.73
KOI-5811,27.8,2.27
KOI-5809,17.47,1.3
KOI-5792,3.55,0.25
KOI-5790,26.12,2.47
KOI-5789,27.04,2.27
KOI-5764,15.64,1.26
KOI-5748,28.78,3.3
KOI-5727,24.2,1.74
KOI-5726,35.68,3.43
KOI-5725,24.37,2.12
KOI-5723,36.94,6.02
KOI-5710,29.38,3.09
KOI-5692,42.72,6.64
KOI-5653,26.48,2.14
KOI-5644,17.6,1.37
KOI-5641,22.11,1.66
KOI-5628,30.21,4.92
KOI-5624,20.79,1.63
KOI-5621,31.71,3.41
KOI-5619,0.49,
KOI-5617,35.93,3.33
KOI-5616,22.42,1.91
KOI-5607,12.79,0.96
KOI-5597,28.58,2.24
KOI-5595,21.81,1.79
KOI-5574,21.81,1.73
KOI-5572,37.45,6.01
KOI-5555,21.21,1.59
KOI-5535,24.71,1.76
KOI-5505,31.49,3.57
KOI-5458,28.58,2.13
KOI-5456,32.6,4.01
KOI-5450,24.03,1.82
KOI-5429,40.98,4.44
KOI-5387,38.77,3.2
KOI-5359,15.75,1.22
KOI-5347,20.21,2.58
KOI-5330,26.3,2.17
KOI-5311,11.45,0.86
KOI-5294,41.55,3.36
KOI-5246,13.24,1
KOI-5228,52.96,3.61
KOI-5203,23.21,2.06
KOI-5192,31.27,2.34
KOI-5177,30.63,2.26
KOI-5162,21.51,1.75
KOI-5160,19.39,1.46
KOI-5153,33.99,2.75
KOI-5142,11.06,0.77
KOI-5098,26.12,2.19
KOI-5082,22.27,1.82
KOI-5049,20.63,1.89
KOI-5010,30.99,0.93
KOI-4987,22.74,1.76
KOI-4971,45.79,3.74
KOI-4957,16.08,1.31
KOI-4926,21.21,1.63
KOI-4879,26.12,2.29
KOI-4875,30,2.08
KOI-4862,35.92,2.89
KOI-4859,27.61,2.12
KOI-4841,26.3,1.67
KOI-4838,34.22,2.71
KOI-4824,16.19,1.92
KOI-4809,6.63,0.35
KOI-4805,12.27,0.93
KOI-4797,13.06,0.78
KOI-4784,16.3,1.56
KOI-4777,43.62,3.16
KOI-4762,35.92,1.21
KOI-4746,10.75,0.83
KOI-4672,31.71,3.63
KOI-4670,11.85,0.99
KOI-4644,11.69,1.04
KOI-4606,22.11,1.8
KOI-4594,49.76,4.82
KOI-455,39.31,3.57
KOI-4545,7.2,0.51
KOI-4542,9.83,0.74
KOI-4537,7.45,0.59
KOI-4521,23.38,1.67
KOI-4517,22.59,2.03
KOI-4508,27.61,2.58
KOI-4502,41.27,7.02
KOI-4478,16.19,1.27
KOI-4472,21.66,1.57
KOI-4464,37.97,5.99
KOI-4447,35.43,4.9
KOI-4444,40.42,5.2
KOI-4434,27.99,2.11
KOI-4419,24.03,2.31
KOI-4376,10.17,0.75
KOI-4372,17.84,1.36
KOI-4363,11.61,0.89
KOI-4352,23.05,1.72
KOI-4332,24.03,2.84
KOI-4238,30,2.33
KOI-4207,15.97,1.24
KOI-4184,29.79,2.68
KOI-4180,27.61,2.11
KOI-4177,17.84,1.4
KOI-4142,10.1,0.75
KOI-4132,19.12,1.63
KOI-4122,17.59,1.49
KOI-4111,10.39,0.72
KOI-4097,12.7,0.89
KOI-4069,7.82,0.54
KOI-4054,23.7,1.85
KOI-4025,20.78,1.77
KOI-3970,23.07,2.39
KOI-3965,14.1,1.33
KOI-3962,0.69,0.05
KOI-3949,13.9,0.98
KOI-3936,7.1,0.5
KOI-3923,37.45,5.62
KOI-3914,23.87,1.87
KOI-3905,18.35,1.73
KOI-3864,9.49,0.73
KOI-3858,17.11,1.42
KOI-3792,5.84,0.41
KOI-3747,5.84,0.47
KOI-3447,19.12,1.42
KOI-3400,31.71,2.31
KOI-3391,24.2,1.84
KOI-3377,30.42,2.55
KOI-3364,18.99,1.56
KOI-3299,12.18,0.93
KOI-3285,21.81,1.72
KOI-3283,12.61,0.97
KOI-3264,19.39,1.6
KOI-3140,32.36,3.08
KOI-3130,25.4,2.53
KOI-3102,30.63,3.05
KOI-3099,19.12,1.78
KOI-3094,35.68,2.5
KOI-3090,27.04,2.12
KOI-309,22.74,2.94
KOI-3061,24.88,3.49
KOI-3047,89.69,8.02
KOI-3027,17.11,1.39
KOI-2992,14.69,1.04
KOI-2983,43.32,3.24
KOI-2916,38.76,5.11
KOI-2901,19.66,1.55
KOI-2895,9.36,0.64
KOI-2878,36.41,4.64
KOI-2862,17.59,1.28
KOI-2858,30.43,3.42
KOI-2846,15.75,1.14
KOI-2835,23.21,1.6
KOI-2783,40.42,3.77
KOI-2764,27.04,1.99
KOI-2760,40.7,4.18
KOI-2735,28.19,2.36
KOI-2733,12.27,0.87
KOI-2713,11.21,0.78
KOI-2700,10.9,0.72
KOI-2695,2.88,0.2
KOI-2691,21.81,1.66
KOI-2686,21.52,1.89
KOI-2611,20.07,1.71
KOI-2588,28.78,2.04
KOI-2570,17.84,1.37
KOI-2554,30.21,2.49
KOI-2553,31.27,3.15
KOI-2551,28.78,4.48
KOI-2542,28.78,2.21
KOI-2538,18.11,3.47
KOI-2535,10.91,0.77
KOI-253,37.71,3.26
KOI-2527,31.06,5.85
KOI-2525,23.87,1.84
KOI-2522,37.97,1.62
KOI-2502,15.42,1.72
KOI-2490,22.74,1.9
KOI-2480,32.15,2.42
KOI-2471,14.57,0.92
KOI-247,16.19,1.32
KOI-2469,36.68,4.76
KOI-2464,25.76,2.33
KOI-2453,59.17,5.71
KOI-2441,19.82,3.24
KOI-2421,25.43,2.23
KOI-2417,21.36,1.79
KOI-2401,25.94,2.13
KOI-2336,12.97,0.87
KOI-2329,34.46,1.15
KOI-2325,30,3.3
KOI-2306,24.2,1.89
KOI-2283,43.32,4.81
KOI-2250,24.54,1.89
KOI-2248,14.69,1.15
KOI-2219,38.77,4.9
KOI-2191,17.47,1.28
KOI-2190,25.05,1.88
KOI-2189,14.49,1.02
KOI-2174,11.45,0.76
KOI-2139,25.4,2.46
KOI-2130,27.04,2
KOI-2124,15.64,1.26
KOI-2120,19.64,0.77
KOI-2117,19.12,1.44
KOI-2091,19.25,1.66
KOI-2085,12.97,0.89
KOI-2061,18.99,1.48
KOI-2060,21.66,1.7
KOI-1987,17.85,1.7
KOI-1985,25.4,1.89
KOI-1934,16.53,1.33
KOI-1844,27.04,2.4
KOI-1803,22.89,1.77
KOI-1776,16.42,1.49
KOI-1764,17.59,1.56
KOI-1734,2.08,0.14
KOI-1731,25.58,2.61
KOI-1697,25.94,2.32
KOI-1689,2.96,0.22
KOI-1686,42.43,4.58
KOI-1649,26.12,2.28
KOI-1646,36.93,6.59
KOI-1619,25.58,2.25
KOI-1590,29.79,3.38
KOI-1559,25.23,2.08
KOI-1489,21.07,1.75
KOI-1475,26.85,1.82
KOI-1420,42.13,4.41
KOI-1408,24.37,2.31
KOI-1399,22.43,2.93
KOI-1331,23.7,2.07
KOI-1330,34.22,2.37
KOI-1231,22.58,2.21
KOI-1201,28.98,2.34
KOI-1164,25.76,2.47
KOI-1134,33.99,3.09
KOI-1085,39.86,3.07
KOI-1048,19.79,1.58
KOI-1026,27.04,1.75
KOI-1025,29.59,2.13
KOI-1023,40.98,5.72
KOI-1006,29.38,2.28
KIC 9999901,12.1,1
KIC 9996778,15.64,1.19
KIC 9996478,21.36,1.62
KIC 9996468,43.32,3.31
KIC 9994691,50.8,7.2
KIC 9994237,27.8,2.15
KIC 9994229,5.45,0.39
KIC 9993810,33.29,3.91
KIC 9993806,14.69,1.41
KIC 9993191,22.27,2.06
KIC 9992954,24.54,2
KIC 9992904,12.36,1.05
KIC 9992824,31.93,2.9
KIC 9992786,79.72,7.27
KIC 9992058,20.21,1.65
KIC 9991565,14.69,0.99
KIC 9991488,21.81,1.61
KIC 9972576,17.72,1.49
KIC 9971549,17.11,1.59
KIC 9971294,23.87,1.93
KIC 9971018,27.99,2.14
KIC 9970700,10.98,0.93
KIC 9969320,9.04,0.65
KIC 9969084,44.54,6.44
KIC 9968101,16.3,1.34
KIC 9968076,25.94,2.26
KIC 9967732,14.49,1.18
KIC 9967445,10.39,0.77
KIC 9966915,13.62,1.25
KIC 9966527,33.99,2.23
KIC 9965624,26.3,2.05
KIC 9964925,18.34,1.63
KIC 9964662,13.43,0.94
KIC 9964637,39.59,3.33
KIC 9964354,20.35,1.77
KIC 9963916,12.7,1.11
KIC 9963819,41.84,3.54
KIC 9963670,23.53,3.5
KIC 9963468,34.7,1.82
KIC 9962599,28.98,3.01
KIC 9962516,21.51,1.92
KIC 9959966,18.09,1.48
KIC 9959368,16.53,1.28
KIC 9958806,20.78,1.63
KIC 9956856,46.11,4.4
KIC 9956212,30.21,2.63
KIC 9955746,17.13,1.77
KIC 9955562,15.11,1.37
KIC 9955316,34.94,2.76
KIC 9954584,32.15,2.41
KIC 9954054,21.66,1.82
KIC 9954008,16.65,1.51
KIC 9948145,23.54,1.71
KIC 9947785,33.52,3.11
KIC 9947668,40.42,5.91
KIC 9947052,14.39,1.14
KIC 9946811,25.58,2.32
KIC 9946569,3.47,0.24
KIC 9946506,25.22,1.83
KIC 9945866,24.37,1.85
KIC 9945771,2.65,0.18
KIC 9945070,28.78,2.29
KIC 9944770,28.78,2.04
KIC 9944612,8.56,0.63
KIC 9944414,28.98,2.33
KIC 9944357,21.21,1.66
KIC 9943650,31.93,2.45
KIC 9943450,10.61,0.75
KIC 9943375,15.21,1.11
KIC 9943331,30.85,4.05
KIC 9943223,28.58,2.32
KIC 9943140,14.81,1.53
KIC 9942746,13.71,1.04
KIC 9942695,17.84,1.36
KIC 9942443,41.55,5.2
KIC 9942242,49.76,3.92
KIC 9942231,1.34,0.09
KIC 9941815,39.31,3.67
KIC 9941718,3.65,0.25
KIC 9941632,23.87,2.08
KIC 9941508,17.72,1.52
KIC 9941061,21.07,1.76
KIC 9940808,38.77,3.93
KIC 9940737,15.32,1.2
KIC 9940621,13.06,0.9
KIC 9936452,30.42,2.3
KIC 9935815,14.9,1.24
KIC 9935739,43.02,3.95
KIC 9935558,50.45,1.68
KIC 9935454,35.19,3.89
KIC 9935268,33.52,2.6
KIC 9935213,18.21,1.52
KIC 9935172,17.23,1.37
KIC 9935092,22.42,1.72
KIC 9934865,19.25,1.41
KIC 9934360,37.71,3.77
KIC 9933507,24.2,1.69
KIC 9933464,1.2,0.16
KIC 9933305,35.19,2.71
KIC 9932288,23.87,1.82
KIC 9932154,20.07,1.56
KIC 9913861,19.25,1.53
KIC 9913163,25.76,2.52
KIC 9913134,27.42,3.78
KIC 9912689,15.42,1.31
KIC 9911522,18.86,1.65
KIC 9910458,16.19,1.26
KIC 9910083,28.38,2.28
KIC 9909642,46.11,6.1
KIC 9909614,33.29,5.03
KIC 9909232,27.41,1.97
KIC 9908153,39.04,4.8
KIC 9907450,38.24,3.34
KIC 9907282,23.38,2.22
KIC 9906862,21.66,1.8
KIC 9905966,26.3,2.46
KIC 9905951,27.21,2.48
KIC 9905902,12.44,0.98
KIC 9905724,16.99,1.41
KIC 9905352,8.74,0.62
KIC 9905279,11.77,0.9
KIC 9904420,33.52,3.13
KIC 9903965,42.72,4.32
KIC 9903613,13.8,1.12
KIC 9903203,16.53,1.29
KIC 9903125,15.11,1.17
KIC 9902581,25.4,2.97
KIC 9899874,18.99,1.53
KIC 9899670,15,1.16
KIC 9898639,41.55,2.89
KIC 9898515,30.21,3.37
KIC 9898181,8.44,0.63
KIC 9898005,25.4,2.06
KIC 9897830,32.38,3.09
KIC 9897351,18.99,1.62
KIC 9896878,17.59,1.52
KIC 9896609,11.13,0.79
KIC 9896492,13.24,1.04
KIC 9895138,38.77,3.68
KIC 9895121,23.21,2.07
KIC 9895019,17.96,1.38
KIC 9893302,30.85,4.89
KIC 9892651,2.49,0.17
KIC 9887831,29.79,3.2
KIC 9887238,12.7,0.94
KIC 9886860,17.11,1.33
KIC 9885985,37.71,2.79
KIC 9885649,30.21,4.52
KIC 9885607,24.54,1.83
KIC 9885433,27.23,2.08
KIC 9884377,18.73,1.5
KIC 9884284,28.58,2.3
KIC 9883594,13.24,1.04
KIC 9883561,42.13,7.39
KIC 9882703,13.81,1.14
KIC 9882247,27.99,1.93
KIC 9881928,9.36,0.66
KIC 9881857,7.6,0.53
KIC 9881650,27.42,2.91
KIC 9880769,29.59,2.58
KIC 9880756,11.61,0.85
KIC 9880751,12.88,0.91
KIC 9880626,28.38,2.4
KIC 9880382,3.07,0.21
KIC 9880044,15.32,1.17
KIC 9879930,29.79,2.13
KIC 9875707,21.36,1.69
KIC 9874258,14.09,1.06
KIC 9874206,29.38,2.84
KIC 9873729,18.73,1.35
KIC 9873627,30.42,3.13
KIC 9873280,26.67,2.3
KIC 9873272,28.19,2.58
KIC 9873255,22.74,1.75
KIC 9872434,30.84,3.02
KIC 9850346,18.72,1.87
KIC 9849612,24.03,1.95
KIC 9849014,8.98,0.68
KIC 9848932,35.43,2.95
KIC 9848792,28.58,3.42
KIC 9848787,30.84,0.91
KIC 9848711,17.72,1.48
KIC 9848298,24.03,2.33
KIC 9848077,28.38,2.94
KIC 9846981,40.12,3.49
KIC 9845544,21.36,2.14
KIC 9845007,23.05,1.82
KIC 9844667,43.32,5.32
KIC 9843899,8.26,0.57
KIC 9843725,17.35,1.68
KIC 9843211,28.98,2.39
KIC 9842972,37.48,4.68
KIC 9842958,33.06,3.26
KIC 9840227,33.99,2.58
KIC 9839847,21.81,1.77
KIC 9839824,12.44,0.85
KIC 9839749,10.1,0.71
KIC 9839395,36.18,3.71
KIC 9838763,2.53,0.18
KIC 9838643,18.86,1.46
KIC 9837504,26.85,2.28
KIC 9836939,36.94,3.97
KIC 9836271,25.23,4.16
KIC 9835366,5.35,0.35
KIC 9834837,26.67,1.95
KIC 9834661,27.61,1.95
KIC 9834508,16.99,1.34
KIC 9834307,24.2,2.34
KIC 9833991,32.6,4.12
KIC 9833329,34.7,3.54
KIC 9832420,34.7,2.66
KIC 9828350,36.17,2.63
KIC 9828292,9.56,0.66
KIC 9828138,41.55,6.29
KIC 9827856,25.58,1.88
KIC 9827544,11.06,0.79
KIC 9827393,25.58,2.44
KIC 9827048,26.48,1.82
KIC 9826668,17.84,1.39
KIC 9825693,33.29,3.99
KIC 9825515,17.59,1.29
KIC 9825492,18.85,1.74
KIC 9824990,31.49,2.29
KIC 9824914,31.93,3.15
KIC 9824744,20.07,1.55
KIC 9824038,35.19,3.19
KIC 9823931,23.38,2.01
KIC 9823663,14.8,1.31
KIC 9823597,30.42,1.29
KIC 9823549,40.42,2.94
KIC 9822569,23.36,3.49
KIC 9822052,29.18,2.47
KIC 9821952,13.8,1.06
KIC 9821847,35.43,3.08
KIC 9821545,13.61,0.99
KIC 9821238,30.63,2.06
KIC 9821105,21.07,1.66
KIC 9820789,4.55,0.32
KIC 9820524,23.21,1.67
KIC 9818820,30.63,2.61
KIC 9818472,26.3,1.95
KIC 9818003,18.6,1.45
KIC 9815529,33.75,2.54
KIC 9815460,21.07,1.87
KIC 9815309,11.93,0.87
KIC 9815113,18.6,1.41
KIC 9813950,8.55,0.6
KIC 9813931,39.31,4.85
KIC 9813767,16.64,1.37
KIC 9813735,23.54,1.96
