Name,Prot,e_prot
KIC 4244594,10.39,0.69
KIC 4244458,12.53,0.86
KIC 4244430,9.97,0.77
KIC 4244311,33.06,4.02
KIC 4243465,20.78,1.8
KIC 4243462,9.49,0.7
KIC 4243354,37.71,4.4
KIC 4243336,47.07,3.74
KIC 4243104,43.62,7.6
KIC 4242943,28.38,1.95
KIC 4242852,22.9,1.69
KIC 4242514,30.84,2.2
KIC 4242297,17,1.38
KIC 4241801,33.54,4.66
KIC 4241726,21.21,1.59
KIC 4241333,16.76,1.3
KIC 4181749,12.18,1.06
KIC 4181245,19.66,1.52
KIC 4181240,28.19,2.82
KIC 4180810,10.03,0.75
KIC 4179525,20.78,1.66
KIC 4178442,14.09,1.1
KIC 4175707,0.41,
KIC 4175398,31.06,2.44
KIC 4175216,13.71,1.11
KIC 4174717,5.84,0.42
KIC 4174461,19.52,1.46
KIC 4174234,5.27,0.36
KIC 4174051,23.87,2.08
KIC 4173626,25.4,1.83
KIC 4173466,37.19,3.3
KIC 4172536,18.22,1.76
KIC 4172405,11.61,0.82
KIC 4172210,39.04,5.36
KIC 4171937,4.08,0.29
KIC 4171064,30.21,2.73
KIC 4170868,7.93,0.6
KIC 4170760,32.15,2.95
KIC 4168513,15.11,1.32
KIC 4168020,29.18,2.59
KIC 4165502,15.42,0.95
KIC 4164522,20.92,2.51
KIC 4164310,30.84,2.96
KIC 4161497,27.99,2.72
KIC 4161376,19.39,1.48
KIC 4161180,20.21,1.58
KIC 4160250,16.53,1.53
KIC 4159885,33.06,2.41
KIC 4159298,11.29,0.76
KIC 4158372,7.87,0.54
KIC 4158317,11.61,1
KIC 4158180,12.97,1
KIC 4157460,18.09,1.45
KIC 4157308,26.85,2.04
KIC 4156952,9.04,0.64
KIC 4156529,12.1,0.99
KIC 4156209,13.81,1.12
KIC 4155694,21.07,1.55
KIC 4155647,46.11,7.8
KIC 4151067,28.19,3.68
KIC 4150408,23.39,3.67
KIC 4149286,15.53,1.16
KIC 4149184,45.47,5.57
KIC 4148888,26.12,2.32
KIC 4148766,23.54,1.69
KIC 4148277,29.38,2.05
KIC 4148191,18.34,1.5
KIC 4148125,17.84,1.32
KIC 4147960,27.23,2.19
KIC 4147537,7.55,0.53
KIC 4147163,23.87,1.72
KIC 4147149,32.83,5.52
KIC 4144893,17.72,1.4
KIC 4144355,17.35,1.34
KIC 4143981,33.75,2.65
KIC 4143298,13.81,1.87
KIC 4143052,18.47,1.45
KIC 4142890,18.6,1.4
KIC 4142809,29.38,3.04
KIC 4142675,33.51,1.14
KIC 4141845,26.85,4.91
KIC 4141663,30.41,0.84
KIC 4140811,31.49,2.95
KIC 4140660,25.76,2.09
KIC 4140528,51.87,4.3
KIC 4139683,34.46,2.97
KIC 4139476,20.35,1.55
KIC 4139175,27.4,2.8
KIC 4139155,30.21,2.88
KIC 4138576,8.04,0.58
KIC 4138564,27.8,2.43
KIC 4138549,17.96,1.41
KIC 4137679,21.51,1.99
KIC 4137573,19.52,1.57
KIC 4137504,7.25,0.54
KIC 4137216,14.79,1.08
KIC 4136749,15.43,1.43
KIC 4136141,0.45,
KIC 4135605,37.97,1.53
KIC 4135549,25.94,2.16
KIC 4079437,28.78,2.18
KIC 4079165,18.47,1.46
KIC 4078900,23.05,2.25
KIC 4078175,21.81,1.94
KIC 4078087,29.79,4.75
KIC 4077638,17.11,1.36
KIC 4077001,21.66,2.6
KIC 4076697,8.26,0.61
KIC 4076672,30.21,1.24
KIC 4076377,15.64,1.26
KIC 4076110,21.08,2.12
KIC 4074068,13.71,1.09
KIC 4073750,7.71,0.57
KIC 4072765,23.38,1.71
KIC 4072377,31.06,1.06
KIC 4071061,16.88,1.49
KIC 4070633,0.41,
KIC 4069875,30.21,2.81
KIC 4068743,27.04,2.24
KIC 4068727,31.71,2.41
KIC 4068252,21.36,1.69
KIC 4068018,39.86,2.65
KIC 4067938,31.87,1.2
KIC 4067894,4.98,0.35
KIC 4067474,24.88,2.4
KIC 4066932,8.98,0.64
KIC 4066712,27.42,2.7
KIC 4066629,9.9,0.72
KIC 4066601,27.8,2.41
KIC 4066245,1.91,0.13
KIC 4065607,22.11,1.94
KIC 4065126,32.8,2.04
KIC 4064149,16.88,1.33
KIC 4063974,18.99,1.51
KIC 4061322,24.54,1.64
KIC 4060965,41.55,3.6
KIC 4060749,34.7,0.89
KIC 4059386,31.05,1.25
KIC 4059317,38.79,5.07
KIC 4059277,15.21,1.07
KIC 4057295,28.98,2.34
KIC 4056639,22.42,1.9
KIC 4056422,23.54,1.73
KIC 4055820,31.49,2.31
KIC 4055390,18.21,1.46
KIC 4055312,21.36,1.67
KIC 4055067,49.76,6.89
KIC 4055045,17.35,1.37
KIC 4049895,36.43,4.25
KIC 4049158,41.84,3.2
KIC 4049025,6.71,0.49
KIC 4048591,20.21,1.71
KIC 4047976,24.53,2.4
KIC 4047900,10.76,0.78
KIC 4047410,9.83,0.82
KIC 4045182,38.77,6.71
KIC 4044840,18.99,1.45
KIC 4044678,26.3,2.32
KIC 4044277,34.94,5.51
KIC 4044261,19.66,1.54
KIC 4043151,32.58,5.09
KIC 4041908,34.22,3.49
KIC 4041478,30.85,3.07
KIC 4041342,20.07,1.47
KIC 4040823,23.05,2.08
KIC 4039883,21.96,1.82
KIC 4038439,27.8,2.11
KIC 4038324,15.32,1.2
KIC 4036544,28.18,2.54
KIC 4036520,19.12,1.68
KIC 4036313,37.71,2.73
KIC 4036209,26.66,4.81
KIC 4035503,14.29,0.99
KIC 3974987,24.2,3.65
KIC 3974804,27.61,4.19
KIC 3974567,25.58,1.89
KIC 3974332,10.76,0.87
KIC 3974043,10.11,0.72
KIC 3973090,40.98,1.63
KIC 3971772,1.52,0.1
KIC 3969563,23.7,2.1
KIC 3969430,31.15,2.21
KIC 3968792,12.7,1.1
KIC 3968552,22.42,1.82
KIC 3967523,2.39,0.16
KIC 3967294,23.05,2.04
KIC 3966704,31.49,2.26
KIC 3966673,12.88,0.9
KIC 3965861,27.23,2
KIC 3965229,31.05,4.61
KIC 3964800,27.23,2.85
KIC 3964492,17.47,1.52
KIC 3963214,19.52,1.76
KIC 3962957,25.4,3.51
KIC 3962715,0.53,0.06
KIC 3962580,10.68,0.76
KIC 3961175,18.6,1.49
KIC 3957968,34.19,0.87
KIC 3957755,1.74,0.12
KIC 3957332,20.21,2.74
KIC 3957292,33.06,2.58
KIC 3957214,14.69,1.03
KIC 3957090,21.81,1.6
KIC 3956991,19.12,1.54
KIC 3956260,15.32,1.08
KIC 3956166,27.99,2.54
KIC 3956072,31.71,1.21
KIC 3955937,23.05,1.78
KIC 3955891,33.06,2.61
KIC 3955879,32.83,2.01
KIC 3955253,18.47,1.4
KIC 3955183,32.15,2.3
KIC 3955066,20.07,1.6
KIC 3954961,13.06,0.97
KIC 3954596,32.6,1.37
KIC 3954449,11.29,0.84
KIC 3954217,30,2.39
KIC 3953970,1.59,0.11
KIC 3953916,26.48,1.75
KIC 3953725,10.68,0.81
KIC 3952304,10.54,0.77
KIC 3952269,11.75,0.4
KIC 3951900,24.92,3.19
KIC 3951599,18.09,1.32
KIC 3947244,19.93,1.66
KIC 3947026,16.99,1.36
KIC 3946894,39.04,1.28
KIC 3946130,15.32,1.21
KIC 3946071,17.23,1.73
KIC 3945837,34.22,2.83
KIC 3945784,15.21,1.19
KIC 3945594,20.78,1.61
KIC 3942405,33.06,5.93
KIC 3942368,41.55,6.11
KIC 3942170,17.47,1.16
KIC 3942111,36.42,2.06
KIC 3941415,25.76,1.89
KIC 3940637,43.32,3.82
KIC 3940630,21.07,1.65
KIC 3940502,30.63,4.11
KIC 3940372,19.52,1.52
KIC 3940002,26.85,2.11
KIC 3939839,16.19,1.24
KIC 3939647,36.68,3.28
KIC 3939581,31.49,2.6
KIC 3939069,19.25,1.54
KIC 3938944,31.06,2.28
KIC 3938925,14.19,1.14
KIC 3938911,19.66,1.71
KIC 3938241,16.64,1.19
KIC 3936696,32.37,0.95
KIC 3936637,16.88,1.44
KIC 3936562,33.53,3.57
KIC 3936349,27.04,2.87
KIC 3936317,20.21,1.52
KIC 3935942,35.92,2.64
KIC 3935803,1.67,0.11
KIC 3935682,12.61,0.88
KIC 3935499,5.16,0.35
KIC 3935471,19.93,1.57
KIC 3935388,18.34,1.48
KIC 3934593,30.84,2.92
KIC 3934090,5.72,0.41
KIC 3870074,21.81,1.82
KIC 3869879,19.25,1.46
KIC 3869624,1.9,0.13
KIC 3869529,7.4,0.54
KIC 3869466,17.12,1.36
KIC 3868940,46.75,4.47
KIC 3868474,36.93,1.61
KIC 3868387,31.27,1.53
KIC 3868242,27.22,2.61
KIC 3867930,36.93,1.81
KIC 3866661,32.15,3.41
KIC 3866232,17.26,2.38
KIC 3865546,12.18,0.89
KIC 3865498,20.21,1.58
KIC 3863819,26.5,2.15
KIC 3863613,29.38,2.25
KIC 3862523,10.98,0.78
KIC 3862382,18.09,1.48
KIC 3861725,16.53,1.26
KIC 3861127,17.47,1.55
KIC 3861049,24.71,4.84
KIC 3860761,22.9,2.02
KIC 3860092,9.63,0.73
KIC 3860071,21.51,1.83
KIC 3859875,27.23,2.2
KIC 3859512,5.27,0.36
KIC 3858164,7.87,0.54
KIC 3858086,1.4,0.1
KIC 3857945,22.74,2.12
KIC 3855231,26.12,2.53
KIC 3855009,20.92,1.54
KIC 3853598,14.49,1.24
KIC 3853372,46.1,7.57
KIC 3852447,15.11,1.12
KIC 3852116,3.07,0.21
KIC 3851673,20.35,2.2
KIC 3850643,22.11,2.12
KIC 3850344,13.9,1.13
KIC 3849705,22.42,1.96
KIC 3849447,29.18,3.35
KIC 3849223,25.23,1.85
KIC 3849014,9.83,0.71
KIC 3848476,7.5,0.52
KIC 3847487,29.79,2.31
KIC 3842537,13.71,1.11
KIC 3838948,28.52,1.37
KIC 3838294,34.46,2.38
KIC 3837722,28.38,2.46
KIC 3837507,28.98,2.1
KIC 3837496,29.79,2.22
KIC 3837400,19.93,1.53
KIC 3836862,8.44,0.62
KIC 3836257,38.77,2.69
KIC 3835071,36.68,2.93
KIC 3834893,28.78,2.29
KIC 3834448,24.71,3.81
KIC 3834395,30.42,4.59
KIC 3834291,19.93,2.38
KIC 3834169,19.52,1.37
KIC 3833738,13.52,1.01
KIC 3832957,17.72,1.4
KIC 3832499,12.88,0.88
KIC 3832386,29.8,2.22
KIC 3831986,30,2.57
KIC 3831534,36.68,4.92
KIC 3831289,26.12,2.37
KIC 3830997,28.58,3.18
KIC 3830954,22.58,1.7
KIC 3766048,21.21,1.71
KIC 3765424,25.58,2.43
KIC 3765134,41.55,3.85
KIC 3765091,5.12,0.37
KIC 3763563,28.98,2.53
KIC 3763109,24.88,4.44
KIC 3763058,6.44,0.45
KIC 3762903,44.85,3.87
KIC 3761341,19.79,1.66
KIC 3760753,31.28,4.07
KIC 3760677,35.19,2.83
KIC 3760509,31.93,0.89
KIC 3760354,25.05,2.79
KIC 3760188,23.7,2.1
KIC 3759595,27.04,2.62
KIC 3759394,0.98,0.07
KIC 3758987,7.1,0.51
KIC 3758610,14.09,1.02
KIC 3758437,18.09,1.53
KIC 3758361,31.06,1.17
KIC 3758197,21.96,1.69
KIC 3757987,19.52,1.74
KIC 3757788,25.4,2.32
KIC 3757729,37.19,4.04
KIC 3757468,20.78,1.73
KIC 3757251,15.75,1.33
KIC 3756669,18.86,1.52
KIC 3756034,40.14,3.28
KIC 3755806,34.94,4.34
KIC 3752147,14.28,0.86
KIC 3751945,28.78,2.92
KIC 3751669,14.09,1.12
KIC 3751557,32.15,2.71
KIC 3750594,24.03,1.73
KIC 3750393,10.38,1.21
KIC 3749823,10.68,0.79
KIC 3749207,7,0.49
KIC 3749022,10.46,0.77
KIC 3748918,26.67,2.12
KIC 3748728,27.61,2.45
KIC 3748717,28.19,2.9
KIC 3748664,11.21,0.78
KIC 3748458,33.29,3.06
KIC 3748172,1.04,0.07
KIC 3747208,14.29,1.09
KIC 3747181,13.71,1.22
KIC 3747153,6.95,0.5
KIC 3745742,17.84,1.22
KIC 3745299,34.22,4.24
KIC 3745222,15,1.04
KIC 3745093,26.85,2.13
KIC 3744112,14.8,1.14
KIC 3743861,39.31,4.14
KIC 3743324,19.12,1.5
KIC 3743207,15.11,1.08
KIC 3736746,32.36,1.3
KIC 3736360,19.12,1.56
KIC 3736208,33.99,2.35
KIC 3736200,8.21,0.62
KIC 3735768,30.57,1.02
KIC 3735720,7.19,0.49
KIC 3735299,19.39,1.45
KIC 3735010,25.58,2.2
KIC 3734393,8.86,0.67
KIC 3734260,44.54,4.61
KIC 3733753,15.97,1.2
KIC 3732492,11.29,0.85
KIC 3732401,1.79,0.12
KIC 3732037,24.03,2.24
KIC 3731563,3.52,0.24
KIC 3731429,21.52,1.69
KIC 3730841,11.29,0.87
KIC 3730613,9.11,0.7
KIC 3730423,26.3,2.01
KIC 3730371,42.43,3.2
KIC 3729847,27.61,2.09
KIC 3729755,22.58,1.78
KIC 3729742,30.42,2.65
KIC 3728634,32.15,3.79
KIC 3728205,21.51,1.85
KIC 3728186,1.28,0.1
KIC 3727886,34.7,1.73
KIC 3727878,22.58,1.86
KIC 3727801,25.4,2.5
KIC 3727538,38.77,4.88
KIC 3663495,22.9,2.08
KIC 3662956,16.64,1.28
KIC 3662790,17.35,1.39
KIC 3661327,15.11,1.13
KIC 3660458,48.76,6.84
KIC 3660161,11.69,0.95
KIC 3659481,26.48,2.11
KIC 3659328,17.35,1.41
KIC 3659186,9.69,0.7
KIC 3658853,10.83,0.75
KIC 3658413,20.49,1.93
KIC 3657652,19.93,1.61
KIC 3657215,31.06,4.06
KIC 3656620,9.63,0.72
KIC 3656293,28.78,2.52
KIC 3656267,10.76,0.94
KIC 3656181,43.62,8.64
KIC 3656048,24.03,2.06
KIC 3654993,13.61,0.95
KIC 3654549,10.83,0.79
KIC 3653880,29.18,2.47
KIC 3650746,23.21,1.74
KIC 3648712,26.12,1.83
KIC 3648376,40.14,3.18
KIC 3648289,23.38,1.79
KIC 3648249,20.78,1.69
KIC 3648000,12.62,1.08
KIC 3647773,14.29,1.32
KIC 3647420,27.61,2.51
KIC 3647409,21.21,1.57
KIC 3646781,12.61,1
KIC 3646734,15.64,1.24
KIC 3646034,2.86,0.2
KIC 3644884,9.3,0.72
KIC 3644877,19.94,1.81
KIC 3644734,36.43,3.91
KIC 3643949,40.14,3.68
KIC 3643000,18.73,1.34
KIC 3642676,26.67,0.06
KIC 3642661,33.29,2.54
KIC 3640967,35.2,2.49
KIC 3635134,25.4,3.37
KIC 3634987,27.61,3.17
KIC 3634402,46.43,3.4
KIC 3634308,12.88,0.89
KIC 3634196,28.38,3.8
KIC 3633735,37.71,6.37
KIC 3633653,24.37,2.98
KIC 3633395,19.66,1.67
KIC 3633375,20.07,1.6
KIC 3633364,13.61,1.03
KIC 3632538,8.92,0.65
KIC 3632054,17.11,1.25
KIC 3631844,39.04,3.95
KIC 3631401,10.03,0.72
KIC 3630402,27.23,1.94
KIC 3630259,17.59,1.4
KIC 3629063,20.78,1.57
KIC 3628867,15.75,1.36
KIC 3628371,19.39,1.46
KIC 3628324,24.71,2.03
KIC 3628296,6.67,0.46
KIC 3627968,34.46,5.8
KIC 3627704,44.85,9.13
KIC 3627577,28.58,5.31
KIC 3627277,34.7,3.04
KIC 3627030,33.75,3.77
KIC 3626713,23.54,1.7
KIC 3626314,43.6,1.54
KIC 3560479,23.87,1.72
KIC 3559497,25.72,2.08
KIC 3558789,31.49,2.77
KIC 3558637,16.53,1.32
KIC 3558213,28.38,2.29
KIC 3558162,28.98,2.92
KIC 3557283,13.61,1.11
KIC 3556533,1.24,0.08
KIC 3556242,28.78,2.35
KIC 3556011,22.27,1.94
KIC 3555732,18.47,1.85
KIC 3555512,12.18,0.85
KIC 3555340,10.25,0.81
KIC 3555275,25.94,1.94
KIC 3555115,12.18,0.95
KIC 3554849,31.71,2.87
KIC 3553858,8.5,0.62
KIC 3553714,23.87,3.15
KIC 3550668,45.16,3.4
KIC 3550598,3.86,0.27
KIC 3550411,10.91,0.85
KIC 3550041,26.85,4.24
KIC 3549707,23.21,1.79
KIC 3548078,24.88,1.75
KIC 3548062,11.21,0.81
KIC 3547685,30,3.4
KIC 3545593,12.1,0.84
KIC 3545291,27.61,3.19
KIC 3544900,10.03,0.75
KIC 3544416,28.19,2.83
KIC 3544208,30.42,2.54
KIC 3543331,27.04,2.17
KIC 3542520,20.49,1.57
KIC 3542480,14.69,1.07
KIC 3542309,26.67,2.56
KIC 3541628,28.38,2.23
KIC 3541346,0.9,0.06
KIC 3540472,39.86,4
KIC 3540012,10.83,1
KIC 3539770,31.71,2.22
KIC 3539494,24.37,2.02
KIC 3539475,25.4,1.81
KIC 3539360,31.27,1.33
KIC 3539331,1.51,0.1
KIC 3534276,13.99,0.51
KIC 3534259,13.9,1.11
KIC 3534089,47.08,3.64
KIC 3533437,30,2.11
KIC 3533270,32.6,4.42
KIC 3533220,14.19,1.09
KIC 3533109,21.21,2.06
KIC 3532922,37.97,2.4
KIC 3532555,28.78,4.47
KIC 3532480,29.79,2.33
KIC 3531176,21.36,1.52
KIC 3530659,22.12,3.62
KIC 3530492,21.81,2.33
KIC 3528986,22.12,1.86
KIC 3528848,23.22,2.3
KIC 3528588,15.75,1.17
KIC 3528198,5.8,0.19
KIC 3527979,17.23,1.36
KIC 3527829,16.88,1.24
KIC 3527308,28.58,2.11
KIC 3527281,10.83,0.79
KIC 3527088,20.64,1.95
KIC 3527038,43.32,3.96
KIC 3526685,30.42,0.81
KIC 3526465,19.39,1.64
KIC 3526337,27.61,2.38
KIC 3526312,24.71,1.85
KIC 3525933,31.49,2.59
KIC 3525786,30.21,4.16
KIC 3525783,7.98,0.55
KIC 3459917,23.54,1.78
KIC 3459709,32.02,1.98
KIC 3459050,25.4,2.18
KIC 3458422,23.05,2.07
KIC 3458161,27.8,2.7
KIC 3457337,18.09,1.56
KIC 3456988,30.84,1
KIC 3456972,4.71,0.34
KIC 3456560,29.58,4.93
KIC 3456068,38.77,3.79
KIC 3455419,9.76,0.71
KIC 3454793,1.96,
KIC 3454249,13.91,1.48
KIC 3453592,10.1,0.75
KIC 3453569,21.96,2.35
KIC 3452803,36.43,6.36
KIC 3449982,24.7,2.66
KIC 3449953,40.7,3.19
KIC 3448710,15.21,1.44
KIC 3446966,42.72,5.29
KIC 3446366,21.21,1.78
KIC 3446150,11.61,0.83
KIC 3445237,20.63,1.82
KIC 3444822,33.99,3.14
KIC 3444025,26.85,2.02
KIC 3443923,45.79,3.49
KIC 3443788,15.11,1.35
KIC 3443467,25.94,1.96
KIC 3443137,35.43,3
KIC 3442846,24.54,1.88
KIC 3442269,19.52,1.84
KIC 3442034,40.42,3.19
KIC 3441622,51.87,9.91
KIC 3441504,13.43,0.95
KIC 3440357,20.49,1.55
KIC 3439981,5.6,0.33
KIC 3439965,29.59,3.16
KIC 3439878,18.47,1.46
KIC 3439126,7.82,0.54
KIC 3438817,36.68,2.98
KIC 3437594,15.54,1.99
KIC 3437392,33.28,1.54
KIC 3432084,13.43,1.18
KIC 3431662,18.86,1.43
KIC 3430973,25.94,1.94
KIC 3430923,26.66,2.25
KIC 3430394,16.41,1.32
KIC 3430216,14.79,1.16
KIC 3429369,17.23,1.39
KIC 3428255,10.53,0.71
KIC 3428093,30.19,1.66
KIC 3427772,25.05,2.41
KIC 3427211,21.07,1.71
KIC 3426874,33.75,2.46
KIC 3426678,35.68,2.98
KIC 3425887,7.45,0.52
KIC 3425850,17.11,1.31
KIC 3425688,21.81,1.71
KIC 3425623,27.61,2.4
KIC 3425520,29.38,3.14
KIC 3425393,18.34,1.74
KIC 3425312,24.03,2.03
KIC 3425058,14.49,1
KIC 3424832,19.25,1.42
KIC 3424763,28.38,2.42
KIC 3424335,15.53,1.19
KIC 3357261,40.14,5.38
KIC 3356936,31.27,2.45
KIC 3356111,25.4,1.08
KIC 3355476,12.18,0.95
KIC 3354459,13.52,0.91
KIC 3353800,11.21,0.86
KIC 3353379,23.37,2.11
KIC 3353108,33.52,2.32
KIC 3351787,23.87,1.93
KIC 3347046,15.64,1.16
KIC 3345990,31.71,5.14
KIC 3345985,10.46,0.77
KIC 3344747,28.38,2.09
KIC 3344220,15.32,1.27
KIC 3343967,33.75,3.07
KIC 3343664,22.27,1.7
KIC 3343417,19.52,1.53
KIC 3343392,17.47,1.43
KIC 3343245,12.7,0.96
KIC 3342894,13.9,1.05
KIC 3342636,25.58,1.85
KIC 3342325,26.85,1.83
KIC 3341270,30.2,0.86
KIC 3340902,34.7,3.07
KIC 3340694,24.05,2.1
KIC 3340117,17.35,1.35
KIC 3339823,15.97,1.25
KIC 3339276,14.49,1.06
KIC 3338877,11.13,0.8
KIC 3337674,8.38,0.6
KIC 3336983,23.87,1.69
KIC 3336483,29.79,2.5
KIC 3336334,16.3,1.42
KIC 3336226,16.08,1.49
KIC 3335629,27.41,2.44
KIC 3335263,25.58,2.78
KIC 3335194,12.61,0.85
KIC 3331574,35.44,3.92
KIC 3331221,36.17,2.83
KIC 3330773,7.5,0.52
KIC 3330410,29.18,6.42
KIC 3330233,19.8,2.06
KIC 3329431,22.58,1.92
KIC 3328711,32.38,3.09
KIC 3328418,10.32,0.77
KIC 3328254,30.84,3.27
KIC 3328210,35.68,3.52
KIC 3327092,35.43,2.93
KIC 3327068,4.46,0.32
KIC 3326413,30.42,2.25
KIC 3326330,12.88,1.01
KIC 3325677,31.93,2.38
KIC 3325344,32.38,4.77
KIC 3325249,15.42,1.32
KIC 3323908,39.86,3.46
KIC 3323808,30.21,2.36
KIC 3323358,23.54,2.02
KIC 3323248,25.4,2.12
KIC 3322957,18.34,1.63
KIC 3322943,18.73,1.37
KIC 3322667,2.09,0.14
KIC 3249744,12.53,0.95
KIC 3248038,31.27,0.7
KIC 3247807,25.76,2.07
KIC 3246721,28.98,2.27
KIC 3245714,17.96,1.48
KIC 3244968,18.47,1.48
KIC 3241791,13.71,1.07
KIC 3241630,18.34,1.48
KIC 3241079,13.06,0.91
KIC 3240964,5.17,0.41
KIC 3240837,16.53,1.25
KIC 3240396,21.36,1.79
KIC 3239857,33.51,1.96
KIC 3238689,23.7,1.83
KIC 3236003,39.59,8.31
KIC 3235295,15.98,1.48
KIC 3234909,21.38,2.68
KIC 3234506,13.24,0.91
KIC 3234477,18.86,1.46
KIC 3234338,17.24,1.59
KIC 3234193,31.93,2.3
KIC 3233853,28.98,1.98
KIC 3233809,8.74,0.67
KIC 3233612,25.76,1.96
KIC 3233437,23.86,1.9
KIC 3233304,18.1,1.27
KIC 3232979,10.9,0.75
KIC 3231750,28.19,2.12
KIC 3231403,32.38,2.33
KIC 3230797,36.43,2.79
KIC 3230383,32.38,1.57
KIC 3230356,21.07,1.42
KIC 3229363,24.88,1.92
KIC 3228485,35.17,1.52
KIC 3223447,32.83,2.79
KIC 3222610,4.85,0.33
KIC 3222369,6.35,0.43
KIC 3222103,23.05,1.68
KIC 3221915,34.94,2.77
KIC 3221541,19.79,1.49
KIC 3220757,15.42,1.39
KIC 3220742,14.9,1.13
KIC 3219941,16.76,1.42
KIC 3219400,30.84,2.3
KIC 3218997,38.5,3.23
KIC 3217410,16.41,1.22
KIC 3216081,20.07,1.46
KIC 3215660,18.6,1.51
KIC 3130258,11.69,0.87
KIC 3129710,18.99,1.54
KIC 3128488,6.09,0.41
KIC 3127783,27.79,2.79
KIC 3124825,10.61,0.76
KIC 3124032,21.81,1.7
KIC 3123647,14.29,1.21
KIC 3123619,27.8,2.46
KIC 3122854,36.67,1.88
KIC 3122367,28.58,2.21
KIC 3120913,33.99,2.23
KIC 3119943,8.98,0.63
KIC 3117173,22.74,2.09
KIC 3116601,27.04,3.28
KIC 3116544,44.85,4.79
KIC 3116390,8.5,0.63
KIC 3116289,11.13,0.77
KIC 3115879,36.43,2.99
KIC 3115664,7.98,0.59
KIC 3114357,21.51,1.9
KIC 3112890,7.4,0.55
KIC 3112866,39.31,6.03
KIC 3112828,10.03,0.79
KIC 3112821,10.18,0.82
KIC 3112017,16.41,1.18
KIC 3111995,37.97,4.06
KIC 3111819,21.51,1.65
KIC 3111555,9.69,0.69
KIC 3111017,28.58,2.17
KIC 3110684,31.71,2.64
KIC 3109945,46.43,3.28
KIC 3109825,13.33,1.03
KIC 3103752,4.75,0.33
KIC 3102763,14.39,1.11
KIC 3102749,8.7,0.81
KIC 3102715,38.24,4.66
KIC 3102171,14.19,1.43
KIC 3102080,28.19,2.39
KIC 3101830,23.87,1.89
KIC 3101007,13.52,1.1
KIC 3100994,31.93,3.08
KIC 3100188,17.11,1.35
KIC 3099900,17.96,1.34
KIC 3099533,39.04,2.74
KIC 3099491,34.94,3.46
KIC 3099180,7.76,0.55
KIC 3097645,37.71,3.28
KIC 3097575,25.05,1.77
KIC 3097331,2.62,0.18
KIC 3096944,41.84,5.01
KIC 3003231,31.28,3.18
KIC 2998208,21.96,1.64
KIC 2997195,15.74,0.62
KIC 2996950,19.52,1.42
KIC 2996903,1.71,0.12
KIC 2996143,15.86,1.18
KIC 2995880,19.52,1.52
KIC 2995169,22.89,2.24
KIC 2994087,30.63,3.69
KIC 2993984,10.61,0.89
KIC 2993662,22.42,2.3
KIC 2992347,29.79,2.43
KIC 2989438,21.66,1.83
KIC 2988458,17.35,1.42
KIC 2987754,21.66,1.65
KIC 2987548,12.53,1.02
KIC 2986883,11.93,0.81
KIC 2986505,41.55,3.11
KIC 2986071,14.19,1.16
KIC 2985564,20.78,1.51
KIC 2984778,12.1,0.9
KIC 2984626,9.97,0.75
KIC 2984308,9.63,0.71
KIC 2984144,33.99,3.66
KIC 2983215,10.32,0.94
KIC 2982913,18.6,1.53
KIC 2982628,26.3,1.87
KIC 2975340,30,2.72
KIC 2974935,27.61,2.3
KIC 2973800,31.49,1.53
KIC 2973500,19.39,1.4
KIC 2973361,45.47,4.25
KIC 2973297,25.23,1.99
KIC 2971717,11.69,0.9
KIC 2971272,17.35,1.44
KIC 2971095,1.17,0.07
KIC 2969839,36.17,3.02
KIC 2968611,8.32,0.62
KIC 2865225,27.04,1.93
KIC 2861880,26.12,1.97
KIC 2860654,6.26,0.46
KIC 2860547,25.76,2.04
KIC 2860135,21.96,1.71
KIC 2859114,39.04,3.04
KIC 2859045,24.2,1.67
KIC 2858741,17.96,1.42
KIC 2858597,25.76,2.55
KIC 2855572,31.93,2.87
KIC 2855022,32.38,2.65
KIC 2852669,12.1,0.81
KIC 2851128,17.72,1.66
KIC 2850788,18.86,1.56
KIC 2850503,26.3,2.13
KIC 2848999,16.99,1.34
KIC 2847757,16.65,1.21
KIC 2847416,29.79,3.92
KIC 2846491,16.76,1.41
KIC 2845689,13.43,0.92
KIC 2845525,14.59,1.17
KIC 2837126,32.38,4.22
KIC 2836098,29.18,2.18
KIC 2835393,14.9,1.02
KIC 2835274,13.24,1.08
KIC 2835254,25.4,1.93
KIC 2835051,35.43,4.17
KIC 2834778,40.42,2.64
KIC 2834754,27.04,1.93
KIC 2834637,23.05,1.6
KIC 2834612,13.33,1.05
KIC 2834564,21.36,1.68
KIC 2834075,37.71,3.57
KIC 2832741,19.39,1.88
KIC 2832398,14.59,1.1
KIC 2832175,18.99,1.77
KIC 2831983,9.9,0.72
KIC 2831377,19.52,1.46
KIC 2721129,7.55,0.53
KIC 2720230,21.66,1.8
KIC 2719353,23.05,1.53
KIC 2718935,31.93,2.58
KIC 2718924,26.67,3.12
KIC 2718866,16.08,1.21
KIC 2718781,23.21,1.82
KIC 2718397,22.11,1.75
KIC 2718155,10.91,0.8
KIC 2717009,26.12,2.17
KIC 2716857,8.68,0.63
KIC 2716319,26.67,1.99
KIC 2716142,44.54,3.64
KIC 2714725,23.7,1.89
KIC 2714431,24.03,1.66
KIC 2714077,13.71,1.02
KIC 2714000,26.67,1.82
