Name,P_rot,P_rot_err,Prot_errm,Prot_errp
KIC 9215844,12.36,,,
KIC 9215841,7.894,,,
KIC 9215644,18.315,,,
KIC 9215495,15.554,,,
KIC 9215289,5.87,,,
KIC 9214598,9.505,,,
KIC 9214461,3.319,,,
KIC 9211154,24.98,,,
KIC 9211123,5.891,,,
KIC 9210935,9.59,,,
KIC 9209982,19.505,,,
KIC 9209793,1.433,,,
KIC 9209156,7.168,,,
KIC 9207291,3.277,,,
KIC 9207031,18.418,,,
KIC 9206046,2.12,,,
KIC 9205876,2.259,,,
KIC 9205211,17.047,,,
KIC 9205171,9.514,,,
KIC 9204242,5.467,,,
KIC 9203369,15.882,,,
KIC 9203319,5.405,,,
KIC 9202850,13.744,,,
KIC 9202479,9.081,,,
KIC 9201929,14.929,,,
KIC 9201830,12.847,,,
KIC 9201444,13.453,,,
KIC 9183503,5.75,,,
KIC 9183330,5.278,,,
KIC 9183249,8.922,,,
KIC 9183174,7.776,,,
KIC 9182941,1.118,,,
KIC 9182854,1.249,,,
KIC 9182617,4.522,,,
KIC 9182484,3.909,,,
KIC 9181959,18.75,,,
KIC 9181883,15.056,,,
KIC 9181091,4.005,,,
KIC 9181083,13.191,,,
KIC 9180700,13.132,,,
KIC 9179906,8.797,,,
KIC 9179771,5.204,,,
KIC 9179513,14.126,,,
KIC 9179191,4.759,,,
KIC 9178583,3.139,,,
KIC 9176145,13.978,,,
KIC 9175570,13.913,,,
KIC 9175346,1.003,,,
KIC 9174862,17.256,,,
KIC 9174536,1.778,,,
KIC 9174418,17.275,,,
KIC 9174258,15.639,,,
KIC 9173741,21.209,,,
KIC 9173365,3.44,,,
KIC 9172504,8.088,,,
KIC 9172217,5.431,,,
KIC 9171826,2.212,,,
KIC 9166826,1.148,,,
KIC 9166386,4.644,,,
KIC 9166215,8.559,,,
KIC 9165748,18.634,,,
KIC 9165735,7.782,,,
KIC 9165258,9.198,,,
KIC 9165112,14.181,,,
KIC 9164811,18.104,,,
KIC 9164315,14.243,,,
KIC 9163939,12.288,,,
KIC 9163565,10.573,,,
KIC 9163494,19.743,,,
KIC 9163456,13.435,,,
KIC 9163257,9.195,,,
KIC 9162224,3.484,,,
KIC 9162048,5.887,,,
KIC 9161431,3.486,,,
KIC 9161260,15.035,,,
KIC 9160945,15.661,,,
KIC 9160873,7.769,,,
KIC 9160220,15.402,,,
KIC 9160099,6.644,,,
KIC 9159861,14.59,,,
KIC 9159158,15.926,,,
KIC 9159119,19.328,,,
KIC 9158909,11.307,,,
KIC 9158589,7.185,,,
KIC 9158428,2.603,,,
KIC 9158393,13.351,,,
KIC 9158123,13.949,,,
KIC 9157436,12.835,,,
KIC 9157163,8.382,,,
KIC 9157140,11.6,,,
KIC 9156839,5.49,,,
KIC 9154246,17.282,,,
KIC 9154105,13.862,,,
KIC 9152773,19.94,,,
KIC 9152299,19.255,,,
KIC 9151664,22.346,,,
KIC 9151468,11.235,,,
KIC 9150977,22.539,,,
KIC 9150566,13.865,,,
KIC 9150539,3.251,,,
KIC 9150496,7.496,,,
KIC 9150284,5.2,,,
KIC 9150280,16.699,,,
KIC 9149986,1.431,,,
KIC 9147368,13.969,,,
KIC 9147006,15.582,,,
KIC 9145697,8.134,,,
KIC 9143133,7.826,,,
KIC 9142980,5.259,,,
KIC 9142974,2.442,,,
KIC 9142888,21.681,,,
KIC 9142773,6.542,,,
KIC 9142714,10.862,,,
KIC 9142219,13.731,,,
KIC 9141761,10.217,,,
KIC 9141737,17.593,,,
KIC 9141060,11.166,,,
KIC 9139648,14.624,,,
KIC 9139582,18.196,,,
KIC 9138848,4.401,,,
KIC 9138764,8.131,,,
KIC 9138695,1.615,,,
KIC 9138297,13.875,,,
KIC 9137297,7.052,,,
KIC 9137217,9.046,,,
KIC 9118981,1.498,,,
KIC 9118695,6.758,,,
KIC 9118518,20.143,,,
KIC 9117806,10.005,,,
KIC 9117760,15.861,,,
KIC 9117167,4.571,,,
KIC 9116512,11.502,,,
KIC 9116193,9.647,,,
KIC 9114183,1.017,,,
KIC 9113824,8.157,,,
KIC 9112320,14.649,,,
KIC 9112164,20.455,,,
KIC 9111333,18.676,,,
KIC 9110114,15.38,,,
KIC 9108746,11.308,,,
KIC 9108513,12.52,,,
KIC 9108419,1.996,,,
KIC 9101620,2.099,,,
KIC 9101055,13.397,,,
KIC 9100792,7.944,,,
KIC 9100279,5.854,,,
KIC 9099894,14.79,,,
KIC 9097199,3.798,,,
KIC 9096191,14.723,,,
KIC 9095405,10.026,,,
KIC 9095153,16.298,,,
KIC 9094521,10.41,,,
KIC 9093939,8.102,,,
KIC 9093831,16.343,,,
KIC 9093349,5.503,,,
KIC 9093300,1.255,,,
KIC 9093033,16.684,,,
KIC 9093020,13.583,,,
KIC 9092529,1.915,,,
KIC 9091940,20.476,,,
KIC 9091929,14.395,,,
KIC 9091876,10.288,,,
KIC 9091730,10.467,,,
KIC 9091673,12.241,,,
KIC 9091334,14.615,,,
KIC 9091114,11.308,,,
KIC 9091061,10.53,,,
KIC 9088557,1.59,,,
KIC 9088058,6.206,,,
KIC 9087958,2.504,,,
KIC 9085567,12.69,,,
KIC 9085111,15.225,,,
KIC 9084857,15.32,,,
KIC 9084512,21.846,,,
KIC 9084240,7.412,,,
KIC 9084222,5.862,,,
KIC 9083971,14.471,,,
KIC 9083866,10.652,,,
KIC 9080928,2.597,,,
KIC 9079869,7.588,,,
KIC 9077397,15.861,,,
KIC 9077376,15.651,,,
KIC 9077192,1.152,,,
KIC 9077127,2.098,,,
KIC 9076959,14.243,,,
KIC 9076772,2.981,,,
KIC 9076664,7.4,,,
KIC 9074961,12.048,,,
KIC 9074736,12.074,,,
KIC 9073985,10.482,,,
KIC 9073762,17.165,,,
KIC 9073565,9.169,,,
KIC 9073131,14.392,,,
KIC 9072583,12.226,,,
KIC 9071518,24.549,,,
KIC 9071425,21.885,,,
KIC 9071384,25.533,,,
KIC 9071321,9.589,,,
KIC 9070772,11.166,,,
KIC 9054536,2.314,,,
KIC 9053655,13.252,,,
KIC 9052883,5.186,,,
KIC 9052848,7.321,,,
KIC 9051905,7.166,,,
KIC 9050019,14.263,,,
KIC 9049839,4.386,,,
KIC 9049540,2.788,,,
KIC 9049299,3.266,,,
KIC 9049219,16.583,,,
KIC 9048976,10.809,,,
KIC 9048551,8.71,,,
KIC 9045611,5.205,,,
KIC 9044831,7.536,,,
KIC 9044755,5.821,,,
KIC 9044063,1.197,,,
KIC 9042563,4.545,,,
KIC 9041912,8.348,,,
KIC 9041163,13.131,,,
KIC 9040983,6.427,,,
KIC 9040605,7.019,,,
KIC 9032544,11.297,,,
KIC 9032388,19.925,,,
KIC 9032386,18.988,,,
KIC 9030931,8.328,,,
KIC 9030716,9.335,,,
KIC 9029375,13.882,,,
KIC 9028667,14.01,,,
KIC 9028551,17.899,,,
KIC 9028495,17.635,,,
KIC 9028413,16.267,,,
KIC 9028104,9.224,,,
KIC 9027912,16.638,,,
KIC 9027902,16.315,,,
KIC 9027797,19.054,,,
KIC 9027776,8.136,,,
KIC 9027328,1.78,,,
KIC 9027225,13.436,,,
KIC 9026619,18.75,,,
KIC 9025600,8.382,,,
KIC 9024901,13.161,,,
KIC 9024869,20.329,,,
KIC 9024795,2.068,,,
KIC 9022001,14.607,,,
KIC 9021593,6.553,,,
KIC 9021052,1.226,,,
KIC 9020391,14.824,,,
KIC 9019951,7.984,,,
KIC 9019601,5.017,,,
KIC 9019565,16.928,,,
KIC 9019435,3.024,,,
KIC 9018502,4.613,,,
KIC 9018496,7.397,,,
KIC 9018449,4.097,,,
KIC 9018212,16.439,,,
KIC 9018181,3.487,,,
KIC 9017577,11.731,,,
KIC 9017438,14.009,,,
KIC 9017220,15.142,,,
KIC 9016859,19.276,,,
KIC 9016445,8.795,,,
KIC 9016428,6.94,,,
KIC 9011983,12.211,,,
KIC 9011963,2.092,,,
KIC 9009514,1.211,,,
KIC 9009390,7.892,,,
KIC 9009229,8.93,,,
KIC 9006891,18.183,,,
KIC 9006872,12.935,,,
KIC 9006584,15.57,,,
KIC 9006474,12.064,,,
KIC 9006221,9.44,,,
KIC 9004514,18.566,,,
KIC 9004058,18.101,,,
KIC 9003922,6.723,,,
KIC 9002888,11.62,,,
KIC 9002304,9.603,,,
KIC 9002248,21.201,,,
KIC 9002091,16.263,,,
KIC 9002074,17.622,,,
KIC 8983492,15.989,,,
KIC 8982080,7.946,,,
KIC 8981233,1.448,,,
KIC 8980809,2.596,,,
KIC 8979743,22.253,,,
KIC 8979204,1.099,,,
KIC 8978158,10.288,,,
KIC 8977910,10.78,,,
KIC 8977223,2.514,,,
KIC 8977176,4.379,,,
KIC 8977120,5.763,,,
KIC 8976940,24.767,,,
KIC 8976342,1.708,,,
KIC 8976256,1.037,,,
KIC 8975468,11.235,,,
KIC 8975269,1.302,,,
KIC 8974917,16.511,,,
KIC 8974601,11.916,,,
KIC 8974429,2.946,,,
KIC 8974140,1.91,,,
KIC 8973931,2.493,,,
KIC 8972908,2.099,,,
KIC 8972338,11.189,,,
KIC 8971294,2.656,,,
KIC 8964073,1.84,,,
KIC 8964050,17.829,,,
KIC 8963348,12.626,,,
KIC 8963002,1.223,,,
KIC 8962915,9.787,,,
KIC 8962775,17.523,,,
KIC 8962344,20.549,,,
KIC 8961875,17.55,,,
KIC 8961115,1.163,,,
KIC 8960932,5.434,,,
KIC 8960131,4.892,,,
KIC 8959739,11.997,,,
KIC 8959429,7.576,,,
KIC 8959087,2.436,,,
KIC 8958942,13.495,,,
KIC 8958243,10.582,,,
KIC 8958231,11.686,,,
KIC 8957999,19.455,,,
KIC 8957803,16.027,,,
KIC 8957542,10.32,,,
KIC 8956929,21.325,,,
KIC 8956874,14.683,,,
KIC 8956831,7.833,,,
KIC 8956483,18.722,,,
KIC 8956096,10.1,,,
KIC 8955540,4.667,,,
KIC 8952988,16.689,,,
KIC 8952942,12.125,,,
KIC 8952315,22.396,,,
KIC 8951873,9.392,,,
KIC 8951814,1.553,,,
KIC 8951694,11.089,,,
KIC 8951689,11.356,,,
KIC 8951565,16.489,,,
KIC 8951492,12.638,,,
KIC 8951055,10.447,,,
KIC 8950837,4.022,,,
KIC 8950115,9.896,,,
KIC 8949910,16.433,,,
KIC 8949663,19.834,,,
KIC 8949632,10.88,,,
KIC 8949470,14.143,,,
KIC 8949352,8.614,,,
KIC 8949023,16.45,,,
KIC 8948992,11.997,,,
KIC 8948179,7.025,,,
KIC 8947609,7.055,,,
KIC 8947604,7.096,,,
KIC 8947280,17.081,,,
KIC 8947255,7.455,,,
KIC 8947218,3.672,,,
KIC 8947024,6.676,,,
KIC 8946785,14.785,,,
KIC 8946651,7.636,,,
KIC 8946131,12.097,,,
KIC 8941398,18.827,,,
KIC 8940926,13.902,,,
KIC 8940347,4.07,,,
KIC 8938922,14.168,,,
KIC 8938890,15.294,,,
KIC 8938882,9.459,,,
KIC 8938801,4.695,,,
KIC 8938479,17.068,,,
KIC 8937106,8.332,,,
KIC 8937052,20.458,,,
KIC 893647,9.085,,,
KIC 8936408,16.552,,,
KIC 8936300,12.503,,,
KIC 8935985,16.428,,,
KIC 8935605,18.314,,,
KIC 893559,14.742,,,
KIC 8935140,2.378,,,
KIC 893507,11.006,,,
KIC 8933735,16.073,,,
KIC 892834,13.663,,,
KIC 891916,5.539,,,
KIC 8916356,2.578,,,
KIC 8915317,2.785,,,
KIC 8914233,13.661,,,
KIC 8914062,8.331,,,
KIC 8913894,4.233,,,
KIC 8913133,16.433,,,
KIC 8912942,10.895,,,
KIC 8912556,8.962,,,
KIC 8912302,13.521,,,
KIC 8911404,10.257,,,
KIC 8911233,12.962,,,
KIC 8909844,7.449,,,
KIC 8909758,3.106,,,
KIC 8906211,13.701,,,
KIC 8906132,13.17,,,
KIC 8906056,5.086,,,
KIC 8904589,1.325,,,
KIC 8904065,1.217,,,
KIC 8903403,8.976,,,
KIC 8896112,20.405,,,
KIC 8895913,13.066,,,
KIC 8895765,21.612,,,
KIC 8895303,14.623,,,
KIC 8895238,12.408,,,
KIC 8895221,2.523,,,
KIC 8895107,9.426,,,
KIC 8894773,1.883,,,
KIC 8894525,10.618,,,
KIC 8894433,2.908,,,
KIC 8893327,7.898,,,
KIC 8892315,7.71,,,
KIC 8892170,6.575,,,
KIC 8891846,10.139,,,
KIC 8891498,14.082,,,
KIC 8890960,12.394,,,
KIC 8890151,14.528,,,
KIC 8889581,6.94,,,
KIC 8888680,6.67,,,
KIC 8885807,8.431,,,
KIC 8885779,15.314,,,
KIC 8884773,15.262,,,
KIC 8883308,17.448,,,
KIC 8883245,14.808,,,
KIC 8883121,6.711,,,
KIC 8881943,2.61,,,
KIC 8881894,19.467,,,
KIC 8881244,3.921,,,
KIC 8881158,14.156,,,
KIC 8880282,10.873,,,
KIC 8879436,12.119,,,
KIC 8879335,15.494,,,
KIC 8879242,15.382,,,
KIC 8878678,25.59,,,
KIC 8878433,14.801,,,
KIC 8873983,22.316,,,
KIC 8873450,3.387,,,
KIC 8873448,3.497,,,
KIC 8873388,20.778,,,
KIC 8872202,17.075,,,
KIC 8871360,21.328,,,
KIC 8870848,14.71,,,
KIC 8870750,12.517,,,
KIC 8870706,10.454,,,
KIC 8870365,8.469,,,
KIC 8869507,8.635,,,
KIC 8869186,5.043,,,
KIC 8868995,8.805,,,
KIC 8868719,12.802,,,
KIC 8867869,15.723,,,
KIC 8867609,7.029,,,
KIC 8867547,9.685,,,
KIC 8867382,10.635,,,
KIC 8867218,15.669,,,
KIC 8867191,19.544,,,
KIC 8866490,15.741,,,
KIC 8866467,19.564,,,
KIC 8866136,15.798,,,
KIC 8866038,9.062,,,
KIC 8849165,6.833,,,
KIC 8848600,5.191,,,
KIC 8848544,9.576,,,
KIC 8848528,1.289,,,
KIC 8848001,12.517,,,
KIC 8847988,11.089,,,
KIC 8847951,5.896,,,
KIC 8847250,9.138,,,
KIC 8846900,1.092,,,
KIC 8846186,6.186,,,
KIC 8846102,1.368,,,
KIC 8845826,6.15,,,
KIC 8843859,10.344,,,
KIC 8841307,6.421,,,
KIC 8839947,14.962,,,
KIC 8838877,7.559,,,
KIC 8838755,14.02,,,
KIC 8838620,3.441,,,
KIC 8838515,4.319,,,
KIC 8837738,7.825,,,
KIC 8837573,17.908,,,
KIC 8837452,3.118,,,
KIC 8837239,5.088,,,
KIC 8837074,14.949,,,
KIC 8837025,11.141,,,
KIC 8836921,11.217,,,
KIC 8836473,1.905,,,
KIC 8836388,4.24,,,
KIC 8836308,3.376,,,
KIC 8836192,12.812,,,
KIC 8832625,1.579,,,
KIC 8832552,1.217,,,
KIC 8832353,10.634,,,
KIC 8832265,11.532,,,
KIC 8827519,5.121,,,
KIC 8826335,8.229,,,
KIC 8826273,17.239,,,
KIC 8826222,4.726,,,
KIC 8826102,1.372,,,
KIC 8825438,13.947,,,
KIC 8825177,9.202,,,
KIC 8824848,2.991,,,
KIC 8823713,12.528,,,
KIC 8823233,12.368,,,
KIC 8822612,5.665,,,
KIC 8821996,15.911,,,
KIC 8819605,15.261,,,
KIC 8819383,5.676,,,
KIC 8818245,11.747,,,
KIC 8818226,14.309,,,
KIC 8818159,7.852,,,
KIC 8818095,1.088,,,
KIC 8818050,1.088,,,
KIC 8818018,11.552,,,
KIC 8817926,1.088,,,
KIC 8817303,11.552,,,
KIC 8817159,3.162,,,
KIC 8817046,20.788,,,
KIC 8816881,13.979,,,
KIC 8816832,10.417,,,
KIC 8816594,11.322,,,
KIC 8815335,13.481,,,
KIC 8815117,4.367,,,
KIC 8815006,20.758,,,
KIC 8814927,9.859,,,
KIC 8814296,12.86,,,
KIC 8814060,14.317,,,
KIC 8813625,1.261,,,
KIC 8813205,18.988,,,
KIC 8813109,9.102,,,
KIC 8812946,13.919,,,
KIC 8812215,10.427,,,
KIC 8811901,14.465,,,
KIC 8811811,1.547,,,
KIC 8808134,23.12,,,
KIC 8807928,17.593,,,
KIC 8807547,1.515,,,
KIC 8807085,3.246,,,
KIC 8807031,10.232,,,
KIC 8806397,6.883,,,
KIC 8806179,19.262,,,
KIC 8805524,13.2,,,
KIC 8805343,11.807,,,
KIC 8803643,1.939,,,
KIC 8803185,6.546,,,
KIC 8803043,12.853,,,
KIC 8803012,1.327,,,
KIC 8802684,18.722,,,
KIC 8802340,10.442,,,
KIC 8802001,1.838,,,
KIC 8801228,6.356,,,
KIC 8801035,12.226,,,
KIC 8798311,21.053,,,
KIC 8784120,20.589,,,
KIC 8784119,8.558,,,
KIC 8782697,16.791,,,
KIC 8781452,1.851,,,
KIC 8780205,3.436,,,
KIC 8780122,23.61,,,
KIC 8779047,1.068,,,
KIC 8776824,18.311,,,
KIC 8776565,2.678,,,
KIC 8775173,1.219,,,
KIC 8773994,11.214,,,
KIC 8773445,3.66,,,
KIC 8772648,8.962,,,
KIC 8772564,18.305,,,
KIC 8772415,11.511,,,
KIC 8771889,14.878,,,
KIC 8771592,25.245,,,
KIC 8767544,4.482,,,
KIC 8766349,16.397,,,
KIC 8766268,6.579,,,
KIC 8765865,16.039,,,
KIC 8765725,10.443,,,
KIC 8760767,12.743,,,
KIC 8760596,9.816,,,
KIC 8760541,20.467,,,
KIC 8760445,10.257,,,
KIC 8759677,10.179,,,
KIC 8759623,4.937,,,
KIC 8759594,4.999,,,
KIC 8759517,5.067,,,
KIC 8759399,20.549,,,
KIC 8759273,9.229,,,
KIC 8759187,9.886,,,
KIC 8759094,23.014,,,
KIC 8758461,8.331,,,
KIC 8758431,12.177,,,
KIC 8758163,7.576,,,
KIC 8757629,18.773,,,
KIC 8757341,11.654,,,
KIC 8757080,13.732,,,
KIC 8754296,10.393,,,
KIC 8753763,13.378,,,
KIC 8753023,4.626,,,
KIC 8751783,5.346,,,
KIC 8751770,4.508,,,
KIC 8751484,11.34,,,
KIC 8750934,4.395,,,
KIC 8750772,12.879,,,
KIC 8749634,14.231,,,
KIC 8749306,11.09,,,
KIC 8749147,2.491,,,
KIC 8748670,5.475,,,
KIC 8748526,20.571,,,
KIC 8747904,12.349,,,
KIC 8747899,14.086,,,
KIC 8747826,13.768,,,
KIC 8747363,11.98,,,
KIC 8746813,2.672,,,
KIC 8746663,13.433,,,
KIC 8746452,12.363,,,
KIC 8746026,6.445,,,
KIC 8743047,17.27,,,
KIC 8742831,15.389,,,
KIC 8742704,18.567,,,
KIC 8742449,1.287,,,
KIC 8741502,21.116,,,
KIC 8741487,9.527,,,
KIC 8741009,13.149,,,
KIC 8740898,3.543,,,
KIC 8740808,19.651,,,
KIC 8740627,17.496,,,
KIC 8740578,6.407,,,
KIC 8740349,5.477,,,
KIC 8740195,9.128,,,
KIC 8740018,8.885,,,
KIC 8739092,11.133,,,
KIC 8739070,19.651,,,
KIC 8738442,10.759,,,
KIC 8737789,1.438,,,
KIC 8737729,10.299,,,
KIC 8737700,9.841,,,
KIC 8737625,6.544,,,
KIC 8737595,11.414,,,
KIC 8736828,12.627,,,
KIC 8736693,12.691,,,
KIC 8733904,3.242,,,
KIC 8733469,2.754,,,
KIC 8719482,10.839,,,
KIC 8719128,13.95,,,
KIC 8718268,21.941,,,
KIC 8717773,6.926,,,
KIC 8717742,3.917,,,
KIC 8717150,19.077,,,
KIC 8717117,1.436,,,
KIC 8715890,6.548,,,
KIC 8715589,15.676,,,
KIC 8715306,21.034,,,
KIC 8714950,7.21,,,
KIC 8714704,2.655,,,
KIC 8714189,8.521,,,
KIC 8713594,1.246,,,
KIC 8712155,1.951,,,
KIC 8710889,22.348,,,
KIC 8710694,2.544,,,
KIC 8710234,3.485,,,
KIC 8709593,3.716,,,
KIC 8707960,11.262,,,
KIC 8702985,5.334,,,
KIC 8702064,2.244,,,
KIC 8701922,3.932,,,
KIC 8701569,7.931,,,
KIC 8701307,6.671,,,
KIC 8701276,12.803,,,
KIC 8700943,8.822,,,
KIC 8696889,16.269,,,
KIC 8696266,2.203,,,
KIC 8696242,13.801,,,
KIC 8696237,11.932,,,
KIC 8695661,3.969,,,
KIC 8695303,7.096,,,
KIC 8694854,13.193,,,
KIC 8694772,10.156,,,
KIC 8694459,10.957,,,
KIC 8693972,2.055,,,
KIC 8693857,14.033,,,
KIC 8693806,9.66,,,
KIC 8693402,14.094,,,
KIC 8693017,5.936,,,
KIC 8690025,13.436,,,
KIC 8689739,25.357,,,
KIC 8689192,10.723,,,
KIC 8688952,22.524,,,
KIC 8687869,11.002,,,
KIC 8687524,16.12,,,
KIC 8686928,8.902,,,
KIC 8686010,20.092,,,
KIC 8684857,8.762,,,
KIC 8684512,9.393,,,
KIC 8683284,14.653,,,
KIC 8682939,20.383,,,
KIC 8682321,11.537,,,
KIC 8681882,14.246,,,
KIC 8681817,1.138,,,
KIC 8681636,14.052,,,
KIC 8681494,14.093,,,
KIC 8681477,18.562,,,
KIC 8678457,11.452,,,
KIC 8678445,14.076,,,
KIC 8678129,1.166,,,
KIC 8678082,5.94,,,
KIC 8678042,9.714,,,
KIC 8677354,1.378,,,
KIC 8676163,16.761,,,
KIC 8676086,10.231,,,
KIC 8676029,13.07,,,
KIC 8675931,13.121,,,
KIC 8674586,18.233,,,
KIC 8674241,14.556,,,
KIC 8673891,15.056,,,
KIC 8673571,15.767,,,
KIC 8673525,6.454,,,
KIC 8673433,6.117,,,
KIC 8673358,1.029,,,
KIC 8672632,12.033,,,
KIC 8672566,21.795,,,
KIC 8672278,16.534,,,
KIC 8672023,11.572,,,
KIC 8656425,11.099,,,
KIC 8656004,15.005,,,
KIC 8655794,11.83,,,
KIC 8655750,1.019,,,
KIC 8655666,10.929,,,
KIC 8655422,3.472,,,
KIC 8655370,6.945,,,
KIC 8655259,2.904,,,
KIC 8654522,9.443,,,
KIC 8654122,1.558,,,
KIC 8653750,3.2,,,
KIC 8653183,3.118,,,
KIC 8653039,8.746,,,
KIC 8651813,5.744,,,
KIC 8651471,3.518,,,
KIC 8650156,6.4,,,
KIC 8649002,11.485,,,
KIC 8648321,10.807,,,
KIC 8647976,15.494,,,
KIC 8647852,22.39,,,
KIC 8646981,4.366,,,
KIC 8645339,13.947,,,
KIC 8644565,8.493,,,
KIC 8644505,13.848,,,
KIC 8644135,13.844,,,
KIC 8643814,2.08,,,
KIC 8639487,1.288,,,
KIC 8639443,14.503,,,
KIC 8639408,17.899,,,
KIC 8639250,7.57,,,
KIC 8638477,12.187,,,
KIC 8638263,19.099,,,
KIC 8638217,6.474,,,
KIC 8637151,11.09,,,
KIC 8637098,19.18,,,
KIC 8636744,10.162,,,
KIC 8636245,4.724,,,
KIC 8636241,11.619,,,
KIC 8636227,6.664,,,
KIC 8636179,4.648,,,
KIC 8635480,6.811,,,
KIC 8631563,22.066,,,
KIC 8631500,4.369,,,
KIC 8631330,7.625,,,
KIC 8631144,7.869,,,
KIC 8630529,10.362,,,
KIC 8630455,19.848,,,
KIC 8630217,16.811,,,
KIC 8629795,19.826,,,
KIC 8629771,17.381,,,
KIC 8629635,16.3,,,
KIC 8629552,16.414,,,
KIC 8629380,13.257,,,
KIC 8629307,11.935,,,
KIC 8629191,4.838,,,
KIC 8629098,10.523,,,
KIC 8628468,12.666,,,
KIC 8626338,7.339,,,
KIC 8625726,21.116,,,
KIC 8625580,4.816,,,
KIC 8625136,6.138,,,
KIC 8624902,14.309,,,
KIC 8623993,4.623,,,
KIC 8623737,7.657,,,
KIC 8621939,4.42,,,
KIC 8621213,23.151,,,
KIC 8620472,11.393,,,
KIC 8619739,4.821,,,
KIC 8618388,5.106,,,
KIC 8618126,10.917,,,
KIC 8618000,10.917,,,
KIC 8617691,13.191,,,
KIC 8617530,10.265,,,
KIC 8617331,9.598,,,
KIC 8617196,15.802,,,
KIC 8616682,17.381,,,
KIC 8613751,20.051,,,
KIC 8613594,2.376,,,
KIC 8613545,21.914,,,
KIC 8613466,2.424,,,
KIC 8613236,4.132,,,
KIC 8612667,21.99,,,
KIC 8611921,16.388,,,
KIC 8611876,1.578,,,
KIC 8611714,14.4,,,
KIC 8611548,12.757,,,
KIC 8611277,18.657,,,
KIC 8611275,11.59,,,
KIC 8610545,19.276,,,
KIC 8610382,4.978,,,
KIC 8610368,10.916,,,
KIC 8609985,18.099,,,
KIC 8609752,23.051,,,
KIC 8609504,10.146,,,
KIC 8608411,13.695,,,
KIC 8607834,14.31,,,
KIC 8607558,5.588,,,
KIC 8605400,23.061,,,
KIC 8605229,12.524,,,
KIC 8605188,15.18,,,
KIC 8604805,2.834,,,
KIC 8604575,2.29,,,
KIC 8604028,16.99,,,
KIC 8603745,16.195,,,
KIC 8591865,1.505,,,
KIC 8591304,9.385,,,
KIC 8590678,13.664,,,
KIC 8590672,15.557,,,
KIC 8590354,11.262,,,
KIC 8589616,9.139,,,
KIC 8588940,3.061,,,
KIC 8587886,5.927,,,
KIC 8586745,1.439,,,
KIC 8586530,9.378,,,
KIC 8585000,11.855,,,
KIC 8584615,13.165,,,
KIC 8584439,2.967,,,
KIC 8584222,8.191,,,
KIC 8584206,21.149,,,
KIC 8584005,7.155,,,
KIC 8583911,4.21,,,
KIC 8583756,9.208,,,
KIC 8582406,16.569,,,
KIC 8582348,8.273,,,
KIC 8582224,9.042,,,
KIC 8582064,10.61,,,
KIC 8581545,4.881,,,
KIC 8581480,25.959,,,
KIC 8580866,16.654,,,
KIC 8580320,2.314,,,
KIC 8579717,25.828,,,
KIC 8578964,1.791,,,
KIC 8575103,12.021,,,
KIC 8574589,12.996,,,
KIC 8574557,10.125,,,
KIC 8574353,1.638,,,
KIC 8573442,10.292,,,
KIC 8573184,5.683,,,
KIC 8573090,9.569,,,
KIC 8573064,10.392,,,
KIC 8572875,2.545,,,
KIC 8572658,12.876,,,
KIC 8572338,3.425,,,
KIC 8572216,4.108,,,
KIC 8572066,9.314,,,
KIC 8571989,17.451,,,
KIC 8571822,1.122,,,
KIC 8571795,1.945,,,
KIC 8571759,10.344,,,
KIC 8571710,17.117,,,
KIC 8571503,12.173,,,
KIC 8571480,18.147,,,
KIC 8571125,2.085,,,
KIC 8571004,9.257,,,
KIC 8570781,21.425,,,
KIC 8570515,16.889,,,
KIC 8570354,9.313,,,
KIC 8569986,3.132,,,
KIC 8566353,2.286,,,
KIC 8566072,5.195,,,
KIC 8565723,8.654,,,
KIC 8565615,17.461,,,
KIC 8565506,9.052,,,
KIC 8565235,24.611,,,
KIC 8565204,13.611,,,
KIC 8564835,15.393,,,
KIC 8564722,5.014,,,
KIC 8564714,18.693,,,
KIC 8564484,14.137,,,
KIC 8564441,5.912,,,
KIC 8564290,10.007,,,
KIC 8564261,16.35,,,
KIC 8564113,1.194,,,
KIC 8561453,19.091,,,
KIC 8561262,13.769,,,
KIC 8560806,13.567,,,
KIC 8560658,16.421,,,
KIC 8560657,13.947,,,
KIC 8560364,3.11,,,
KIC 8560043,10.091,,,
KIC 8559962,14.476,,,
KIC 8559403,12.692,,,
KIC 8558594,23.574,,,
KIC 8557140,6.811,,,
KIC 8556352,5.101,,,
KIC 8556009,5.301,,,
KIC 8555903,18.722,,,
KIC 8555785,16.954,,,
KIC 8555749,24.798,,,
KIC 8554513,5.662,,,
KIC 8554218,26.648,,,
KIC 8552789,9.872,,,
KIC 8552756,3.824,,,
KIC 8552365,17.375,,,
KIC 8552053,9.974,,,
KIC 8552050,22.275,,,
KIC 8548407,18.886,,,
KIC 8548111,8.119,,,
KIC 8548079,17.457,,,
KIC 8547418,16.207,,,
KIC 8547278,14.929,,,
KIC 8546136,19.366,,,
KIC 8545949,9.69,,,
KIC 8545915,11.778,,,
KIC 8545795,17.861,,,
KIC 8545657,12.686,,,
KIC 8545651,10.952,,,
KIC 8545640,14.605,,,
KIC 8544685,9.627,,,
KIC 8544569,5.453,,,
KIC 8544201,14.548,,,
KIC 8543617,16.86,,,
KIC 8543267,7.924,,,
KIC 8540204,9.202,,,
