Name,P_rot,P_rot_err,Prot_errm,Prot_errp
KIC 6448651,11.211,,,
KIC 6448530,11.927,,,
KIC 6448449,14.883,,,
KIC 6448418,9.184,,,
KIC 6448304,16.027,,,
KIC 6448302,21.788,,,
KIC 6448185,9.643,,,
KIC 6448093,13.59,,,
KIC 6447481,4.419,,,
KIC 6447465,20.933,,,
KIC 6447280,22.918,,,
KIC 6447258,11.062,,,
KIC 6445601,1.847,,,
KIC 6445584,16.819,,,
KIC 6445537,1.657,,,
KIC 6445237,6.723,,,
KIC 6445061,21.839,,,
KIC 6444981,12.879,,,
KIC 6444796,16.487,,,
KIC 6444773,15,,,
KIC 6443705,20.562,,,
KIC 6442780,8.615,,,
KIC 6442683,20.3,,,
KIC 6442367,7.117,,,
KIC 6441871,13.191,,,
KIC 6441589,11.396,,,
KIC 6441481,2.096,,,
KIC 6441398,5.909,,,
KIC 6441208,7.57,,,
KIC 6440915,8.28,,,
KIC 6440881,27.132,,,
KIC 6440833,11.732,,,
KIC 6438439,19.096,,,
KIC 6438216,4.265,,,
KIC 6437919,10.215,,,
KIC 6437016,13.64,,,
KIC 6436420,11.679,,,
KIC 6436327,9.054,,,
KIC 6432563,11.278,,,
KIC 6432245,16.927,,,
KIC 6431753,11.166,,,
KIC 6431515,7.285,,,
KIC 6431431,4.6,,,
KIC 6431380,13.563,,,
KIC 6429168,10.361,,,
KIC 6428971,10.11,,,
KIC 6428962,16.743,,,
KIC 6421480,6.223,,,
KIC 6421450,14.433,,,
KIC 6421008,7.901,,,
KIC 6419082,7.855,,,
KIC 6418986,8.571,,,
KIC 6392963,18.065,,,
KIC 6392858,6.902,,,
KIC 6392601,2.71,,,
KIC 6391896,3.474,,,
KIC 6389755,3.111,,,
KIC 6389262,3.23,,,
KIC 6388864,3.397,,,
KIC 6388443,1.256,,,
KIC 6388255,2.214,,,
KIC 6388011,15.977,,,
KIC 6387843,21.615,,,
KIC 6387819,17.95,,,
KIC 6387679,18.239,,,
KIC 6387662,5.618,,,
KIC 6387419,15.709,,,
KIC 6387418,18.656,,,
KIC 6387311,1.589,,,
KIC 6386695,13.673,,,
KIC 6385972,8.476,,,
KIC 6385956,8.824,,,
KIC 6385943,11.605,,,
KIC 6384425,5.554,,,
KIC 6384358,6.715,,,
KIC 6384035,2.087,,,
KIC 6383413,14.891,,,
KIC 6383347,9.541,,,
KIC 6383133,8.032,,,
KIC 6382428,1.5,,,
KIC 6381934,12.236,,,
KIC 6381663,9.986,,,
KIC 6381517,2.164,,,
KIC 6381393,7.2,,,
KIC 6381352,9.743,,,
KIC 6380533,9.578,,,
KIC 6374063,1.058,,,
KIC 6373383,9.137,,,
KIC 6372955,12.325,,,
KIC 6371578,5.522,,,
KIC 6371322,2.168,,,
KIC 6370674,6.026,,,
KIC 6370596,13.923,,,
KIC 6369404,12.754,,,
KIC 6369358,6.979,,,
KIC 6369222,1.208,,,
KIC 6368988,13.09,,,
KIC 6368556,12.459,,,
KIC 6368104,18.298,,,
KIC 6368086,12.696,,,
KIC 6367195,19.414,,,
KIC 6367159,1.905,,,
KIC 6366501,1.208,,,
KIC 6366391,16.819,,,
KIC 6366374,7.535,,,
KIC 6366224,13.547,,,
KIC 6365805,8.551,,,
KIC 6365649,1.166,,,
KIC 6364326,6.551,,,
KIC 6364161,12.396,,,
KIC 6363987,7.596,,,
KIC 6363649,1.937,,,
KIC 6363522,9.562,,,
KIC 6363233,15.35,,,
KIC 6363125,17.889,,,
KIC 6362977,9.836,,,
KIC 6362964,22.443,,,
KIC 6362879,18.613,,,
KIC 6362609,13.165,,,
KIC 6362601,8.206,,,
KIC 6362501,8.774,,,
KIC 6362395,15.105,,,
KIC 6362332,24.058,,,
KIC 6359539,9.257,,,
KIC 6359017,7.751,,,
KIC 6358894,16.453,,,
KIC 6358475,7.36,,,
KIC 6356144,5.351,,,
KIC 6352768,5.732,,,
KIC 6351629,3.727,,,
KIC 6351499,9.059,,,
KIC 6350620,16.34,,,
KIC 6350563,20.037,,,
KIC 6347423,1.621,,,
KIC 6346553,13.026,,,
KIC 6342027,5.101,,,
KIC 6313849,15.919,,,
KIC 6313828,7.622,,,
KIC 6311927,7.296,,,
KIC 6311778,3.628,,,
KIC 6311620,18.225,,,
KIC 6311285,13.041,,,
KIC 6310866,1.704,,,
KIC 6310795,10.766,,,
KIC 6310790,16.617,,,
KIC 6310665,4.86,,,
KIC 6310457,5.75,,,
KIC 6310279,8.174,,,
KIC 6310265,4.492,,,
KIC 6310112,20.876,,,
KIC 6309164,6.549,,,
KIC 6309157,2.345,,,
KIC 6308786,11.539,,,
KIC 6308708,5.301,,,
KIC 6307686,13.252,,,
KIC 6307328,20.188,,,
KIC 6307325,20.33,,,
KIC 6307077,2.94,,,
KIC 6306827,13.17,,,
KIC 6306744,10.425,,,
KIC 6306718,13.149,,,
KIC 6306440,13.877,,,
KIC 6306269,7.375,,,
KIC 6306123,3.41,,,
KIC 6305665,11.06,,,
KIC 6305572,1.5,,,
KIC 6305570,18.031,,,
KIC 6305531,7.614,,,
KIC 6304528,2.482,,,
KIC 6303574,16.99,,,
KIC 6303519,1.583,,,
KIC 6303460,13.99,,,
KIC 6303170,13.906,,,
KIC 6303142,10.907,,,
KIC 6302903,3.997,,,
KIC 6302523,21.322,,,
KIC 6302033,12.631,,,
KIC 6302008,3.407,,,
KIC 6301428,15.317,,,
KIC 6301204,6.71,,,
KIC 6300837,1.66,,,
KIC 6294922,8.743,,,
KIC 6294461,14.621,,,
KIC 6293695,11.935,,,
KIC 6293236,19.275,,,
KIC 6293045,1.057,,,
KIC 6292949,1.817,,,
KIC 6292574,14.241,,,
KIC 6292447,8.379,,,
KIC 6291154,3.272,,,
KIC 6290974,1.874,,,
KIC 6290888,17.369,,,
KIC 6290811,2.825,,,
KIC 6290789,7.947,,,
KIC 6290078,5.553,,,
KIC 6289748,6.129,,,
KIC 6289739,5.371,,,
KIC 6289270,13.446,,,
KIC 6288970,4.161,,,
KIC 6288896,1.06,,,
KIC 6288889,16.561,,,
KIC 6288404,19.921,,,
KIC 6287968,21.684,,,
KIC 6286866,12.998,,,
KIC 6286686,5.151,,,
KIC 6286674,13.121,,,
KIC 6286592,15.623,,,
KIC 6286468,1.06,,,
KIC 6286278,19.849,,,
KIC 6286176,7.449,,,
KIC 6285985,5.953,,,
KIC 6285969,6.342,,,
KIC 6285848,9.451,,,
KIC 6283694,16.353,,,
KIC 6283291,11.356,,,
KIC 6281015,19.927,,,
KIC 6280633,12.288,,,
KIC 6280503,17.117,,,
KIC 6280300,9.716,,,
KIC 6279692,8.261,,,
KIC 6278192,19.208,,,
KIC 6278105,11.997,,,
KIC 6278032,15.338,,,
KIC 6277656,21.992,,,
KIC 6277167,14.359,,,
KIC 6277018,1.774,,,
KIC 6276938,3.687,,,
KIC 6276707,17.199,,,
KIC 6272567,8.533,,,
KIC 6272206,12.407,,,
KIC 6271613,15,,,
KIC 6271442,4.029,,,
KIC 6271439,11.818,,,
KIC 6268681,3.497,,,
KIC 6267288,19.193,,,
KIC 6266444,6.267,,,
KIC 6264626,14.796,,,
KIC 6263801,13.066,,,
KIC 6263661,1.674,,,
KIC 6262995,6.311,,,
KIC 6233648,5.037,,,
KIC 6233553,2.596,,,
KIC 6233090,3.678,,,
KIC 6231124,5.571,,,
KIC 6230921,1.071,,,
KIC 6230812,13.773,,,
KIC 6230245,3.657,,,
KIC 6230001,2.691,,,
KIC 6229764,2.672,,,
KIC 6229374,12.851,,,
KIC 6229103,19.543,,,
KIC 6228812,4.794,,,
KIC 6228107,13.297,,,
KIC 6227442,8.294,,,
KIC 6226556,9.167,,,
KIC 6226533,15.693,,,
KIC 6226251,9.817,,,
KIC 6225898,2.925,,,
KIC 6225654,11.041,,,
KIC 6225460,15.12,,,
KIC 6225454,14.743,,,
KIC 6224216,7.823,,,
KIC 6224062,8.614,,,
KIC 6223256,2.161,,,
KIC 6223082,14.53,,,
KIC 6222884,5.836,,,
KIC 6221992,1.813,,,
KIC 6221648,17.509,,,
KIC 6221274,13.514,,,
KIC 6221004,13.23,,,
KIC 6221001,3.369,,,
KIC 6220647,12.802,,,
KIC 6219880,16.371,,,
KIC 6214118,22.219,,,
KIC 6214048,5.964,,,
KIC 6214028,17.067,,,
KIC 6214001,3.299,,,
KIC 6213672,10.807,,,
KIC 6213430,8.544,,,
KIC 6213181,13.149,,,
KIC 6213173,17.622,,,
KIC 6211757,6.423,,,
KIC 6211547,3.87,,,
KIC 6211370,10.132,,,
KIC 6211103,21.042,,,
KIC 6210212,18.643,,,
KIC 6209934,7.895,,,
KIC 6209816,12.635,,,
KIC 6209318,19.18,,,
KIC 6209153,15.317,,,
KIC 6208934,8.271,,,
KIC 6208742,8.559,,,
KIC 6208655,11.998,,,
KIC 6208483,1.79,,,
KIC 6206665,1.412,,,
KIC 6205358,3.955,,,
KIC 6204976,4.501,,,
KIC 6203421,2.149,,,
KIC 6201064,12.946,,,
KIC 6201035,8.606,,,
KIC 6199790,6.107,,,
KIC 6199262,16.647,,,
KIC 6199163,16.344,,,
KIC 6198918,10.201,,,
KIC 6198776,7.155,,,
KIC 6197810,7.061,,,
KIC 6197539,8.634,,,
KIC 6197136,19.084,,,
KIC 6196543,13.352,,,
KIC 6195777,20.868,,,
KIC 6192338,19.903,,,
KIC 6192309,21.887,,,
KIC 6191854,17.755,,,
KIC 6191036,4.003,,,
KIC 6190835,6.909,,,
KIC 6188789,9.204,,,
KIC 6186504,13.606,,,
KIC 6186082,5.118,,,
KIC 6185921,12.222,,,
KIC 6185898,7.46,,,
KIC 6184944,6.435,,,
KIC 6183182,23.151,,,
KIC 6182131,8.046,,,
KIC 6151139,16.686,,,
KIC 6150291,8.425,,,
KIC 6149578,17.173,,,
KIC 6149501,9.61,,,
KIC 6149138,2.458,,,
KIC 6148859,8.602,,,
KIC 6148636,10.994,,,
KIC 6148498,6.256,,,
KIC 6148249,6.402,,,
KIC 6147359,13.307,,,
KIC 6147224,15.122,,,
KIC 6146983,13.221,,,
KIC 6146804,8.108,,,
KIC 6146008,10.897,,,
KIC 6145290,5.847,,,
KIC 6145023,9.073,,,
KIC 6144190,11.516,,,
KIC 6143946,1.955,,,
KIC 6143929,7.996,,,
KIC 6143331,12.07,,,
KIC 6143158,22.804,,,
KIC 6143078,13.712,,,
KIC 6143050,10.602,,,
KIC 6142387,8.573,,,
KIC 6141725,1.221,,,
KIC 6141300,5.357,,,
KIC 6141071,19.557,,,
KIC 6140892,8.544,,,
KIC 6140300,2.29,,,
KIC 6140084,1.349,,,
KIC 6139982,8.564,,,
KIC 6139946,19.368,,,
KIC 6139905,10.023,,,
KIC 6139865,13.543,,,
KIC 6139483,2.027,,,
KIC 6138714,6.902,,,
KIC 6138551,12.581,,,
KIC 6138443,8.344,,,
KIC 6138299,16.398,,,
KIC 6137794,24.462,,,
KIC 6132134,20.758,,,
KIC 6132064,5.798,,,
KIC 6131436,8.607,,,
KIC 6131077,20.671,,,
KIC 6130876,4.63,,,
KIC 6130409,2.022,,,
KIC 6129709,7.655,,,
KIC 6129528,12.845,,,
KIC 6129451,3.293,,,
KIC 6129022,22.589,,,
KIC 6128867,20.77,,,
KIC 6128721,9.061,,,
KIC 6128079,13.389,,,
KIC 6127993,3.774,,,
KIC 6127813,3.653,,,
KIC 6127506,11.419,,,
KIC 6127293,5.553,,,
KIC 6126911,17.908,,,
KIC 6126265,14.756,,,
KIC 6125999,17.157,,,
KIC 6124836,1.107,,,
KIC 6124396,25.804,,,
KIC 6124382,6.447,,,
KIC 6124335,13.776,,,
KIC 6124219,7.138,,,
KIC 6124087,13.804,,,
KIC 6123735,3.648,,,
KIC 6123570,13.878,,,
KIC 6123205,4.343,,,
KIC 6123144,9.103,,,
KIC 6122678,3.764,,,
KIC 6122428,7.539,,,
KIC 6119994,10.882,,,
KIC 6119964,11.468,,,
KIC 6119605,6.101,,,
KIC 6119510,19.851,,,
KIC 6118616,5.255,,,
KIC 6118377,9.577,,,
KIC 6117778,22.272,,,
KIC 6117234,18.507,,,
KIC 6116129,2.351,,,
KIC 6115379,17.909,,,
KIC 6115042,12.493,,,
KIC 6114541,14.084,,,
KIC 6113656,2.646,,,
KIC 6110268,19.475,,,
KIC 6110119,1.178,,,
KIC 6109908,13.223,,,
KIC 6109799,9.64,,,
KIC 6109561,10.809,,,
KIC 6102338,5.243,,,
KIC 6101661,6.998,,,
KIC 6073090,1.654,,,
KIC 6072647,6.544,,,
KIC 6072451,3.01,,,
KIC 6071998,6.361,,,
KIC 6071557,1.044,,,
KIC 6070740,13.872,,,
KIC 6070416,2.255,,,
KIC 6068502,2.823,,,
KIC 6068204,1.626,,,
KIC 6068038,13.661,,,
KIC 6067956,3.676,,,
KIC 6067942,8.191,,,
KIC 6067321,21.621,,,
KIC 6067277,3.657,,,
KIC 6067067,12.697,,,
KIC 6066629,7.179,,,
KIC 6065960,8.279,,,
KIC 6065934,4.818,,,
KIC 6065223,1.183,,,
KIC 6064844,8.588,,,
KIC 6064684,6.689,,,
KIC 6064237,6.768,,,
KIC 6064171,4.397,,,
KIC 6063190,14.743,,,
KIC 6062185,14.719,,,
KIC 6062048,8.471,,,
KIC 6061584,1.247,,,
KIC 6061107,4.972,,,
KIC 6060845,15.906,,,
KIC 6060473,9.294,,,
KIC 6060355,8.566,,,
KIC 6060010,5.879,,,
KIC 6059892,9.534,,,
KIC 6059842,10.481,,,
KIC 6059649,8.542,,,
KIC 6059055,2.034,,,
KIC 6058987,11.198,,,
KIC 6057293,6.834,,,
KIC 6057113,17.158,,,
KIC 6056983,2.902,,,
KIC 6050230,17.162,,,
KIC 6049116,14.974,,,
KIC 6048987,4.554,,,
KIC 6048834,3.779,,,
KIC 6048734,13.594,,,
KIC 6048648,26.614,,,
KIC 6048460,17.827,,,
KIC 6048135,10.443,,,
KIC 6047786,20.834,,,
KIC 6047663,21.901,,,
KIC 6047166,8.947,,,
KIC 6047142,7.433,,,
KIC 6047135,2.776,,,
KIC 6046541,8.92,,,
KIC 6045909,9.882,,,
KIC 6045682,7.128,,,
KIC 6045400,9.94,,,
KIC 6045384,22.61,,,
KIC 6045059,10.836,,,
KIC 6044117,17.846,,,
KIC 6044049,7.92,,,
KIC 6043782,8.621,,,
KIC 6043337,22.381,,,
KIC 6042883,8.343,,,
KIC 6042798,5.976,,,
KIC 6042361,21.455,,,
KIC 6041761,25.669,,,
KIC 6041680,2.052,,,
KIC 6041560,13.521,,,
KIC 6038882,9.402,,,
KIC 6038860,20.797,,,
KIC 6038844,16.368,,,
KIC 6038432,17.213,,,
KIC 6037748,8.934,,,
KIC 6037260,19.475,,,
KIC 6037132,18.19,,,
KIC 6036812,17.296,,,
KIC 6036776,10.217,,,
KIC 6035837,16.513,,,
KIC 6035769,9.657,,,
KIC 6035716,6.602,,,
KIC 6035247,17.144,,,
KIC 6034933,8.089,,,
KIC 6034565,7.579,,,
KIC 6034193,10.623,,,
KIC 6034120,5.701,,,
KIC 6033907,14.095,,,
KIC 6033873,1.725,,,
KIC 6033801,13.923,,,
KIC 6032920,3.184,,,
KIC 6032907,22.038,,,
KIC 6032448,1.226,,,
KIC 6029024,11.752,,,
KIC 6029002,9.93,,,
KIC 6028942,3.604,,,
KIC 6026859,24.433,,,
KIC 6024482,2.437,,,
KIC 6023713,19.372,,,
KIC 6023436,4.401,,,
KIC 6023350,14.762,,,
KIC 6021387,16.564,,,
KIC 6020556,8.47,,,
KIC 6020456,2.046,,,
KIC 6020045,11.048,,,
KIC 5991932,6.837,,,
KIC 5991070,13.521,,,
KIC 5990918,15.697,,,
KIC 5990853,10.838,,,
KIC 5990218,1.051,,,
KIC 5990119,13.912,,,
KIC 5989401,12.591,,,
KIC 5989187,8.184,,,
KIC 5988255,15.047,,,
KIC 5987983,17.209,,,
KIC 5987529,4.821,,,
KIC 5986246,20.397,,,
KIC 5985197,12.083,,,
KIC 5984589,3.544,,,
KIC 5984356,8.345,,,
KIC 5983969,14.131,,,
KIC 5983877,17.048,,,
KIC 5983256,19.046,,,
KIC 5983143,13.446,,,
KIC 5982901,9.606,,,
KIC 5982132,12.55,,,
KIC 5981636,9.376,,,
KIC 5981595,15.941,,,
KIC 5981515,11.215,,,
KIC 5981224,7.991,,,
KIC 5980882,13.794,,,
KIC 5979561,9.996,,,
KIC 5979488,11.938,,,
KIC 5979251,5.956,,,
KIC 5979001,8.652,,,
KIC 5978913,1.174,,,
KIC 5978777,5.535,,,
KIC 5978549,13.804,,,
KIC 5978533,16.912,,,
KIC 5978423,10.895,,,
KIC 5977935,17.826,,,
KIC 5977646,1.914,,,
KIC 5977073,7.667,,,
KIC 5976681,6.203,,,
KIC 5975663,5.476,,,
KIC 5975314,1.331,,,
KIC 5967447,8.618,,,
KIC 5966921,5.156,,,
KIC 5966302,15.926,,,
KIC 5966043,7.799,,,
KIC 5965897,14.95,,,
KIC 5965087,12.142,,,
KIC 5965047,12.419,,,
KIC 5965012,9.523,,,
KIC 5964794,2.784,,,
KIC 5964734,18.811,,,
KIC 5964675,14.87,,,
KIC 5964656,11.866,,,
KIC 5963742,13.243,,,
KIC 5963726,7.971,,,
KIC 5963456,15.383,,,
KIC 5963360,13,,,
KIC 5963253,7.581,,,
KIC 5962956,1.4,,,
KIC 5962714,20.02,,,
KIC 5962157,11.086,,,
KIC 5962129,17.541,,,
KIC 5961866,21.232,,,
KIC 5961066,1.008,,,
KIC 5960718,13.181,,,
KIC 5960062,3.649,,,
KIC 5957220,4.974,,,
KIC 5957137,13.446,,,
KIC 5956957,14.891,,,
KIC 5956727,5.988,,,
KIC 5956385,17.781,,,
KIC 5956305,1.463,,,
KIC 5954795,3.533,,,
KIC 5954624,18.513,,,
KIC 5954552,14.949,,,
KIC 5954222,17.467,,,
KIC 5953966,22.241,,,
KIC 5953422,17.068,,,
KIC 5953100,25.441,,,
KIC 5952534,7.138,,,
KIC 5952244,5.503,,,
KIC 5951259,12.853,,,
KIC 5950833,20.169,,,
KIC 5950611,17.187,,,
KIC 5950605,13.947,,,
KIC 5950604,8.826,,,
KIC 5950533,21.096,,,
KIC 5949967,11.5,,,
KIC 5949617,5.343,,,
KIC 5942346,6.272,,,
KIC 5940176,7.05,,,
KIC 5907881,22.424,,,
KIC 5907690,11.293,,,
KIC 5906502,3.344,,,
KIC 5906103,18.476,,,
KIC 5905768,4.156,,,
KIC 5905644,20.162,,,
KIC 5905229,15.618,,,
KIC 5905179,8.848,,,
KIC 5904478,7.616,,,
KIC 5903649,20.168,,,
KIC 5902488,16.065,,,
KIC 5900994,7.918,,,
KIC 5900518,15.911,,,
KIC 5899553,18.349,,,
KIC 5899495,12.819,,,
KIC 5899254,4.149,,,
KIC 5898953,2.28,,,
KIC 5898780,3.154,,,
KIC 5898763,11.249,,,
KIC 5898578,17.213,,,
KIC 5897804,8.241,,,
KIC 5897056,7.061,,,
KIC 5896585,11.259,,,
KIC 5896439,2.915,,,
KIC 5896387,11.214,,,
KIC 5895924,6.378,,,
KIC 5895891,3.402,,,
KIC 5895809,15.837,,,
KIC 5895761,7.449,,,
KIC 5895712,6.602,,,
KIC 5895623,16.99,,,
KIC 5895289,11.419,,,
KIC 5894407,7.174,,,
KIC 5894184,2.106,,,
KIC 5894155,3.606,,,
KIC 5893500,8.809,,,
KIC 5892916,4.713,,,
KIC 5892439,6.865,,,
KIC 5892096,14.731,,,
KIC 5891785,15.293,,,
KIC 5891396,7.944,,,
KIC 5891243,8.126,,,
KIC 5888355,15.047,,,
KIC 5887692,5.571,,,
KIC 5887357,3.842,,,
KIC 5882306,2.292,,,
KIC 5881670,12.39,,,
KIC 5880843,10.765,,,
KIC 5880666,9.534,,,
KIC 5880537,8.261,,,
KIC 5880107,9.232,,,
KIC 5879574,10.838,,,
KIC 5879535,8.746,,,
KIC 5879274,13.865,,,
KIC 5879071,10.88,,,
KIC 5878421,7.292,,,
KIC 5878396,11.109,,,
KIC 5877758,1.252,,,
KIC 5877741,7.937,,,
KIC 5877510,8.708,,,
KIC 5876629,18.103,,,
KIC 5876377,10.824,,,
KIC 5875933,10.849,,,
KIC 5873644,16.552,,,
KIC 5873158,4.99,,,
KIC 5872972,2.12,,,
KIC 5872733,1.659,,,
KIC 5872074,12.504,,,
KIC 5871510,10.664,,,
KIC 5871245,7.712,,,
KIC 5870707,3.588,,,
KIC 5870568,13.413,,,
KIC 5870541,9.379,,,
KIC 5870102,6.505,,,
KIC 5869160,6.097,,,
KIC 5868669,14.471,,,
KIC 5868105,3.517,,,
KIC 5866655,6.14,,,
KIC 5866245,15.758,,,
KIC 5866181,15.03,,,
KIC 5865937,8.105,,,
KIC 5860848,1.575,,,
KIC 5859365,9.603,,,
KIC 5857537,3.65,,,
KIC 5856143,6.917,,,
KIC 5856013,15.508,,,
KIC 5855611,12.325,,,
KIC 5854163,9.248,,,
KIC 5823958,2.983,,,
KIC 5823825,13.686,,,
KIC 5823237,5.371,,,
KIC 5822633,1.24,,,
KIC 5822286,5.576,,,
KIC 5821441,16.817,,,
KIC 5820605,10.372,,,
KIC 5820132,20.356,,,
KIC 5819013,7.664,,,
KIC 5819004,3.967,,,
KIC 5818415,5.043,,,
KIC 5818042,21.426,,,
KIC 5817844,1.708,,,
KIC 5817841,5.216,,,
KIC 5817657,3.215,,,
KIC 5817274,2.156,,,
KIC 5817243,1.468,,,
KIC 5817210,3.259,,,
KIC 5817197,11.781,,,
KIC 5816667,9.402,,,
KIC 5816474,5.308,,,
KIC 5816179,14.891,,,
KIC 5815118,13.798,,,
KIC 5813705,19.55,,,
KIC 5813286,1.38,,,
KIC 5813059,20.793,,,
KIC 5812868,12.239,,,
KIC 5812785,10.052,,,
KIC 5812654,19.944,,,
KIC 5812648,4.036,,,
KIC 5811471,22.977,,,
KIC 5811462,16.384,,,
KIC 5811352,19.863,,,
KIC 5811262,2.422,,,
KIC 5811127,22.703,,,
KIC 5810714,12.701,,,
KIC 5810671,2.848,,,
KIC 5810383,15.724,,,
KIC 5810184,5.265,,,
KIC 5810112,7.635,,,
KIC 5809758,10.74,,,
KIC 5809564,21.536,,,
KIC 5808975,5.593,,,
KIC 5808831,5.151,,,
KIC 5808791,13.769,,,
KIC 5808673,1.014,,,
KIC 5808667,12.803,,,
KIC 5808113,14.411,,,
KIC 5807208,18.562,,,
KIC 5807077,15.383,,,
KIC 5806861,14.318,,,
KIC 5806765,16.652,,,
KIC 5806573,11.835,,,
KIC 5802921,1.095,,,
KIC 5802784,2.61,,,
KIC 5802438,10.45,,,
KIC 5802426,8.116,,,
KIC 5802280,1.419,,,
KIC 5802147,15.703,,,
KIC 5801876,9.973,,,
KIC 5801747,13.673,,,
KIC 5801643,6.374,,,
KIC 5801273,10.026,,,
KIC 5796268,4.753,,,
KIC 5796208,19.649,,,
KIC 5795968,11.785,,,
KIC 5795922,12.812,,,
KIC 5795920,12.318,,,
KIC 5795259,9.943,,,
KIC 5794792,9.932,,,
KIC 5794566,17.619,,,
KIC 5794519,5.422,,,
KIC 5794238,12.879,,,
KIC 5793552,13.129,,,
KIC 5793463,19.611,,,
KIC 5793239,7.97,,,
KIC 5792658,1.502,,,
KIC 5792430,16.124,,,
KIC 5792307,12.05,,,
KIC 5792243,10.392,,,
KIC 5791714,16.86,,,
KIC 5788648,9.197,,,
KIC 5788426,15.457,,,
KIC 5788323,14.591,,,
KIC 5788095,12.125,,,
KIC 5786510,12.865,,,
KIC 5786382,1.517,,,
KIC 5785906,7.753,,,
KIC 5785806,8.154,,,
KIC 5785418,9.324,,,
KIC 5784256,3.522,,,
KIC 5784225,4.599,,,
KIC 5784101,8.033,,,
KIC 5784065,9.217,,,
KIC 5783919,18.815,,,
KIC 5782933,13.77,,,
KIC 5782434,8.727,,,
KIC 5782096,17.214,,,
KIC 5781874,14.599,,,
KIC 5781851,11.581,,,
KIC 5781559,21.563,,,
KIC 5781140,7.81,,,
KIC 5780269,8.035,,,
KIC 5780123,14.529,,,
KIC 5779298,17.911,,,
KIC 5779130,11.848,,,
KIC 5774525,6.656,,,
KIC 5773914,5.993,,,
KIC 5773086,4.309,,,
KIC 5772452,1.421,,,
KIC 5772419,10.987,,,
KIC 5768459,7.754,,,
KIC 5767580,5.551,,,
KIC 5739204,1.81,,,
KIC 5739054,10.152,,,
KIC 5739031,1.573,,,
KIC 5738426,12.512,,,
KIC 5737104,1.116,,,
KIC 5736425,9.257,,,
KIC 5736112,1.029,,,
KIC 5735725,14.027,,,
KIC 5735717,12.403,,,
KIC 5735286,13.691,,,
KIC 5735063,10.264,,,
KIC 5734690,5.921,,,
KIC 5734417,23.116,,,
KIC 5734151,5.744,,,
KIC 5733972,2.715,,,
KIC 5733090,12.822,,,
KIC 5732812,10.878,,,
KIC 5732782,8.756,,,
KIC 5732553,10.188,,,
KIC 5730566,8.054,,,
KIC 5729898,2.94,,,
KIC 5728231,6.154,,,
KIC 5728079,14.24,,,
KIC 5726723,2.072,,,
KIC 5726557,16.688,,,
KIC 5726498,3.7,,,
KIC 5725977,10.76,,,
KIC 5725440,1.662,,,
KIC 5725370,6.59,,,
KIC 5724837,6.83,,,
KIC 5724836,8.086,,,
KIC 5724813,9.414,,,
KIC 5724523,4.243,,,
KIC 5724339,16.513,,,
KIC 5724212,11.828,,,
KIC 5724158,2.486,,,
KIC 5723318,2.501,,,
KIC 5723096,9.951,,,
KIC 5723085,3.627,,,
KIC 5722703,25.051,,,
KIC 5722668,13.23,,,
KIC 5722394,12.865,,,
KIC 5722327,10.234,,,
KIC 5721610,2.468,,,
KIC 5718054,5.494,,,
KIC 5717638,23.01,,,
KIC 5717044,7.03,,,
KIC 5717017,12.646,,,
KIC 5716224,18.491,,,
KIC 5716131,14.303,,,
KIC 5715763,5.81,,,
KIC 5715686,9.711,,,
KIC 5715640,11.708,,,
KIC 5715630,6.433,,,
KIC 5715088,17.276,,,
KIC 5714912,6.469,,,
KIC 5710228,8.902,,,
KIC 5710083,16.925,,,
KIC 5709611,8.328,,,
KIC 5709582,4.758,,,
KIC 5709193,13.973,,,
KIC 5709127,10.911,,,
KIC 5709103,5.578,,,
KIC 5708183,10.56,,,
KIC 5707985,2.979,,,
KIC 5707759,17.63,,,
KIC 5707580,3.84,,,
KIC 5706988,1.116,,,
KIC 5706891,1.18,,,
KIC 5706841,15.982,,,
KIC 5706517,16.155,,,
KIC 5706047,15.331,,,
KIC 5703160,9.565,,,
KIC 5703017,1.131,,,
KIC 5702872,10.265,,,
KIC 5702501,11.076,,,
KIC 5702483,6.273,,,
KIC 5702461,8.88,,,
KIC 5702405,12.182,,,
KIC 5702188,16.15,,,
KIC 5701925,8.783,,,
KIC 5701892,4.865,,,
KIC 5701773,19.275,,,
KIC 5701440,12.007,,,
KIC 5701405,9.32,,,
KIC 5700588,5.965,,,
KIC 5700315,15.995,,,
KIC 5699890,12.17,,,
KIC 5699396,5.712,,,
KIC 5698607,12.375,,,
KIC 5698015,15.056,,,
KIC 5697161,10.656,,,
KIC 5696797,13.457,,,
KIC 5696303,11.262,,,
KIC 5695719,8.867,,,
KIC 5695673,14.753,,,
KIC 5695600,21.846,,,
KIC 5694957,21.537,,,
KIC 5694127,2.093,,,
KIC 5693894,16.569,,,
KIC 5693196,8.763,,,
KIC 5693155,4.86,,,
KIC 5690085,9.962,,,
KIC 5690057,11.805,,,
KIC 5689996,1.214,,,
KIC 5687909,12.571,,,
KIC 5687809,16.718,,,
KIC 5687528,12.544,,,
KIC 5683346,16.583,,,
KIC 5654105,21.035,,,
KIC 5653629,9.848,,,
KIC 5652786,2.729,,,
KIC 5652737,2.268,,,
KIC 5651940,19.649,,,
KIC 5651627,11.68,,,
KIC 5650341,11.168,,,
KIC 5650200,8.444,,,
KIC 5649757,20.308,,,
KIC 5649301,9.191,,,
KIC 5648562,1.197,,,
