Name,vsini,e_vsini,prot,e_prot,e_prot(L),e_prot(U)
BD+41 3306,0.5,1,,,,
BD+41 3248,134,79,,,,
BD+40 3721,234,88,,,,
BD+40 3716,150,43,,,,
BD+40 3639,201,58,,,,
BD+40 3638,8.7,1,,,,
BD+40 3616,274,60,,,,
BD+39 3926,135,101,,,,
BD+39 3816,213,75,,,,
BD+39 3813,283,19,,,,
BD+39 3789,141,102,,,,
BD+39 3680,165,113,,,,
BD+39 3679,246,56,,,,
BD+39 3639,237,82,,,,
BD+39 3623,172,192,,,,
BD+38 3682,202,62,,,,
BD+38 3666,182,62,,,,
BD+38 3654,182,68,,,,
BD+38 3604,280,72,,,,
BD+38 3583,0,1,,,,
BD+38 3491,121,92,,,,
BD+38 3415,213,89,,,,
BD+38 3341,137,54,,,,
BD+37 3347,180,59,,,,
BD+20 2465,6.2,0.8,,,,
BD+19 5116B,24.2,1.4,,,,
BD+10 2495,3,2,,,,
BD+08 2856,7,2,,,,
BD+06 648,6,2,,,,
BD+03 740,1.5,2,,,,
ASAS J194404+4326.2,132,31,,,,
ASAS J194252+4309.8,339,29,,,,
ASAS J192916+4637.3,269,34,,,,
ASAS J192751+4618.5,188,24,,,,
ASAS J191956+4022.6,148,116,,,,
ASAS J191420+5036.7,179,174,,,,
ASAS J191259+4115.1,139,135,,,,
ASAS J190816+4957.3,232,70,,,,
ASAS J190618+4644.9,168,128,,,,
ASAS J190333+3941.0,259,42,,,,
ASAS J185911+4815.8,208,25,,,,
ASAS J185858+4833.6,125,38,,,,
AG+43 1633,278,41,,,,
ADS 12655 P,246,30,,,,
2MASS6X J05373512-6909411,235,40,,,,
2MASS J20091940+4659035,230,51,,,,
2MASS J20041318+4710573,234,40,,,,
2MASS J20013160+4155290,222,17,,,,
2MASS J20001672+4428407,203,36,,,,
2MASS J19584399+4644059,254,71,,,,
2MASS J19583896+4720368,227,58,,,,
2MASS J19575919+4332272,209,17,,,,
2MASS J19575133+4737459,162,90,,,,
2MASS J19565619+4415436,230,52,,,,
2MASS J19565046+4734564,204,43,,,,
2MASS J19565017+4116514,182,162,,,,
2MASS J19562594+4804234,228,31,,,,
2MASS J19562191+4518140,191,36,,,,
2MASS J19561187+4159085,147,57,,,,
2MASS J19560117+4204277,250,31,,,,
2MASS J19552478+4704580,142,108,,,,
2MASS J19551669+4408320,267,49,,,,
2MASS J19550689+4403456,130,69,,,,
2MASS J19543213+4112325,188,64,,,,
2MASS J19543098+4220325,213,28,,,,
2MASS J19542845+4356174,162,110,,,,
2MASS J19541926+4659151,236,42,,,,
2MASS J19540487+4707426,303,37,,,,
2MASS J19534964+4545306,313,59,,,,
2MASS J19534909+4521431,360,38,,,,
2MASS J19534115+4544483,195,89,,,,
2MASS J19532249+4136073,260,36,,,,
2MASS J19531562+4539122,167,72,,,,
2MASS J19531420+4627230,188,132,,,,
2MASS J19524524+4752316,176,48,,,,
2MASS J19523118+4023594,133,108,,,,
2MASS J19523106+4720325,310,56,,,,
2MASS J19522426+4733227,208,32,,,,
2MASS J19522123+4508258,218,112,,,,
2MASS J19521957+4019560,125,51,,,,
2MASS J19521708+4002407,360,38,,,,
2MASS J19515230+4752534,258,38,,,,
2MASS J19514885+4447166,130,92,,,,
2MASS J19514541+4452454,227,39,,,,
2MASS J19513307+4617301,184,43,,,,
2MASS J19505014+4315342,265,39,,,,
2MASS J19503840+4528574,254,40,,,,
2MASS J19503623+4657544,142,51,,,,
2MASS J19503229+4627316,208,32,,,,
2MASS J19503226+4816374,223,49,,,,
2MASS J19502866+4841366,120,30,,,,
2MASS J19502279+4927427,227,16,,,,
2MASS J19500274+4649227,243,47,,,,
2MASS J19495736+3955236,217,118,,,,
2MASS J19495445+4523353,183,84,,,,
2MASS J19494435+4710090,256,33,,,,
2MASS J19493560+4622387,198,53,,,,
2MASS J19493421+4317499,262,40,,,,
2MASS J19485990+4555056,320,61,,,,
2MASS J19485969+4023081,136,54,,,,
2MASS J19484907+4047347,238,91,,,,
2MASS J19483393+4627060,251,30,,,,
2MASS J19483294+4924231,224,15,,,,
2MASS J19482959+4345353,249,38,,,,
2MASS J19482245+3956575,204,124,,,,
2MASS J19481733+4616230,237,30,,,,
2MASS J19480649+3959340,168,157,,,,
2MASS J19480388+4057595,291,32,,,,
2MASS J19475543+4322334,145,94,,,,
2MASS J19475411+4020150,263,104,,,,
2MASS J19474409+4026240,254,100,,,,
2MASS J19474276+4139225,149,96,,,,
2MASS J19474043+4107531,172,89,,,,
2MASS J19473998+5028377,214,8,,,,
2MASS J19473171+4642331,224,59,,,,
2MASS J19471886+4321243,203,44,,,,
2MASS J19470972+4026322,176,132,,,,
2MASS J19470773+4050079,186,117,,,,
2MASS J19470577+4503235,188,34,,,,
2MASS J19470575+4042558,130,125,,,,
2MASS J19470160+4013044,294,57,,,,
2MASS J19465645+4638187,241,34,,,,
2MASS J19464744+4635396,250,26,,,,
2MASS J19464664+4102052,182,155,,,,
2MASS J19464551+4630336,203,20,,,,
2MASS J19462627+5038527,214,16,,,,
2MASS J19461514+4144355,204,142,,,,
2MASS J19461443+3932479,220,148,,,,
2MASS J19461346+4054273,120,97,,,,
2MASS J19455106+4736052,345,72,,,,
2MASS J19452237+4221146,229,25,,,,
2MASS J19450921+4118563,250,42,,,,
2MASS J19450512+4540456,196,43,,,,
2MASS J19450189+4114158,199,154,,,,
2MASS J19444973+4853451,245,34,,,,
2MASS J19444718+4031418,124,79,,,,
2MASS J19442990+4124086,134,130,,,,
2MASS J19442914+4717085,269,55,,,,
2MASS J19442826+4704145,218,50,,,,
2MASS J19442080+4210222,172,94,,,,
2MASS J19442042+3934134,151,63,,,,
2MASS J19441926+4126206,290,59,,,,
2MASS J19441315+3858486,243,87,,,,
2MASS J19441012+3930111,147,106,,,,
2MASS J19440948+4216342,144,123,,,,
2MASS J19434208+3934059,222,10,,,,
2MASS J19433924+4917288,221,43,,,,
2MASS J19430294+4605409,233,26,,,,
2MASS J19430055+4532166,146,48,,,,
2MASS J19425980+4525515,192,130,,,,
2MASS J19425484+3936257,216,16,,,,
2MASS J19424823+4303517,235,26,,,,
2MASS J19424346+4040425,216,38,,,,
2MASS J19423057+4223083,224,17,,,,
2MASS J19422568+3932234,241,17,,,,
2MASS J19421043+4748593,154,70,,,,
2MASS J19420897+4008562,142,92,,,,
2MASS J19420390+4201511,247,37,,,,
2MASS J19415459+4233353,185,137,,,,
2MASS J19415188+3952289,163,62,,,,
2MASS J19415041+4912599,254,27,,,,
2MASS J19414989+5100128,171,42,,,,
2MASS J19414568+4324477,225,46,,,,
2MASS J19413130+4212079,161,152,,,,
2MASS J19411844+4913299,205,47,,,,
2MASS J19410937+4258421,218,28,,,,
2MASS J19410658+4010196,155,121,,,,
2MASS J19405990+4237054,254,27,,,,
2MASS J19405820+4227048,168,70,,,,
2MASS J19405695+4051075,226,21,,,,
2MASS J19405421+4931250,256,28,,,,
2MASS J19404096+3936063,205,133,,,,
2MASS J19402517+4312175,222,13,,,,
2MASS J19401953+3944120,148,60,,,,
2MASS J19400261+4847488,222,39,,,,
2MASS J19395998+3828457,146,118,,,,
2MASS J19394415+4241197,208,24,,,,
2MASS J19394189+4058029,128,71,,,,
2MASS J19391516+4035536,218,18,,,,
2MASS J19390477+5022569,219,13,,,,
2MASS J19390407+4050174,158,45,,,,
2MASS J19385519+4155333,218,13,,,,
2MASS J19384545+4930110,246,58,,,,
2MASS J19384355+4338051,191,83,,,,
2MASS J19382850+4009174,305,42,,,,
2MASS J19382415+4032132,359,20,,,,
2MASS J19382319+3931105,122,90,,,,
2MASS J19381843+3927027,210,139,,,,
2MASS J19375315+3824555,149,115,,,,
2MASS J19370064+3917546,132,67,,,,
2MASS J19365486+3910375,174,40,,,,
2MASS J19364509+3918369,259,115,,,,
2MASS J19362343+3905279,181,145,,,,
2MASS J19361508+3845033,160,78,,,,
2MASS J19361484+4801119,210,43,,,,
2MASS J19361096+4133297,186,114,,,,
2MASS J19354828+4449336,338,68,,,,
2MASS J19352320+3910467,146,94,,,,
2MASS J19351073+4138511,172,126,,,,
2MASS J19350092+4118517,214,136,,,,
2MASS J19345622+4140495,176,115,,,,
2MASS J19344846+4624528,281,50,,,,
2MASS J19344795+3813566,137,87,,,,
2MASS J19342362+4126527,224,138,,,,
2MASS J19341016+3846566,139,60,,,,
2MASS J19340211+4820409,147,51,,,,
2MASS J19335317+5016027,245,36,,,,
2MASS J19335003+4147170,210,155,,,,
2MASS J19334717+3948537,122,58,,,,
2MASS J19332676+4214087,168,128,,,,
2MASS J19331416+3937337,135,108,,,,
2MASS J19331043+4011484,136,87,,,,
2MASS J19330410+4204070,134,108,,,,
2MASS J19330378+4225125,359,19,,,,
2MASS J19325360+4156313,185,135,,,,
2MASS J19325053+3921566,146,124,,,,
2MASS J19324945+3820030,179,89,,,,
2MASS J19324342+4016321,138,65,,,,
2MASS J19323241+3941402,130,90,,,,
2MASS J19322747+4214419,156,110,,,,
2MASS J19322088+4133384,243,142,,,,
2MASS J19321882+4009127,187,127,,,,
2MASS J19320864+4204083,131,125,,,,
2MASS J19320558+4109190,124,69,,,,
2MASS J19320461+4252096,200,23,,,,
2MASS J19320364+3818001,146,134,,,,
2MASS J19320016+3813088,167,125,,,,
2MASS J19315821+4220346,213,101,,,,
2MASS J19315439+3807019,191,146,,,,
2MASS J19314853+3841478,157,129,,,,
2MASS J19314679+3806275,188,134,,,,
2MASS J19313908+4203250,125,124,,,,
2MASS J19313552+3820585,135,73,,,,
2MASS J19313143+4151168,137,71,,,,
2MASS J19312524+4140338,128,115,,,,
2MASS J19312385+3943472,192,155,,,,
2MASS J19311419+4156011,186,125,,,,
2MASS J19311299+3848466,142,99,,,,
2MASS J19311214+3944162,219,91,,,,
2MASS J19310899+4854466,195,36,,,,
2MASS J19310438+3805208,177,124,,,,
2MASS J19310338+3942209,156,57,,,,
2MASS J19305770+4105209,162,137,,,,
2MASS J19305216+4218146,219,53,,,,
2MASS J19305115+4220438,211,133,,,,
2MASS J19304170+3813350,289,71,,,,
2MASS J19303393+4039374,209,80,,,,
2MASS J19303303+4043333,168,135,,,,
2MASS J19302730+4001273,144,106,,,,
2MASS J19302729+3830182,133,103,,,,
2MASS J19301937+4054264,250,100,,,,
2MASS J19301670+4046038,156,111,,,,
2MASS J19301649+3843452,145,94,,,,
2MASS J19301288+4153061,140,89,,,,
2MASS J19300007+3912585,182,156,,,,
2MASS J19295672+4101529,135,121,,,,
2MASS J19295401+3829532,314,81,,,,
2MASS J19294801+3821583,120,51,,,,
2MASS J19294463+4124092,138,101,,,,
2MASS J19293942+4052123,328,45,,,,
2MASS J19293312+4113497,222,23,,,,
2MASS J19292894+4844341,295,127,,,,
2MASS J19292866+3720256,246,113,,,,
2MASS J19292851+4050181,235,45,,,,
2MASS J19292692+3841280,165,110,,,,
2MASS J19292003+3725512,162,120,,,,
2MASS J19291794+4210313,129,94,,,,
2MASS J19290600+4140303,137,88,,,,
2MASS J19290364+3921092,294,86,,,,
2MASS J19285741+3824362,120,76,,,,
2MASS J19285143+3935284,279,39,,,,
2MASS J19285029+3859299,169,129,,,,
2MASS J19284396+4112456,200,38,,,,
2MASS J19284201+3736149,150,88,,,,
2MASS J19283727+4129251,169,117,,,,
2MASS J19283130+4444396,205,23,,,,
2MASS J19282996+4901246,213,19,,,,
2MASS J19282010+4140421,238,111,,,,
2MASS J19281585+3844292,204,120,,,,
2MASS J19281171+3830526,156,120,,,,
2MASS J19281105+4124491,124,83,,,,
2MASS J19281066+3834237,246,106,,,,
2MASS J19280808+4944277,224,9,,,,
2MASS J19280298+3707383,287,116,,,,
2MASS J19275938+3856059,187,166,,,,
2MASS J19275332+4156070,172,94,,,,
2MASS J19275022+3837121,131,52,,,,
2MASS J19273730+4102450,127,104,,,,
2MASS J19273680+3705295,301,78,,,,
2MASS J19272408+3922274,244,57,,,,
2MASS J19272164+3659509,167,107,,,,
2MASS J19271898+3708261,235,114,,,,
2MASS J19271460+3900413,141,82,,,,
2MASS J19271158+3937547,171,115,,,,
2MASS J19270649+3925586,144,127,,,,
2MASS J19270295+4145227,120,48,,,,
2MASS J19265225+3925196,158,85,,,,
2MASS J19265127+4756341,185,48,,,,
2MASS J19264522+3921544,256,128,,,,
2MASS J19263909+3927144,158,152,,,,
2MASS J19261244+3928364,124,127,,,,
2MASS J19260606+3705541,120,88,,,,
2MASS J19255404+3735260,185,89,,,,
2MASS J19254459+3647008,297,94,,,,
2MASS J19253885+4004469,137,83,,,,
2MASS J19253518+3904599,181,36,,,,
2MASS J19253456+4004091,167,133,,,,
2MASS J19244668+3829375,133,20,,,,
2MASS J19243078+4748082,123,82,,,,
2MASS J19242610+3658532,333,63,,,,
2MASS J19241071+4023116,239,81,,,,
2MASS J19240133+3745443,200,146,,,,
2MASS J19235708+3703435,216,42,,,,
2MASS J19235488+4339426,212,55,,,,
2MASS J19234110+4029347,138,120,,,,
2MASS J19233258+4458282,195,71,,,,
2MASS J19230341+3753109,282,113,,,,
2MASS J19222786+3708152,134,84,,,,
2MASS J19221618+4057574,400,0,,,,
2MASS J19221537+4344204,124,71,,,,
2MASS J19220467+4029338,121,84,,,,
2MASS J19214627+4301369,247,77,,,,
2MASS J19213617+4046109,120,74,,,,
2MASS J19211939+4049286,163,63,,,,
2MASS J19211336+4151184,172,34,,,,
2MASS J19211335+5143055,275,106,,,,
2MASS J19205513+4112455,125,141,,,,
2MASS J19204868+4318508,229,50,,,,
2MASS J19203975+4036334,141,105,,,,
2MASS J19202464+3944113,160,170,,,,
2MASS J19202095+4107566,211,131,,,,
2MASS J19201899+3801009,163,154,,,,
2MASS J19200882+3744317,129,119,,,,
2MASS J19200602+4124187,130,70,,,,
2MASS J19195747+4106191,122,93,,,,
2MASS J19195650+4052338,144,132,,,,
2MASS J19194715+3755178,186,115,,,,
2MASS J19194680+4129459,165,31,,,,
2MASS J19193566+4126431,161,117,,,,
2MASS J19193268+4112346,313,61,,,,
2MASS J19192420+4027295,183,144,,,,
2MASS J19191696+3953254,159,117,,,,
2MASS J19190577+3924297,189,77,,,,
2MASS J19184765+4112200,189,158,,,,
2MASS J19181969+3925432,169,173,,,,
2MASS J19181867+3912531,182,162,,,,
2MASS J19181278+3827081,150,47,,,,
2MASS J19175557+4043341,132,88,,,,
2MASS J19175479+4456027,222,22,,,,
2MASS J19173249+4035086,129,71,,,,
2MASS J19173115+4426470,227,31,,,,
2MASS J19171919+3916189,134,85,,,,
2MASS J19165421+4057314,145,94,,,,
2MASS J19164361+3931274,125,79,,,,
2MASS J19161231+3959163,222,121,,,,
2MASS J19160322+4249335,391,22,,,,
2MASS J19155899+4437423,216,17,,,,
2MASS J19155478+3945009,124,116,,,,
2MASS J19155448+4007096,266,91,,,,
2MASS J19151823+4452491,229,26,,,,
2MASS J19150431+3940588,123,80,,,,
2MASS J19150056+3943279,158,118,,,,
2MASS J19142787+4022324,152,56,,,,
2MASS J19132165+4242555,199,23,,,,
2MASS J19130989+3959449,233,53,,,,
2MASS J19130914+4055359,235,120,,,,
2MASS J19115855+5047178,133,106,,,,
2MASS J19115019+4611511,259,33,,,,
2MASS J19112703+4316416,225,39,,,,
2MASS J19111888+4148177,157,31,,,,
2MASS J19103060+4034101,205,172,,,,
2MASS J19091013+3749053,125,27,,,,
2MASS J19080438+4245074,194,21,,,,
2MASS J19075381+4631085,233,24,,,,
2MASS J19072692+4949493,179,73,,,,
2MASS J19071237+4454257,129,49,,,,
2MASS J19044428+4005566,129,115,,,,
2MASS J19043518+4555036,400,1,,,,
2MASS J19041023+4051370,156,39,,,,
2MASS J19035315+4605435,230,41,,,,
2MASS J19034593+4056402,337,75,,,,
2MASS J19033576+4556396,221,38,,,,
2MASS J19031170+4043556,162,148,,,,
2MASS J19031062+3924341,165,46,,,,
2MASS J19030913+4036371,179,152,,,,
2MASS J19025956+3802049,122,52,,,,
2MASS J19025727+4032518,144,114,,,,
2MASS J19024363+4130328,138,37,,,,
2MASS J19022777+4107382,160,142,,,,
2MASS J19020868+3920557,360,54,,,,
2MASS J19012607+3928303,126,39,,,,
2MASS J19004303+3936389,124,42,,,,
2MASS J19003418+4123400,313,70,,,,
2MASS J19003032+3825337,178,50,,,,
2MASS J19002083+4524543,236,33,,,,
2MASS J19001911+4048578,165,184,,,,
2MASS J19000413+4045177,381,36,,,,
2MASS J19000165+4527533,228,40,,,,
2MASS J18595533+4525528,189,44,,,,
2MASS J18592196+4046479,182,188,,,,
2MASS J18584033+4522594,221,52,,,,
2MASS J18581975+4545590,242,54,,,,
2MASS J18581111+4532476,210,30,,,,
2MASS J18580891+4038155,256,129,,,,
2MASS J18580830+4046293,137,113,,,,
2MASS J18573343+4440119,241,37,,,,
2MASS J18570780+4437365,229,29,,,,
2MASS J18564880+4711520,133,37,,,,
2MASS J18554789+4311347,203,36,,,,
2MASS J18551224+3947299,310,82,,,,
2MASS J18551060+4434364,136,54,,,,
2MASS J18544660+4332242,196,27,,,,
2MASS J18540636+4031534,145,75,,,,
2MASS J18521482+4103252,204,26,,,,
2MASS J18515748+4517113,227,40,,,,
2MASS J18494488+4443447,217,19,,,,
2MASS J18492869+4452293,125,46,,,,
2MASS J18491542+4745000,136,20,,,,
2MASS J18422881+4737123,207,81,,,,
2MASS J05390900-6901291,59,30,,,,
2MASS J05390080-6907132,51,5,,,,
2MASS J05390040-6903305,54,20,,,,
2MASS J05385855-6907524,60,20,,,,
2MASS J05384539-6902514,93,30,,,,
2MASS J05384509-6904157,94,30,,,,
2MASS J05384358-6907516,117,30,,,,
2MASS J05384305-6903447,121,30,,,,
2MASS J05384109-6901458,103,20,,,,
2MASS J05384074-6908249,110,20,,,,
2MASS J05383950-6904383,113,20,,,,
2MASS J05382952-6906206,155,20,,,,
2MASS J05382913-6857393,159,20,,,,
2MASS J05382624-6905019,162,20,,,,
2MASS J05382331-6907161,66,7,,,,
2MASS J05381905-6906346,306,14,,,,
2MASS J05381396-6907477,314,30,,,,
2MASS J05380995-6902310,193,20,,,,
2MASS J05380840-6905446,202,20,,,,
2MASS J05373854-6910199,334,18,,,,
2MASS J05373778-6905455,111,8,,,,
2MASS J05373664-6907318,66,5,,,,
2MASS J05370761-6905062,137,10,,,,
[WWV2004] J2002459+472559,340,80,,,,
[WWV2004] J1925309+520523,122,64,,,,
[ST92] 1-93,223,20,,,,
[ST92] 1-65,116,7,,,,
[ST92] 1-58,272,20,,,,
[ST92] 1-27,353,20,,,,
[ST92] 1-25,55,5,,,,
[ST92] 1-23,188,15,,,,
[PVL2015] 5,147,20,,,,
[P93] 956,126,30,,,,
[P93] 9034,89,12,,,,
[P93] 712,63,8,,,,
[P93] 696,76,6,,,,
[P93] 566,211,30,,,,
[P93] 473,220,30,,,,
[P93] 222,68,4,,,,
[P93] 2000,53,20,,,,
[P93] 1838,60,30,,,,
[P93] 169,155,20,,,,
[P93] 1416,79,20,,,,
[P93] 1133,113,30,,,,
[P93] 1052,118,30,,,,
[P93] 1012,119,30,,,,
[P93] 10002,63,4,,,,
[M2002] LMC 169636,238,20,,,,
[M2002] LMC 169602,239,20,,,,
[M2002] LMC 169451,63,8,,,,
[M2002] LMC 169366,363,30,,,,
[M2002] LMC 169203,269,20,,,,
[M2002] LMC 169061,292,20,,,,
[M2002] LMC 168648,367,20,,,,
[M2002] LMC 168287,167,5,,,,
[HGM2009b] WOCS 032055,217,14,,,,
[DCO2008] T-Lyr1-15705,138,55,,,,
[DCO2008] T-Lyr1-14508,147,9,,,,
[DCO2008] T-Lyr1-13671,176,114,,,,
[DCO2008] T-Lyr1-12806,267,28,,,,
[DCO2008] T-Lyr1-12565,215,16,,,,
[DCO2008] T-Lyr1-11134,263,31,,,,
[DCO2008] T-Lyr1-11067,128,78,,,,
[DCO2008] T-Lyr1-09994,141,39,,,,
[DCO2008] T-Lyr1-08941,152,28,,,,
[DCO2008] T-Lyr1-06419,176,26,,,,
[DCO2008] T-Lyr1-03925,121,26,,,,
[DCO2008] T-Lyr1-03783,161,40,,,,
[DCO2008] T-Lyr1-03307,212,39,,,,
[DCO2008] T-Lyr1-02438,229,40,,,,
[DCO2008] T-Lyr1-02166,158,38,,,,
[DCO2008] T-Cyg1-11595,191,54,,,,
[A70] 78-6-25,362,30,,,,
* zet Leo,79,6,,,,
* tet02 Tau,75,2,,,,
* tet Leo,24,3,,,,
* tet Cep,52,4,,,,
* tet Aql,53,5,,,,
* tau Her,46,2,,,,
* sig Leo,57,1,,,,
* sig Boo,15,1,,,,
* rho Gem,62,3,,,,
* q Her,43,2,,,,
* psi Sco,39,2,,,,
* pi. Dra,26,1,,,,
* phi Aql,29,2,,,,
* p Tau,15,1,,,,
* omi02 Eri C,5.5,1.3,,,,
* omi Peg,14,1,,,,
* ome UMa,48,2,,,,
* ome Cas,36,4,,,,
* nu. Tau,87,2,,,,
* nu. Cap,24,2,,,,
* n Her,14,1,,,,
* mu. Aqr,50,2,,,,
* m Per,90,5,,,,
* lam UMa,51,3,,,,
* ksi Aur,70,4,,,,
* kap01 Boo,38,1,,,,
* kap Cep,26,1,,,,
* iot Del,42,1,,,,
* gam UMa,178,9,,,,
* gam Lyr,72,2,,,,
* gam Gem,15,1,,,,
* gam Cnc,91,4,,,,
* gam Aqr,80,4,,,,
* f Oph,28,2,,,,
* f Leo,39,2,,,,
* del03 Tau,16,2,,,,
* del Psc,1.4,,,,,
* del Aql,91,4,,,,
* d Her,29,3,,,,
* chi Leo,25,1,,,,
* bet UMa,47,3,,,,
* bet Tri,69,5,,,,
* bet Tau,64,5,,,,
* bet Ari,73,2,,,,
* b03 Cyg,86,4,,,,
* alf01 CVn,19,1,,,,
* alf Lyr,25,2,,,,
* alf Dra,25,2,,,,
* alf CrB,139,10,,,,
* A Hya,34,2,,,,
* 81 Leo,36,3,,,,
* 76 UMa,51,4,,,,
* 76 Dra,32,1,,,,
* 71 Dra,153,15,,,,
* 7 Cam,43,3,,,,
* 7 And,62,2,,,,
* 65 Peg,39,1,,,,
* 65 Ari,27,2,,,,
* 63 Her,185,7,,,,
* 55 Leo,18,1,,,,
* 50 Lib,38,3,,,,
* 50 Cas,90,6,,,,
* 46 Aql,13,1,,,,
* 4 Cyg,30,4,,,,
* 4 Ari,33,3,,,,
* 39 UMa,22,1,,,,
* 37 Cnc,35,2,,,,
* 30 Mon,161,12,,,,
* 30 LMi,33,2,,,,
* 29 Vul,53,4,,,,
* 28 Lyn,20,2,,,,
* 28 And,21,2,,,,
* 26 Vul,15,1,,,,
* 23 And,35,1,,,,
* 21 Peg,14,1,,,,
* 21 Lyn,19,2,,,,
* 21 Cas,29,2,,,,
* 20 Tau,33,5,,,,
* 2 Lyn,47,4,,,,
* 19 Aur,14,1,,,,
* 171 Pup,5,2,,,,
* 16 Gem,23,1,,,,
* 16 Com,82,2,,,,
* 15 Vul,16,1,,,,
* 15 Ori,60,4,,,,
* 14 Cyg,35,4,,,,
* 134 Tau,31,3,,,,
* 13 Vul,61,3,,,,
* 13 Com,52,3,,,,
* 11 Lyn,95,3,,,,
* 10 Tri,22,2,,,,
* 1 Boo,63,2,,,,
TIC 271797381,23.85333104,0.520124342,,,,
TIC 389323459,23.72344897,0.587962413,,,,
TIC 281633165,23.67477904,2,,,,
TIC 167366620,23.39368049,2,,,,
TIC 220460948,23.36159791,0.470423513,,,,
TIC 167338643,23.13351724,0.484168053,,,,
TIC 299943169,23.11924277,2,,,,
TIC 300811547,22.80751666,2,,,,
TIC 370101197,22.705898,0.760646902,,,,
TIC 300382080,22.56732503,2,,,,
TIC 25131949,22.34669838,1.509817541,,,,
TIC 220429048,22.25624716,1.290943689,,,,
TIC 375063097,22.19026896,2,,,,
TIC 348998021,22.13724155,1.674741674,,,,
TIC 38508644,22.06525252,0.472667458,,,,
TIC 140797786,21.9870772,0.465490594,,,,
TIC 358181612,21.7172489,0.46639641,,,,
TIC 278824264,21.6746784,0.474672843,,,,
TIC 348960476,21.61560137,1.174554451,,,,
TIC 294669295,21.59608103,2,,,,
TIC 349407763,21.48807435,2,,,,
TIC 339862667,21.36221988,0.685684951,,,,
TIC 55850643,21.31293636,0.508824992,,,,
TIC 31379644,21.26499559,0.467507596,,,,
TIC 349481767,21.234829,2,,,,
TIC 388107331,21.12690714,2,,,,
TIC 349970623,21.04142298,2,,,,
TIC 177283464,21.02290115,2,,,,
TIC 29759800,21.00667366,0.465852974,,,,
TIC 391890782,20.87546061,2,,,,
TIC 340008007,20.68936227,0.481927951,,,,
TIC 300745682,20.68801457,2,,,,
TIC 349642061,20.65837039,2,,,,
TIC 177385907,20.6218616,2,,,,
TIC 31414646,20.60258296,2,,,,
TIC 167309711,20.56983002,2,,,,
TIC 260502776,20.54135194,2,,,,
TIC 349371989,20.12398676,2,,,,
TIC 177236915,20.12151531,2,,,,
TIC 349152386,20.10242429,0.464840968,,,,
TIC 177173453,20.03439987,2,,,,
TIC 278958138,20.01611256,0.686916605,,,,
TIC 271890656,19.99929644,0.466792012,,,,
TIC 278684125,19.94588521,1.318549019,,,,
TIC 300159765,19.94050943,0.530585606,,,,
TIC 149629506,19.84287267,2,,,,
TIC 300971881,19.83391443,2,,,,
TIC 177016888,19.65690023,2,,,,
TIC 38632900,19.61246867,0.465140375,,,,
TIC 167719767,19.52967507,0.511291172,,,,
TIC 300933518,19.45587887,2,,,,
TIC 220389427,19.45299295,0.594446926,,,,
TIC 177116963,19.34406977,2,,,,
TIC 141623696,19.31796704,1.90473001,,,,
TIC 374913322,19.28446025,2,,,,
TIC 308453244,19.23417108,2,,,,
TIC 140689373,19.18791254,1.065271266,,,,
TIC 300382973,19.14945701,0.938170012,,,,
TIC 306774704,19.03279229,2,,,,
TIC 29832816,19.01125888,2,,,,
TIC 142148587,18.95846678,0.502366124,,,,
TIC 300138212,18.93790965,2,,,,
TIC 167247946,18.90210919,0.639833785,,,,
TIC 38679104,18.86779196,0.475102549,,,,
TIC 140971600,18.82911656,1.461438901,,,,
TIC 349965238,18.74686368,1.347189998,,,,
TIC 31412505,18.67449641,0.46497701,,,,
TIC 300013345,18.60088131,2,,,,
TIC 349097037,18.59280174,0.464841254,,,,
TIC 167697959,18.56899791,2,,,,
TIC 278990825,18.56267729,1.286735421,,,,
TIC 271641260,18.47231981,2,,,,
TIC 29926112,18.42203394,2,,,,
TIC 55650946,18.3019181,0.973273649,,,,
TIC 278898311,18.16749346,0.502112321,,,,
TIC 375063121,18.04928951,2,,,,
TIC 348996347,18.03066627,0.466387475,,,,
TIC 389867705,18.02311558,1.03036559,,,,
TIC 179581714,17.97436829,2,,,,
TIC 167309703,17.9497182,2,,,,
TIC 271693636,17.93228071,1.718134316,,,,
TIC 167889304,17.92113956,2,,,,
TIC 453080615,17.87528581,1.613762316,,,,
TIC 370235316,17.87250824,0.50883324,,,,
TIC 177166596,17.86581534,1.065692218,,,,
TIC 167889644,17.86284023,0.681087888,,,,
TIC 177242906,17.73161105,2,,,,
TIC 278957267,17.70541526,2,,,,
TIC 167366121,17.60387708,1.168352108,,,,
TIC 176935705,17.5559689,2,,,,
TIC 349371944,17.53246998,2,,,,
TIC 404972821,17.42887637,0.933710401,,,,
TIC 306665373,17.42681111,1.035954315,,,,
TIC 306900109,17.42569456,2,,,,
TIC 167888482,17.37529176,2,,,,
TIC 349968883,17.3415839,2,,,,
TIC 25196330,17.29466716,2,,,,
TIC 167416321,17.27904728,0.497891082,,,,
TIC 349828109,17.22759629,1.24871596,,,,
TIC 349904140,17.18438827,0.580519266,,,,
TIC 150275559,17.18087734,2,,,,
TIC 176958949,17.16863489,0.56747565,,,,
TIC 350026217,17.14158376,0.545457378,,,,
TIC 300746291,17.12071002,2,,,,
TIC 220425919,17.05497214,0.805285344,,,,
TIC 370115033,17.03644625,0.520183704,,,,
TIC 300708532,17.01819214,1.615628203,,,,
