Name,vsini,e_vsini,prot,e_prot,e_prot(L),e_prot(U)
TIC 278824701,8.506214272,0.518071923,,,,
TIC 25154831,8.505195631,0.465272779,,,,
TIC 393491073,8.5023147,2,,,,
TIC 349093281,8.501331676,1.055446273,,,,
TIC 167887257,8.500653255,1.35067536,,,,
TIC 167652764,8.500499323,2,,,,
TIC 299945127,8.49782579,2,,,,
TIC 41083918,8.49651555,0.614275158,,,,
TIC 177349214,8.493868626,2,,,,
TIC 382574416,8.492354169,2,,,,
TIC 350142547,8.485985945,2,,,,
TIC 140688182,8.479454975,0.587275766,,,,
TIC 404969969,8.479178071,0.465098462,,,,
TIC 260420294,8.477039422,0.467894676,,,,
TIC 177349022,8.476942932,2,,,,
TIC 141473360,8.475960389,1.78108162,,,,
TIC 350025490,8.474304284,1.829034319,,,,
TIC 389509374,8.470533953,2,,,,
TIC 271811171,8.46954916,1.494821917,,,,
TIC 300288083,8.468800214,2,,,,
TIC 271795988,8.468354336,0.545153203,,,,
TIC 220480379,8.466510835,0.636769032,,,,
TIC 300814566,8.464067312,2,,,,
TIC 31270527,8.462951929,1.240003665,,,,
TIC 167693922,8.460634691,2,,,,
TIC 340007009,8.46054372,2,,,,
TIC 176936983,8.45918489,0.682597338,,,,
TIC 38909677,8.457827388,2,,,,
TIC 382516483,8.455774648,2,,,,
TIC 220439403,8.454604512,0.549975981,,,,
TIC 300243102,8.452682781,0.491623217,,,,
TIC 55848818,8.452155271,0.491042211,,,,
TIC 167204694,8.448220956,2,,,,
TIC 31602830,8.443941815,2,,,,
TIC 375033166,8.44334265,2,,,,
TIC 177309966,8.441239553,2,,,,
TIC 370221017,8.440295313,0.465548839,,,,
TIC 271893367,8.43710226,0.49441377,,,,
TIC 374859451,8.434203204,2,,,,
TIC 300012848,8.434034768,2,,,,
TIC 149931115,8.433480339,1.211401742,,,,
TIC 349191984,8.433451022,2,,,,
TIC 231081078,8.432696045,1.948679878,,,,
TIC 30637472,8.430752084,2,,,,
TIC 388105898,8.428387153,2,,,,
TIC 142053386,8.427777379,2,,,,
TIC 349969140,8.427128741,2,,,,
TIC 271890713,8.426395418,1.05856006,,,,
TIC 55784135,8.421083581,0.488318379,,,,
TIC 141713189,8.419550526,0.880475265,,,,
TIC 300011294,8.418812475,0.618541219,,,,
TIC 410448336,8.418678894,2,,,,
TIC 407620857,8.417003552,0.844871179,,,,
TIC 300011848,8.41599507,2,,,,
TIC 349647222,8.415623669,0.699137322,,,,
TIC 149930533,8.413611808,1.064021026,,,,
TIC 278864254,8.412352672,2,,,,
TIC 167249993,8.412178662,1.173296349,,,,
TIC 140692510,8.411410823,0.515017188,,,,
TIC 25195654,8.410758456,0.878826032,,,,
TIC 278959355,8.410043057,2,,,,
TIC 349153306,8.409548285,0.467072862,,,,
TIC 300008991,8.407961194,2,,,,
TIC 150275390,8.405645362,1.293341803,,,,
TIC 140801675,8.403210943,1.907928362,,,,
TIC 55758567,8.401379861,0.601044975,,,,
TIC 55664733,8.39999896,0.466746844,,,,
TIC 271726098,8.399299414,0.510230218,,,,
TIC 271998888,8.39838423,0.689355152,,,,
TIC 293270204,8.398067649,2,,,,
TIC 349156012,8.396745365,2,,,,
TIC 364422587,8.396621707,2,,,,
TIC 300289738,8.395852713,0.618214934,,,,
TIC 350584771,8.395504148,1.443425907,,,,
TIC 30471003,8.395011757,0.994247646,,,,
TIC 262704872,8.39499497,2,,,,
TIC 38509876,8.394973997,2,,,,
TIC 260503010,8.393781083,2,,,,
TIC 167527449,8.393342603,2,,,,
TIC 278990042,8.392725512,0.720065769,,,,
TIC 278685159,8.38782793,2,,,,
TIC 38634014,8.387447918,0.467330053,,,,
TIC 38469643,8.383945915,1.712016422,,,,
TIC 55660164,8.383610265,2,,,,
TIC 300012806,8.382751677,2,,,,
TIC 453080533,8.382330226,2,,,,
TIC 410448440,8.382157142,2,,,,
TIC 300291839,8.381729119,0.613263874,,,,
TIC 279481549,8.381162072,2,,,,
TIC 271892405,8.380103377,0.553285041,,,,
TIC 177352228,8.379674065,2,,,,
TIC 348957205,8.379256283,0.81396257,,,,
TIC 25153240,8.377579131,2,,,,
TIC 176935602,8.373369457,2,,,,
TIC 271725007,8.373313218,0.521658243,,,,
TIC 358155791,8.370159573,2,,,,
TIC 349765259,8.369782936,2,,,,
TIC 370112877,8.369626934,0.506667812,,,,
TIC 220398402,8.368165158,2,,,,
TIC 177172637,8.367744465,2,,,,
TIC 177115211,8.365966493,2,,,,
TIC 381948764,8.364869468,0.539874922,,,,
TIC 370221749,8.363147904,0.522580623,,,,
TIC 167008658,8.362898708,0.621183562,,,,
TIC 220429294,8.35380502,1.132463319,,,,
TIC 271977149,8.353135564,2,,,,
TIC 279092039,8.348428395,2,,,,
TIC 309656750,8.347596395,2,,,,
TIC 231123287,8.34487524,0.464872177,,,,
TIC 177387485,8.344301438,1.640355937,,,,
TIC 350025943,8.343609057,0.96522985,,,,
TIC 177241675,8.343034696,2,,,,
TIC 231088674,8.342870865,2,,,,
TIC 300932792,8.342511356,2,,,,
TIC 142149242,8.339736569,2,,,,
TIC 141625311,8.336325334,2,,,,
TIC 348998032,8.3361222,2,,,,
TIC 140692697,8.335482588,1.251652596,,,,
TIC 29832596,8.33423259,1.268998979,,,,
TIC 349965174,8.331272369,2,,,,
TIC 271906149,8.329712008,2,,,,
TIC 141608656,8.329245389,2,,,,
TIC 410447612,8.327525991,2,,,,
TIC 149989535,8.325904987,0.682787327,,,,
TIC 167889709,8.323274515,0.719905124,,,,
TIC 176986705,8.322025445,2,,,,
TIC 294981517,8.320384757,2,,,,
TIC 262496649,8.320288622,0.541851584,,,,
TIC 31270220,8.318513916,2,,,,
TIC 150272133,8.316907507,1.613175114,,,,
TIC 220436471,8.315298658,2,,,,
TIC 278989077,8.314044256,0.550977978,,,,
TIC 364303578,8.313555485,1.950817026,,,,
TIC 349525177,8.313395617,2,,,,
TIC 38682081,8.30769262,0.469165937,,,,
TIC 339861211,8.307253267,2,,,,
TIC 300935201,8.305095137,2,,,,
TIC 350026449,8.304703516,1.430824084,,,,
TIC 453099992,8.304609003,2,,,,
TIC 279572710,8.302497771,0.507516804,,,,
TIC 370041189,8.302232834,1.255966119,,,,
TIC 30034777,8.298745244,1.333194896,,,,
TIC 177284911,8.297721941,0.710342637,,,,
TIC 370104536,8.297007611,2,,,,
TIC 278863396,8.29339392,1.451250279,,,,
TIC 177253314,8.29209484,1.291321543,,,,
TIC 349093389,8.292006227,1.95667126,,,,
TIC 300603479,8.288726579,2,,,,
TIC 272087149,8.288293062,1.967253663,,,,
TIC 25133379,8.287958248,1.080690595,,,,
TIC 141473466,8.287613206,1.96324474,,,,
TIC 167340438,8.287022384,0.471649848,,,,
TIC 348963098,8.286447388,2,,,,
TIC 38815609,8.285235259,2,,,,
TIC 306469437,8.284638002,2,,,,
TIC 294328158,8.282812441,0.502256308,,,,
TIC 349055378,8.282781868,0.466055679,,,,
TIC 279055129,8.281432669,2,,,,
TIC 262497878,8.279104103,2,,,,
TIC 167654575,8.276055221,2,,,,
TIC 141268238,8.275468638,2,,,,
TIC 177253887,8.274773543,1.565049578,,,,
TIC 271906793,8.273892212,0.549108195,,,,
TIC 167887201,8.273879514,0.558164867,,,,
TIC 176954258,8.272526443,2,,,,
TIC 231122010,8.271186425,2,,,,
TIC 260658263,8.271075876,2,,,,
TIC 167698704,8.270837031,0.806382609,,,,
TIC 220454593,8.269398227,0.472173481,,,,
TIC 140577947,8.268720802,0.909037939,,,,
TIC 29828789,8.267322977,0.738263717,,,,
TIC 31307125,8.265354512,2,,,,
TIC 349097063,8.264252854,0.52810008,,,,
TIC 167338893,8.262103609,0.703763881,,,,
TIC 149631360,8.258068465,1.292979296,,,,
TIC 350027221,8.257627166,2,,,,
TIC 141607883,8.257420159,2,,,,
TIC 300600196,8.253316488,1.130212934,,,,
TIC 177350881,8.251976603,0.901723589,,,,
TIC 349910874,8.246570661,0.742834367,,,,
TIC 30264782,8.245946622,2,,,,
TIC 306900517,8.243464307,2,,,,
TIC 220401647,8.240508545,0.581893101,,,,
TIC 350622434,8.239103377,2,,,,
TIC 350026895,8.237859944,0.472177226,,,,
TIC 374943937,8.235416735,0.495110977,,,,
TIC 25154822,8.231270014,1.275839333,,,,
TIC 300446442,8.229694188,2,,,,
TIC 349646473,8.228847579,1.288793232,,,,
TIC 150321925,8.226243179,2,,,,
TIC 349310417,8.226115727,0.914182117,,,,
TIC 41030783,8.225101165,0.545012135,,,,
TIC 167812023,8.224631902,1.750373624,,,,
TIC 294667108,8.224206171,2,,,,
TIC 271696822,8.222916558,0.477466625,,,,
TIC 358112472,8.222572605,0.59811026,,,,
TIC 388130214,8.22207924,1.016908925,,,,
TIC 271640629,8.221003277,1.039944678,,,,
TIC 25194832,8.218511374,0.663061771,,,,
TIC 38679278,8.218162799,0.510492652,,,,
TIC 150275164,8.217773935,2,,,,
TIC 279249156,8.217565755,2,,,,
TIC 375056849,8.21747788,1.277917935,,,,
TIC 220419144,8.21723983,2,,,,
TIC 349832645,8.216282593,2,,,,
TIC 141280342,8.212305177,2,,,,
TIC 38710457,8.208599969,2,,,,
TIC 55501673,8.20790251,2,,,,
TIC 364424661,8.207768411,0.788319135,,,,
TIC 55746542,8.203347842,1.266848136,,,,
TIC 348843066,8.203298875,0.483426528,,,,
TIC 167572080,8.201791833,2,,,,
TIC 364327160,8.201089777,0.821883867,,,,
TIC 29779237,8.198727269,0.592576372,,,,
TIC 349093442,8.197274835,2,,,,
TIC 350519227,8.195095668,0.842777874,,,,
TIC 300745262,8.194160752,2,,,,
TIC 349648554,8.191960708,2,,,,
TIC 300606074,8.188961576,2,,,,
TIC 271639126,8.188123259,2,,,,
TIC 149934667,8.188111367,0.464823498,,,,
TIC 167421632,8.188005066,1.58704098,,,,
TIC 375036569,8.187451859,2,,,,
TIC 231091375,8.186854101,2,,,,
TIC 38812682,8.186780049,1.530584581,,,,
TIC 349766259,8.185482487,2,,,,
TIC 299945749,8.184727767,1.504084134,,,,
TIC 220424236,8.177200144,2,,,,
TIC 271723587,8.176013201,2,,,,
TIC 150188437,8.175468071,2,,,,
TIC 260709363,8.171701462,0.948776587,,,,
TIC 55758035,8.171137695,2,,,,
TIC 279052865,8.169820372,2,,,,
TIC 167421917,8.165971101,2,,,,
TIC 300745905,8.165110788,2,,,,
TIC 382625439,8.16478367,1.794318041,,,,
TIC 140688763,8.16211889,2,,,,
TIC 177288144,8.16129877,2,,,,
TIC 349787096,8.160535737,1.836157866,,,,
TIC 149972004,8.159777402,1.419106358,,,,
TIC 150271955,8.158937258,2,,,,
TIC 300704850,8.157566499,2,,,,
TIC 271893349,8.151445219,0.761946982,,,,
TIC 150427826,8.150776208,2,,,,
TIC 38812757,8.148092716,1.050972626,,,,
TIC 220425840,8.146886818,2,,,,
TIC 349272484,8.14548185,1.972154752,,,,
TIC 177165598,8.145408937,2,,,,
TIC 167651166,8.14455499,2,,,,
TIC 167750621,8.144365096,1.192191307,,,,
TIC 294927880,8.143728626,0.510260485,,,,
TIC 142081711,8.142590409,0.483137833,,,,
TIC 220414177,8.139677901,1.83615964,,,,
TIC 149902131,8.138264266,1.032578572,,,,
TIC 29828776,8.137394676,2,,,,
TIC 38711057,8.135993159,1.457040281,,,,
TIC 308544813,8.135761635,2,,,,
TIC 278777529,8.135691524,0.724334159,,,,
TIC 55651856,8.135581614,1.158321807,,,,
TIC 293272736,8.134691237,0.712518126,,,,
TIC 271694430,8.13268272,2,,,,
TIC 31103900,8.132641055,2,,,,
TIC 374910403,8.132260237,2,,,,
TIC 142144661,8.130476133,2,,,,
TIC 349966031,8.129495167,1.232057113,,,,
TIC 40975950,8.128004392,0.764861482,,,,
TIC 375037368,8.127374627,1.108962451,,,,
TIC 260640234,8.125076663,1.390224932,,,,
TIC 231120775,8.124718702,0.946801472,,,,
TIC 167572061,8.12470849,2,,,,
TIC 29759781,8.123673436,1.285637102,,,,
TIC 370039913,8.119216755,2,,,,
TIC 349371100,8.116497707,2,,,,
TIC 370038606,8.11528107,1.630516377,,,,
TIC 391927564,8.114905603,0.622960733,,,,
TIC 141766144,8.113507963,0.85865158,,,,
TIC 370040345,8.112939509,0.494781903,,,,
TIC 348843385,8.107307994,1.429514271,,,,
TIC 300654977,8.105561513,1.260674498,,,,
TIC 278731570,8.102641314,2,,,,
TIC 284194251,8.10166304,2,,,,
TIC 382628591,8.099636314,2,,,,
TIC 220411087,8.09922295,2,,,,
TIC 349677436,8.099075338,1.424451186,,,,
TIC 29759834,8.098795879,0.601731805,,,,
TIC 231121961,8.098571588,1.83015039,,,,
TIC 300291578,8.097550022,1.390913825,,,,
TIC 278989910,8.095933997,1.184569408,,,,
TIC 41175901,8.095329729,1.87551763,,,,
TIC 30034011,8.092538269,2,,,,
TIC 150300045,8.092189678,1.09819191,,,,
TIC 177034453,8.090113479,2,,,,
TIC 375033878,8.085663237,0.63571142,,,,
TIC 349965564,8.084959043,0.603198566,,,,
TIC 140659331,8.084392135,2,,,,
TIC 55662389,8.083947508,2,,,,
TIC 38759750,8.081441617,2,,,,
TIC 260636889,8.081119561,0.737404043,,,,
TIC 453078905,8.08056179,1.678138501,,,,
TIC 293970732,8.07993316,2,,,,
TIC 358158817,8.079756335,1.359413205,,,,
TIC 262614388,8.079676708,0.699470417,,,,
TIC 278957489,8.076188187,0.567005246,,,,
TIC 167892412,8.075569519,2,,,,
TIC 41083958,8.073299785,1.47291995,,,,
TIC 177283427,8.070541484,2,,,,
TIC 358112022,8.06755966,2,,,,
TIC 142105688,8.067141165,2,,,,
TIC 260655292,8.065711138,2,,,,
TIC 349903021,8.065495931,1.009231936,,,,
TIC 279087820,8.065487647,0.936870626,,,,
TIC 260502379,8.06312888,1.696807719,,,,
TIC 262498056,8.061912121,2,,,,
TIC 142145711,8.061092501,2,,,,
TIC 149935251,8.060462831,1.071906928,,,,
TIC 177167362,8.056825148,2,,,,
TIC 391901513,8.055747346,1.162561102,,,,
TIC 231120466,8.05182187,2,,,,
TIC 30312437,8.048777681,2,,,,
TIC 453102231,8.046428073,0.672817977,,,,
TIC 364392579,8.042950995,2,,,,
TIC 38423964,8.041639089,0.473658844,,,,
TIC 278991980,8.04043579,2,,,,
TIC 55851881,8.038935252,0.842178498,,,,
TIC 38602516,8.038815463,1.243989478,,,,
TIC 300324610,8.038546098,2,,,,
TIC 284194782,8.037445567,2,,,,
TIC 349764259,8.037157996,0.616307836,,,,
TIC 38909624,8.035697276,2,,,,
TIC 176956551,8.034337577,1.040006649,,,,
TIC 300866379,8.034104364,2,,,,
TIC 260710690,8.033231346,1.170319667,,,,
TIC 374944178,8.031193356,1.426306455,,,,
TIC 308399538,8.029266044,2,,,,
TIC 300291605,8.028703291,0.522783853,,,,
TIC 410448873,8.0282549,2,,,,
TIC 150062502,8.027498111,1.789676377,,,,
TIC 370105008,8.025620678,2,,,,
TIC 167526653,8.02457966,0.570524341,,,,
TIC 55651898,8.024565707,1.037791691,,,,
TIC 40346292,8.024158775,2,,,,
TIC 167692014,8.023874421,2,,,,
TIC 231072132,8.021796399,2,,,,
TIC 299945458,8.017262637,0.465586451,,,,
TIC 308398269,8.016919544,2,,,,
TIC 349410249,8.01404793,1.096947568,,,,
TIC 260635458,8.013563055,2,,,,
TIC 271811192,8.012764452,1.248688257,,,,
TIC 149976623,8.011382455,2,,,,
TIC 167341296,8.009798654,1.51973666,,,,
TIC 300814115,8.008293934,0.944684169,,,,
TIC 278989095,8.007319469,2,,,,
TIC 382573868,8.004874703,2,,,,
TIC 370041345,8.004275826,0.785495853,,,,
TIC 370228223,8.003589778,2,,,,
TIC 167554464,8.002472496,2,,,,
TIC 350335823,8.001322847,0.485534464,,,,
TIC 167366306,7.998735139,0.575084869,,,,
TIC 231076825,7.998226896,1.905305454,,,,
TIC 140576147,7.99725041,0.634589798,,,,
TIC 150299058,7.997051909,2,,,,
TIC 179582003,7.993066489,2,,,,
TIC 167718241,7.992837283,2,,,,
TIC 167206224,7.99247192,0.482013653,,,,
TIC 141186325,7.99206103,2,,,,
TIC 176954446,7.989992319,2,,,,
TIC 294978005,7.989320054,1.745258043,,,,
TIC 33835422,7.987526944,2,,,,
TIC 167550747,7.986692312,2,,,,
TIC 358510088,7.985998184,2,,,,
TIC 149976587,7.981616574,0.501268905,,,,
TIC 271595897,7.979941566,2,,,,
TIC 349196677,7.978360316,0.62835167,,,,
TIC 349764939,7.977994263,0.470903378,,,,
TIC 177352495,7.977311056,2,,,,
TIC 220427827,7.977084419,1.383118365,,,,
TIC 279248860,7.976366065,2,,,,
TIC 220435257,7.975891817,2,,,,
TIC 149601637,7.975126036,0.506615,,,,
TIC 167168521,7.973632218,2,,,,
TIC 300740613,7.97153376,2,,,,
TIC 299945290,7.969756063,2,,,,
TIC 300015077,7.969582154,2,,,,
TIC 55365659,7.968449217,2,,,,
TIC 358181622,7.968289257,0.794305553,,,,
TIC 231083488,7.967634704,2,,,,
TIC 167363521,7.966341188,1.781663874,,,,
TIC 350139982,7.964690925,0.590141428,,,,
TIC 220404302,7.963879549,2,,,,
TIC 231077523,7.961463233,2,,,,
TIC 141413310,7.959947467,1.711544521,,,,
TIC 388131319,7.957145526,2,,,,
TIC 278955633,7.957065807,0.534009804,,,,
TIC 358155082,7.956596947,0.599564956,,,,
TIC 220436113,7.956395767,1.695181012,,,,
TIC 404842607,7.955840889,0.469196542,,,,
TIC 25153020,7.952850867,2,,,,
TIC 141547396,7.952506849,2,,,,
TIC 350521073,7.951350137,2,,,,
TIC 38700281,7.948940144,0.496727267,,,,
TIC 278683030,7.948189069,1.77941904,,,,
TIC 55388378,7.947402626,1.405487057,,,,
TIC 279053204,7.946823797,0.839823847,,,,
TIC 300244532,7.946029166,2,,,,
TIC 167718729,7.945149427,0.820580407,,,,
TIC 55299078,7.942481948,0.886784,,,,
TIC 142109484,7.941777425,0.69793865,,,,
TIC 38607979,7.940728247,0.483196481,,,,
TIC 300015831,7.940374803,2,,,,
TIC 349483586,7.939752727,2,,,,
TIC 177113395,7.939691903,2,,,,
TIC 278777156,7.93781599,1.059612243,,,,
TIC 279089286,7.937593919,2,,,,
TIC 391923111,7.937441078,2,,,,
TIC 220435595,7.936162086,2,,,,
TIC 294273376,7.933288664,2,,,,
TIC 382579322,7.932959073,0.731842101,,,,
TIC 300938404,7.930178338,1.058063643,,,,
TIC 150298573,7.929410982,2,,,,
TIC 306735920,7.927436303,2,,,,
TIC 38909559,7.927281753,1.973392238,,,,
TIC 300446538,7.92623062,0.631916963,,,,
TIC 349308574,7.925639361,2,,,,
TIC 29761024,7.924327045,2,,,,
TIC 348997307,7.922871927,0.464853124,,,,
TIC 220475350,7.922282845,1.735891377,,,,
TIC 375036471,7.921908648,2,,,,
TIC 167043003,7.920813706,2,,,,
TIC 176873984,7.920537835,2,,,,
TIC 279055706,7.91993128,2,,,,
TIC 349091055,7.91765654,0.572866512,,,,
TIC 278990549,7.916461755,2,,,,
TIC 349785947,7.916097055,2,,,,
TIC 284194948,7.916095365,2,,,,
TIC 278898103,7.914913704,0.598164508,,,,
TIC 350584993,7.914586001,0.700993553,,,,
TIC 350622392,7.91373949,0.530054523,,,,
TIC 167364735,7.912604879,2,,,,
TIC 25196099,7.911950716,1.357309083,,,,
TIC 349523766,7.911672051,0.774066033,,,,
TIC 33879475,7.910669953,0.48544872,,,,
TIC 278730445,7.910438487,1.998214126,,,,
TIC 300655891,7.910283098,0.465245895,,,,
TIC 372909500,7.908093352,2,,,,
TIC 38461312,7.907290827,2,,,,
TIC 279482117,7.905427881,0.466495544,,,,
TIC 279478380,7.903462619,2,,,,
TIC 141546264,7.903086036,2,,,,
TIC 300810185,7.90166974,2,,,,
TIC 140754783,7.901493412,0.490072972,,,,
TIC 38695728,7.900412624,0.811728317,,,,
TIC 350144909,7.900108724,0.793183752,,,,
TIC 300863820,7.89324487,0.609912759,,,,
TIC 142142488,7.89221363,1.426126651,,,,
TIC 141526671,7.891258243,2,,,,
TIC 389921780,7.890926681,2,,,,
TIC 55272643,7.890832842,2,,,,
TIC 38634591,7.889951367,1.402693276,,,,
TIC 340135518,7.889481144,0.539309871,,,,
TIC 294667110,7.888722536,0.475132784,,,,
TIC 55274413,7.887575872,0.619997666,,,,
TIC 150067087,7.887343342,0.629966252,,,,
TIC 141711008,7.885524987,0.705262887,,,,
TIC 55747036,7.884327388,2,,,,
TIC 370100920,7.883817385,1.576867507,,,,
TIC 55271973,7.883608648,1.001830444,,,,
TIC 167754440,7.881988915,2,,,,
TIC 260710427,7.881577255,2,,,,
TIC 150164445,7.880884529,0.47921158,,,,
TIC 55558491,7.87943996,2,,,,
TIC 350098049,7.877099796,2,,,,
TIC 374943939,7.87654151,1.829569097,,,,
TIC 349096145,7.874631681,0.885223475,,,,
TIC 350142567,7.874250931,1.383542123,,,,
TIC 25133372,7.873721198,2,,,,
TIC 150247353,7.868128072,2,,,,
TIC 370041594,7.867840316,0.497274075,,,,
TIC 38941108,7.867293505,2,,,,
TIC 150361375,7.86569401,2,,,,
TIC 349762822,7.865420539,2,,,,
TIC 177242586,7.863344939,0.982553706,,,,
TIC 349310572,7.862694673,2,,,,
TIC 260709215,7.862592284,0.830999187,,,,
TIC 349525201,7.860955883,2,,,,
TIC 300086344,7.860022288,2,,,,
TIC 349369816,7.857725964,2,,,,
TIC 358110345,7.857334807,2,,,,
TIC 31028580,7.856327569,0.586049654,,,,
TIC 231074323,7.85504302,2,,,,
TIC 349764664,7.853670706,0.63683012,,,,
TIC 220475225,7.851376079,1.955894853,,,,
TIC 350652801,7.849681693,1.886809426,,,,
TIC 349152875,7.84495127,1.747384262,,,,
TIC 140663486,7.843957147,2,,,,
TIC 349907153,7.842605743,0.961255607,,,,
TIC 278826456,7.841931774,2,,,,
TIC 300324646,7.841685421,0.582674305,,,,
TIC 349478461,7.838740972,2,,,,
TIC 55274040,7.837850847,2,,,,
TIC 41108842,7.834601443,2,,,,
TIC 381952499,7.833455072,2,,,,
TIC 300033470,7.833419282,0.579242591,,,,
TIC 167206845,7.831671138,2,,,,
TIC 278861020,7.831363387,1.47241561,,,,
TIC 38695786,7.831195322,0.52891152,,,,
TIC 348958418,7.830597738,0.465223071,,,,
TIC 150275504,7.830101988,2,,,,
TIC 350716058,7.829549774,1.529713353,,,,
TIC 300743957,7.829399834,0.608966628,,,,
TIC 25155505,7.828690803,2,,,,
TIC 271906600,7.828416387,0.733525648,,,,
TIC 140609730,7.828008521,2,,,,
TIC 349478347,7.823164647,2,,,,
TIC 177350828,7.822546671,0.532654429,,,,
TIC 391926424,7.822377192,2,,,,
TIC 150321885,7.820719844,1.424016821,,,,
TIC 300868265,7.820430115,1.022622698,,,,
TIC 30269275,7.818621206,0.538554448,,,,
TIC 389618003,7.816188723,2,,,,
TIC 294781275,7.815738021,2,,,,
TIC 38814183,7.815239718,1.469805482,,,,
TIC 453081706,7.813752154,2,,,,
TIC 38696695,7.813722739,2,,,,
TIC 167248904,7.811536021,0.937854194,,,,
TIC 278898160,7.811533049,1.033964167,,,,
TIC 300449551,7.811379256,1.38187371,,,,
TIC 382437808,7.808644856,1.941403894,,,,
TIC 167361917,7.805236219,2,,,,
TIC 149935148,7.804993644,0.472638289,,,,
TIC 349967445,7.80474179,2,,,,
TIC 31529973,7.804564415,2,,,,
TIC 349479742,7.802881576,2,,,,
TIC 220425768,7.801770701,2,,,,
TIC 300446648,7.801558041,2,,,,
TIC 167888965,7.795941752,2,,,,
TIC 176983764,7.79523544,2,,,,
TIC 167303335,7.794839657,1.064954186,,,,
TIC 300510525,7.79185621,2,,,,
TIC 55364939,7.789747493,2,,,,
TIC 349369852,7.787157083,2,,,,
TIC 300509038,7.784713296,2,,,,
TIC 375089071,7.784032916,2,,,,
TIC 271797917,7.782885079,0.64410063,,,,
TIC 167749054,7.777957678,2,,,,
TIC 167603080,7.777415945,2,,,,
TIC 350098335,7.77735891,2,,,,
TIC 177118079,7.772322778,2,,,,
TIC 279157652,7.770462251,0.600211648,,,,
TIC 300808633,7.768887837,2,,,,
TIC 177255132,7.767466921,0.465018981,,,,
TIC 55294570,7.765995561,0.550343378,,,,
TIC 167698363,7.765895103,0.480696387,,,,
TIC 300653830,7.763696922,2,,,,
TIC 150250323,7.763499883,2,,,,
TIC 349090950,7.760947684,1.195512406,,,,
TIC 294052123,7.759679181,2,,,,
TIC 300384266,7.75864797,2,,,,
TIC 293973455,7.757769208,2,,,,
TIC 55270731,7.757682779,2,,,,
TIC 278774847,7.75372879,0.623145943,,,,
TIC 294786430,7.753119269,2,,,,
TIC 177168527,7.751155599,0.964556208,,,,
TIC 29778482,7.75108826,1.984839828,,,,
TIC 55603220,7.749925805,2,,,,
TIC 38632636,7.749759687,2,,,,
TIC 382572768,7.748685254,2,,,,
TIC 150323054,7.748605183,2,,,,
TIC 177282091,7.745945713,2,,,,
TIC 350713181,7.744648165,0.613357622,,,,
TIC 300380416,7.744209853,2,,,,
TIC 391926629,7.743532775,1.664118305,,,,
TIC 300011255,7.742898455,2,,,,
TIC 260605719,7.741536708,0.577246504,,,,
TIC 300657732,7.740036876,2,,,,
TIC 149991793,7.737964845,0.483429167,,,,
TIC 220460996,7.737361797,2,,,,
TIC 349056247,7.735456512,2,,,,
TIC 340066478,7.735278724,0.992262391,,,,
TIC 349194468,7.734918027,2,,,,
TIC 278780087,7.734798241,1.448614191,,,,
TIC 370040606,7.733975014,0.514231958,,,,
TIC 220431478,7.73193929,2,,,,
TIC 350344081,7.730527273,2,,,,
TIC 372848000,7.730425731,0.466895488,,,,
TIC 279218051,7.728911797,0.909874707,,,,
TIC 55662599,7.728867697,2,,,,
TIC 140800506,7.72797928,2,,,,
TIC 177351930,7.726040362,2,,,,
TIC 299943923,7.724510226,1.444875655,,,,
TIC 349191769,7.723018702,1.920121431,,,,
TIC 453097171,7.722248949,2,,,,
TIC 38707633,7.721826991,0.540287449,,,,
TIC 300604929,7.718311123,2,,,,
TIC 294749823,7.717029487,2,,,,
TIC 140854892,7.714706511,0.802238169,,,,
TIC 375090539,7.713712087,0.820930934,,,,
TIC 271695144,7.711985726,0.769246407,,,,
TIC 271798072,7.709900406,0.52762134,,,,
TIC 349269873,7.709165614,2,,,,
TIC 55746625,7.707882724,0.64638185,,,,
TIC 177081002,7.704962941,2,,,,
TIC 177161843,7.704018593,2,,,,
TIC 389920453,7.702793672,2,,,,
TIC 167793732,7.701597981,2,,,,
TIC 300602726,7.701380877,2,,,,
TIC 150300076,7.697193345,2,,,,
TIC 370040307,7.696579219,2,,,,
TIC 150105316,7.695946603,2,,,,
TIC 220404357,7.69383335,2,,,,
TIC 300324480,7.692921389,1.95046257,,,,
TIC 140600487,7.692015802,1.966267554,,,,
TIC 349681888,7.688664846,2,,,,
TIC 140527623,7.688206776,1.82802131,,,,
TIC 358511171,7.687002771,2,,,,
TIC 38696526,7.686887367,0.466993546,,,,
TIC 391946961,7.686355332,2,,,,
TIC 31315185,7.684028882,0.987040575,,,,
TIC 167367801,7.683979294,2,,,,
TIC 177167539,7.683311309,0.470735629,,,,
TIC 453099904,7.682278766,0.826190995,,,,
TIC 349969739,7.681787323,2,,,,
TIC 294781518,7.680904992,0.489816409,,,,
TIC 55746163,7.678899043,0.533773689,,,,
TIC 278991083,7.678058255,1.678933248,,,,
TIC 55268946,7.677136992,1.239776158,,,,
TIC 149935053,7.676365562,2,,,,
TIC 358112604,7.676028416,1.281617155,,,,
TIC 271810472,7.675103114,0.713755819,,,,
TIC 293348209,7.674809599,2,,,,
TIC 388131072,7.673207166,0.477140594,,,,
TIC 279517378,7.672803245,1.198767169,,,,
TIC 177283740,7.671918719,2,,,,
TIC 141607898,7.668918023,2,,,,
TIC 167164714,7.668209433,0.635345142,,,,
TIC 349308458,7.667274469,2,,,,
