Name,prot,e_prot
KIC 7128882,12.597,0.117
KIC 7128666,2.904,0.056
KIC 7125585,21.173,0.185
KIC 7124624,30.933,1.272
KIC 7124489,17.013,0.148
KIC 7123950,19.177,3.221
KIC 7123751,19.34,3.796
KIC 7123746,6.433,0.024
KIC 7123708,10.207,1.967
KIC 7123354,34.052,1.14
KIC 7123139,9.494,0.219
KIC 7122963,3.248,0.079
KIC 7122876,24.171,0.325
KIC 7122770,16.796,0.646
KIC 7122635,29.043,0.382
KIC 7122598,4.229,0.056
KIC 7122271,13.956,0.046
KIC 7122150,41.261,1.158
KIC 7121991,9.076,0.308
KIC 7121724,30.308,0.777
KIC 7121664,32.965,1.479
KIC 7121359,20.627,0.568
KIC 7121323,23.072,0.118
KIC 7121281,25.333,0.014
KIC 7121280,19.79,3.061
KIC 7121181,33.764,0.754
KIC 7121009,19.2,1.298
KIC 7120433,14.498,3.138
KIC 7120426,13.088,1.923
KIC 7120347,21.742,0.462
KIC 7120184,26.346,1.029
KIC 7120159,7.806,0.067
KIC 7119971,29.635,0.199
KIC 7119872,16.457,0.548
KIC 7119759,32.932,0.731
KIC 7119648,10.078,0.043
KIC 7119629,21.604,0.031
KIC 7119412,41.685,2.519
KIC 7119359,17.718,0.145
KIC 7119231,14.445,0.355
KIC 7119024,28.325,0.545
KIC 7119007,20.381,0.706
KIC 7118902,38.782,0.264
KIC 7118825,19.946,0.179
KIC 7118124,59.37,13.25
KIC 7118070,7.387,1.221
KIC 7118061,40.265,5.591
KIC 7118047,23.637,0.189
KIC 7117918,29.264,0.296
KIC 7117740,22.14,4.302
KIC 7117710,28.25,5.128
KIC 7117506,22.112,0.025
KIC 7117444,16.543,0.389
KIC 7117378,6.799,0.015
KIC 7117348,11.969,0.013
KIC 7117330,24.871,0.67
KIC 7117075,4.22,0.727
KIC 7116851,8.648,0.003
KIC 7116849,18.639,0.077
KIC 7116632,9.462,0.064
KIC 7116561,23.31,0.092
KIC 7116137,6.228,0.121
KIC 7116046,32.806,5.966
KIC 7115228,0.582,0.005
KIC 7110529,30.292,1.033
KIC 7110380,7.644,0.274
KIC 7110195,10.34,0.033
KIC 7110188,22.945,0.894
KIC 7110077,22.314,0.087
KIC 7110037,4.607,0.108
KIC 7109367,19.882,0.098
KIC 7109024,6.263,1.632
KIC 7108942,6.181,1.095
KIC 7108547,24.728,0.692
KIC 7108428,25.633,0.527
KIC 7108212,16.47,0.102
KIC 7108115,7.517,
KIC 7107762,0.543,0.003
KIC 7107707,25.737,0.427
KIC 7107642,13.521,0.094
KIC 7107393,20.628,4.116
KIC 7107333,34.269,1.026
KIC 7107330,1.112,
KIC 7106877,2.685,
KIC 7106833,11.514,1.893
KIC 7106802,28.495,6.434
KIC 7106453,27.432,4.697
KIC 7106335,25.411,0.768
KIC 7106324,25.037,0.217
KIC 7105969,19.062,1.801
KIC 7105834,60.55,0.202
KIC 7105703,32.105,0.824
KIC 7105665,25.467,0.263
KIC 7105518,19.64,0.289
KIC 7105442,17.725,0.112
KIC 7105391,25.532,1.183
KIC 7104891,13.604,0.014
KIC 7104854,10.797,0.036
KIC 7104554,15.223,0.18
KIC 7104378,1.909,0.003
KIC 7104250,15.33,0.03
KIC 7104190,25.088,0.611
KIC 7104140,21.739,0.947
KIC 7103401,11.242,0.011
KIC 7103084,33.787,5.564
KIC 7103075,32.712,0.348
KIC 7102876,10.932,0.217
KIC 7102661,18.802,0.086
KIC 7102607,17.246,0.219
KIC 7102500,7.497,0.074
KIC 7102217,38.695,0.439
KIC 7102122,20.948,0.131
KIC 7101990,33.317,4.299
KIC 7101926,43.677,8.554
KIC 7101818,17.607,0.078
KIC 7101763,22.225,0.117
KIC 7101732,24.503,0.129
KIC 7101648,27.811,0.247
KIC 7101552,22.492,0.785
KIC 7101426,14.203,0.016
KIC 7100959,19.446,0.985
KIC 7100892,24.146,0.153
KIC 7100632,26.542,0.127
KIC 7098363,16.01,2.919
KIC 7098196,19.238,0.203
KIC 7097873,7.159,0.113
KIC 7097619,16.071,2.502
KIC 7097328,38.487,4.893
KIC 7094821,4.333,0.308
KIC 7093688,42.509,0.567
KIC 7093599,20.049,0.104
KIC 7093547,27.618,0.969
KIC 7093456,13.31,0.125
KIC 7093299,17.636,0.17
KIC 7093228,28.066,0.223
KIC 7091849,12.37,
KIC 7091649,54.083,1.205
KIC 7091606,19.176,0.215
KIC 7090515,32.413,1.392
KIC 7090405,26.83,0.238
KIC 7060864,14.467,0.294
KIC 7060301,12.463,0.031
KIC 7060028,2.175,0.003
KIC 7053442,14.588,0.079
KIC 7053334,12.908,0.017
KIC 7053209,23.135,0.071
KIC 7053151,20.059,0.165
KIC 7052321,5.023,0.018
KIC 7051706,24.928,1.132
KIC 7051673,14.733,0.625
KIC 7051516,21.645,
KIC 7050820,34.196,4.529
KIC 7050733,28.76,4.138
KIC 7050682,32.302,2.475
KIC 7050319,20.439,0.095
KIC 7050217,34.09,0.118
KIC 7050128,1.517,0.008
KIC 7049861,26.951,0.873
KIC 7049790,19.865,0.03
KIC 7049642,18.936,0.785
KIC 7049521,36.573,0.173
KIC 7049336,21.948,0.069
KIC 7049294,19.747,0.28
KIC 7049247,31.11,0.153
KIC 7049056,4.695,0.058
KIC 7048912,15.494,0.044
KIC 7048415,33.291,1.248
KIC 7048365,10.288,0.058
KIC 7048098,31.393,0.993
KIC 7048090,31.054,1.236
KIC 7047979,22.13,0.168
KIC 7047754,26.17,0.11
KIC 7047750,23.19,0.159
KIC 7047697,1.053,
KIC 7047455,16.713,0.15
KIC 7047197,34.475,0.237
KIC 7046966,17.943,0.193
KIC 7046921,31.327,0.127
KIC 7046300,24.954,0.225
KIC 7046148,2.219,0.026
KIC 7046116,8.354,0.273
KIC 7045685,1.293,
KIC 7045572,4.084,
KIC 7045365,20.158,0.472
KIC 7045142,11.721,0.039
KIC 7045042,3.057,0.014
KIC 7044966,36.607,7.196
KIC 7044961,11.854,0.015
KIC 7044891,26.553,0.133
KIC 7044734,11.195,0.045
KIC 7042093,0.202,0.004
KIC 7041927,15.638,0.128
KIC 7041883,17.944,0.143
KIC 7041815,9.197,0.206
KIC 7041618,28.495,6.087
KIC 7041554,29.189,6.014
KIC 7041229,2.699,
KIC 7040906,25.149,1.735
KIC 7040826,42.819,6.266
KIC 7039671,21.051,0.203
KIC 7039617,26.109,0.166
KIC 7039612,15.964,0.301
KIC 7039421,0.827,0.016
KIC 7039125,11.535,2.508
KIC 7039007,1.077,
KIC 7038675,26.033,0.187
KIC 7038138,34.952,4.483
KIC 7037895,32.499,0.89
KIC 7037804,24.431,0.492
KIC 7037766,26.842,0.126
KIC 7037605,3.913,0.519
KIC 7037362,20.139,0.189
KIC 7037146,11.241,0.031
KIC 7037130,26.304,0.423
KIC 7037037,19.526,0.325
KIC 7036952,19.05,0.044
KIC 7036755,3.78,0.006
KIC 7036401,19.671,0.331
KIC 7036334,27.257,0.136
KIC 7036256,20.873,3.968
KIC 7036209,38.611,0.354
KIC 7036086,26.953,2.369
KIC 7035911,12.887,0.363
KIC 7035860,25.593,0.22
KIC 7035844,12.81,0.096
KIC 7035766,36.607,5.922
KIC 7035394,1.107,
KIC 7035373,40.534,0.214
KIC 7035274,1.78,0.041
KIC 7035183,17.038,0.368
KIC 7035179,1.528,
KIC 7034773,46.008,0.346
KIC 7034555,11.751,0.011
KIC 7034341,16.877,0.756
KIC 7033936,23.856,3.924
KIC 7033849,3.978,0.056
KIC 7033756,13.884,0.027
KIC 7033421,10.023,1.714
KIC 7033055,20.24,0.592
KIC 7033041,20.893,3.616
KIC 7032946,40.205,0.359
KIC 7032218,16.091,2.788
KIC 7031781,28.547,0.188
KIC 7031686,20.497,
KIC 7031477,28.199,0.314
KIC 7031341,21.137,0.159
KIC 7031340,49.944,0.217
KIC 7026412,4.138,0.005
KIC 7026202,50.452,3.184
KIC 7026127,13.753,0.023
KIC 7025956,34.681,0.195
KIC 7025006,60.637,7.985
KIC 7024928,3.367,
KIC 7024674,25.674,0.206
KIC 7024569,20.425,0.235
KIC 7024284,23.82,0.141
KIC 7024249,40.466,2.711
KIC 7024230,35.294,0.863
KIC 7023973,31.661,2.181
KIC 7023440,32.827,1.309
KIC 7023432,14.788,0.233
KIC 7023246,6.298,0.458
KIC 7023219,27.378,1.005
KIC 7023110,0.542,0.005
KIC 7023070,21.483,0.076
KIC 7022889,13.003,0.03
KIC 7022813,17.318,0.413
KIC 7022757,19.289,0.099
KIC 7022598,19.413,0.094
KIC 7022432,48.51,0.588
KIC 7022345,27.34,4.312
KIC 7022137,62.566,3.146
KIC 7022114,33.274,0.889
KIC 7022090,18.797,0.273
KIC 7021857,2.202,
KIC 7021842,25.176,0.271
KIC 7021705,32.234,5.58
KIC 7021131,0.626,0.003
KIC 7020881,24.612,0.825
KIC 7020854,35.904,0.778
KIC 7020726,23.974,0.248
KIC 7020402,15.427,0.038
KIC 7020182,0.551,0.006
KIC 7020168,39.938,8.604
KIC 7020128,9.8,0.02
KIC 7020040,29.7,5.069
KIC 7020022,9.103,
KIC 7019978,26.757,0.595
KIC 7019948,21.815,0.697
KIC 7019792,21.769,0.161
KIC 7019520,21.606,0.023
KIC 7019407,31.546,0.907
KIC 7019127,33.235,5.222
KIC 7018802,22.373,0.131
KIC 7018689,22.328,0.124
KIC 7018621,21.506,3.89
KIC 7018509,22.867,1.104
KIC 7018452,23.329,0.686
KIC 7018277,1.582,0.003
KIC 7018267,17.53,0.035
KIC 7018095,30.331,1.512
KIC 7017862,2.053,0.005
KIC 7017800,13.038,0.446
KIC 7017392,7.111,
KIC 7017239,13.315,0.009
KIC 7017186,15.771,0.04
KIC 7017065,8.567,0.011
KIC 7017021,14.262,0.214
KIC 7015082,15.467,0.057
KIC 7015048,38.712,5.984
KIC 7014579,32.879,2.801
KIC 7014552,27.863,0.568
KIC 7014525,25.326,0.186
KIC 7014297,38.1,0.724
KIC 7014223,27.524,0.119
KIC 7014119,23.475,0.264
KIC 7013818,14.949,0.064
KIC 7013575,23.758,0.079
KIC 7013557,14.601,0.046
KIC 7013398,22.122,0.554
KIC 7013200,27.78,5.174
KIC 7013064,12.628,0.16
KIC 7010201,37.888,1.585
KIC 7009601,10.219,0.02
KIC 7009207,33.913,0.938
KIC 7009168,23.524,0.402
KIC 7009163,16.783,0.163
KIC 7008115,36.277,1.162
KIC 7008064,33.256,4.361
KIC 7007715,32.182,0.7
KIC 7007666,21.821,0.382
KIC 7007244,11.576,0.155
KIC 6976666,18.992,0.053
KIC 6976424,34.044,0.583
KIC 6976219,19.158,0.423
KIC 6976008,19.541,0.067
KIC 6975380,12.883,2.464
KIC 6975143,18.307,0.108
KIC 6974999,21.241,2.598
KIC 6973813,16.918,0.458
KIC 6967075,23.22,0.166
KIC 6966817,3.795,0.025
KIC 6966566,25.066,0.198
KIC 6966246,11.288,
KIC 6966212,10.34,0.052
KIC 6966093,15.367,0.02
KIC 6965793,33.46,0.219
KIC 6965761,23.613,0.305
KIC 6964982,20.95,0.136
KIC 6964817,0.203,0.006
KIC 6964210,16.696,0.052
KIC 6964206,37.456,1.441
KIC 6963869,18.679,0.039
KIC 6963687,3.915,0.041
KIC 6963449,28.564,0.659
KIC 6963238,6.497,0.007
KIC 6963161,24.553,0.28
KIC 6962901,0.981,0.006
KIC 6962380,3.033,0.009
KIC 6962308,2.273,0.009
KIC 6961406,20.814,0.167
KIC 6961299,51.865,0.125
KIC 6961285,0.449,0.006
KIC 6961140,4.207,0.066
KIC 6961002,5.028,
KIC 6960581,17.644,4.004
KIC 6960268,28.667,0.487
KIC 6960254,26.833,0.092
KIC 6960252,19.68,1.204
KIC 6960242,24.934,0.705
KIC 6960111,51.787,0.867
KIC 6956886,13.333,2.599
KIC 6956357,20.897,0.807
KIC 6956255,11.003,0.452
KIC 6956226,16.408,0.064
KIC 6956162,10.233,0.009
KIC 6956104,4.059,0.011
KIC 6956092,7.967,0.011
KIC 6955484,26.057,0.302
KIC 6955481,19.606,3.356
KIC 6955353,10.729,0.013
KIC 6955274,29.46,0.164
KIC 6954982,13.242,0.034
KIC 6954861,10.146,0.016
KIC 6954837,22.954,0.629
KIC 6954835,29.12,0.988
KIC 6953955,38.507,5.204
KIC 6953494,26.874,0.295
KIC 6953213,27.361,0.128
KIC 6953188,30.301,0.175
KIC 6953069,0.298,0.003
KIC 6953033,28.282,1.39
KIC 6952979,25.286,0.463
KIC 6952649,24.471,0.367
KIC 6952489,6.155,0.01
KIC 6952205,2.274,0.008
KIC 6951806,22.742,0.615
KIC 6951763,31.478,5.865
KIC 6951696,18.789,2.951
KIC 6951641,26.797,0.231
KIC 6951568,30.932,0.714
KIC 6951424,13.715,0.037
KIC 6951397,11.151,0.004
KIC 6951370,22.084,0.688
KIC 6951365,31.989,7.208
KIC 6951231,1.077,
KIC 6951047,9.082,
KIC 6950532,17.11,
KIC 6950283,21.896,0.569
KIC 6950167,24.653,5.349
KIC 6949512,4.337,0.01
KIC 6949400,14.852,
KIC 6949383,15.684,0.986
KIC 6949105,54.997,13.67
KIC 6949035,20.583,0.418
KIC 6948977,24.69,0.275
KIC 6948662,23.267,0.071
KIC 6947848,17.904,0.35
KIC 6947712,23.485,0.679
KIC 6947600,50.752,1.381
KIC 6947198,27.615,1.028
KIC 6947195,1.73,
KIC 6947099,11.356,0.017
KIC 6947095,29.948,0.669
KIC 6947065,16.684,0.052
KIC 6947058,9.673,0.049
KIC 6947015,23.672,3.64
KIC 6946895,4.358,0.037
KIC 6946839,31.68,0.617
KIC 6946831,1.361,
KIC 6946702,27.588,0.994
KIC 6946700,41.817,8.899
KIC 6945890,20.443,0.158
KIC 6945578,7.266,0.02
KIC 6945529,19.381,3.137
KIC 6945320,26.123,1.659
KIC 6945246,41.372,0.925
KIC 6945219,15.795,0.253
KIC 6945017,24.749,1.065
KIC 6940818,20.841,0.164
KIC 6940654,42.39,0.215
KIC 6940497,25.948,0.672
KIC 6940386,19.627,0.108
KIC 6940255,9.827,0.153
KIC 6939874,33.003,0.793
KIC 6939837,6.364,0.036
KIC 6939715,25.783,0.113
KIC 6939314,26.915,0.047
KIC 6939047,35.06,1.54
KIC 6938635,6.332,0.018
KIC 6938373,14.455,0.076
KIC 6938365,48.132,0.21
KIC 6938077,40.656,0.417
KIC 6938023,16.037,0.388
KIC 6937961,4.127,
KIC 6937870,12.528,0.022
KIC 6937828,32.497,0.254
KIC 6937713,34.682,2.562
KIC 6937647,22.262,3.118
KIC 6937405,42.518,0.679
KIC 6937199,4.848,0.013
KIC 6937118,12.623,0.022
KIC 6936992,35.83,5.435
KIC 6936906,56.429,0.614
KIC 6936442,26.648,0.967
KIC 6936046,1.234,0.003
KIC 6935653,33.439,0.336
KIC 6935617,9.58,0.026
KIC 6935009,24.093,1.266
KIC 6934779,22.712,1.08
KIC 6934677,29.277,0.883
KIC 6934526,7.613,0.01
KIC 6934412,33.578,1.357
KIC 6934317,2.538,0.003
KIC 6934062,23.008,0.438
KIC 6933978,16.725,0.553
KIC 6933492,30.302,0.257
KIC 6933371,24.553,0.277
KIC 6933317,26.577,0.129
KIC 6933305,29.373,6.991
KIC 6933146,33.317,7.131
KIC 6932641,10.618,0.115
KIC 6932624,21.413,0.511
KIC 6932576,5.982,0.044
KIC 6932515,11.617,2.355
KIC 6932477,40.561,0.799
KIC 6932281,36.223,3.49
KIC 6932209,31.925,0.276
KIC 6932164,22.631,0.077
KIC 6932118,21.179,0.412
KIC 6929910,36.15,2.065
KIC 6929718,31.421,2.92
KIC 6929655,13.402,0.014
KIC 6929583,3.09,0.009
KIC 6929580,12.076,0.052
KIC 6929334,17.119,0.735
KIC 6929217,20.759,0.244
KIC 6929160,30.477,3.153
KIC 6928897,23.361,0.46
KIC 6928582,27.367,0.329
KIC 6927938,22.042,0.413
KIC 6927845,24.429,0.269
KIC 6927711,24.86,0.512
KIC 6927556,9.657,0.003
KIC 6927361,25.283,0.226
KIC 6925119,19.947,0.281
KIC 6924911,20.138,0.259
KIC 6924881,27.153,0.725
KIC 6923995,16.405,0.133
KIC 6923830,39.001,0.935
KIC 6923739,17.379,3.246
KIC 6923582,49.328,1.389
KIC 6922860,23.437,0.368
KIC 6922830,19.136,
KIC 6922821,9.937,0.013
KIC 6922774,29.046,0.162
KIC 6922583,16.639,0.572
KIC 6922510,7.536,
KIC 6922486,20.265,0.42
KIC 6922461,29.455,4.47
KIC 6922404,14.159,0.017
KIC 6922375,24.187,0.198
KIC 6922190,33.757,3.699
KIC 6922183,26.461,0.08
KIC 6922170,23.325,4.343
KIC 6922010,44.047,0.345
KIC 6921821,37.261,7.167
KIC 6891253,2.229,0.051
KIC 6891160,6.569,0.047
KIC 6891124,3.33,0.239
KIC 6890846,37.865,0.325
KIC 6890727,16.688,0.057
KIC 6890577,11.937,
KIC 6890293,31.25,2.137
KIC 6890132,6.33,0.105
KIC 6889649,23.819,0.589
KIC 6889565,22.188,0.061
KIC 6889467,39.182,0.422
KIC 6889460,19.914,0.258
KIC 6889274,2.843,0.054
KIC 6888992,22.925,0.885
KIC 6888947,38.303,10.934
KIC 6888641,17.928,0.088
KIC 6888625,7.723,0.029
KIC 6888521,47.088,2.265
KIC 6887753,1.745,
KIC 6881829,11.014,
KIC 6880641,11.375,0.036
KIC 6880588,8.951,0.038
KIC 6880288,14.993,0.142
KIC 6880124,23.102,0.378
KIC 6879914,7.563,0.163
KIC 6879718,20.252,0.373
KIC 6879625,30.091,0.967
KIC 6878913,11.407,0.052
KIC 6878798,18.847,0.192
KIC 6878763,18.608,0.429
KIC 6878738,17.544,1.801
KIC 6878459,9.124,0.14
KIC 6878288,3.041,
KIC 6878207,26.407,1.669
KIC 6878203,7.204,0.255
KIC 6877800,24.82,0.272
KIC 6877404,2.097,0.007
KIC 6877266,14.515,0.214
KIC 6877258,20.205,
KIC 6876878,8.959,0.318
KIC 6876671,29.619,5.095
KIC 6876614,23.586,0.034
KIC 6876473,25.304,0.738
KIC 6876401,23.305,3.639
KIC 6876367,14.31,0.226
KIC 6876199,30.818,0.527
KIC 6875992,23.213,0.284
KIC 6875906,20.385,0.064
KIC 6875646,26.711,0.187
KIC 6875333,10.059,0.005
KIC 6875287,8.584,0.007
KIC 6871394,12.497,0.024
KIC 6871390,0.658,0.003
KIC 6871280,10.562,0.018
KIC 6871235,22.549,3.199
KIC 6871117,27.617,0.396
KIC 6870888,16.356,0.686
KIC 6870760,7.622,0.017
KIC 6870149,17.944,0.256
KIC 6870042,24.82,0.78
KIC 6870010,5.511,0.011
KIC 6869823,17.182,0.735
KIC 6869776,25.269,0.2
KIC 6869661,15.969,0.1
KIC 6869471,34.867,1.343
KIC 6869185,18.748,2.315
KIC 6869038,15.176,0.727
KIC 6868871,36.791,0.343
KIC 6867725,30.499,0.854
KIC 6867704,7.286,0.021
KIC 6867645,24.122,0.144
KIC 6867627,27.481,0.218
KIC 6867593,18.735,0.251
KIC 6867551,27.635,0.752
KIC 6867535,35.877,1.398
KIC 6867232,15.029,0.556
KIC 6867144,30.048,3.594
KIC 6867026,26.093,0.798
KIC 6867005,1.818,0.03
KIC 6866916,8.74,0.23
KIC 6866602,17.801,0.192
KIC 6866518,32.016,0.103
KIC 6866342,34.824,0.351
KIC 6866144,20.696,0.248
KIC 6866031,17.839,0.259
KIC 6865966,6.364,0.141
KIC 6865780,19.46,0.089
KIC 6865518,13.234,0.503
KIC 6865180,36.947,2.044
KIC 6865151,30.252,5.808
KIC 6865136,30.194,1.14
KIC 6863880,19.069,0.11
KIC 6863726,21.688,0.243
KIC 6863607,5.691,0.206
KIC 6863602,23.877,3.46
KIC 6863598,23.983,0.319
KIC 6863403,29.537,3.923
KIC 6863338,14.573,0.494
KIC 6863063,35.728,4.037
KIC 6862999,17.838,0.389
KIC 6862872,12.987,
KIC 6862841,17.918,0.046
KIC 6862395,25.849,0.29
KIC 6862386,14.355,2.753
KIC 6862296,33.446,0.271
KIC 6862174,13.522,0.225
KIC 6861478,23.555,0.392
KIC 6861416,19.48,0.388
KIC 6861326,37.24,5.143
KIC 6860896,42.688,0.679
KIC 6860837,43.958,0.736
KIC 6860272,39.263,4.65
KIC 6860244,11.322,0.027
KIC 6859919,37.869,1.175
KIC 6859619,9.33,0.143
KIC 6859453,17.215,2.754
KIC 6859437,1.175,
KIC 6859409,12.871,0.009
KIC 6859348,23.836,0.274
KIC 6854528,14.991,0.347
KIC 6854373,30.358,0.317
KIC 6853932,39.488,7.911
KIC 6853715,20.647,0.576
KIC 6853480,30.251,0.393
KIC 6853356,25.096,0.073
KIC 6853248,23.552,0.699
KIC 6853239,23.496,0.174
KIC 6853110,3.123,0.024
KIC 6852497,24.133,
KIC 6852279,31.24,1.007
KIC 6851927,25.714,0.436
KIC 6851910,19.457,0.365
KIC 6851890,25.308,0.304
KIC 6851742,24.929,0.743
KIC 6851733,26.639,0.144
KIC 6851708,10.385,0.051
KIC 6851483,21.785,0.033
KIC 6851234,22.14,1.739
KIC 6849840,25.9,3.046
KIC 6849742,35.278,0.12
KIC 6849095,29.455,4.514
KIC 6849086,18.754,0.269
KIC 6849002,1.4,0.004
KIC 6848654,18.921,0.146
KIC 6847094,23.533,0.338
KIC 6846583,17.91,0.037
KIC 6846550,27.78,4.294
KIC 6846460,19.274,0.044
KIC 6846443,19.444,0.533
KIC 6846383,25.484,1.021
KIC 6846346,33.565,0.294
KIC 6846224,17.594,0.05
KIC 6844372,6.523,0.022
KIC 6844298,16.337,0.119
KIC 6844205,35.83,6.392
KIC 6844087,30.889,1.909
KIC 6843826,13.464,0.107
KIC 6843766,18.235,0.08
KIC 6843454,20.221,0.293
KIC 6843426,25.238,0.286
KIC 6843327,25.788,3.494
KIC 6843123,19.599,0.481
KIC 6843054,34.392,1.655
KIC 6842741,22.11,0.057
KIC 6842697,26.431,3.515
KIC 6842620,24.617,0.427
KIC 6842578,23.021,0.117
KIC 6842569,8.35,0.007
KIC 6842564,15.4,0.085
KIC 6841909,31.274,0.56
KIC 6841854,14.532,0.28
KIC 6839317,14.791,0.55
KIC 6838894,20.466,1.099
KIC 6838367,23.4,0.194
KIC 6837969,39.127,0.043
KIC 6837566,2.645,0.104
KIC 6837319,30.581,0.631
KIC 6837270,11.269,0.069
KIC 6837150,27.017,0.818
KIC 6837050,25.395,0.466
KIC 6837029,5.977,0.005
KIC 6836955,26.354,0.12
KIC 6836884,37.408,0.519
KIC 6836658,0.27,0.003
KIC 6836589,0.733,0.004
KIC 6836470,22.86,0.348
KIC 6836342,20.965,0.18
KIC 6836201,20.116,0.098
KIC 6806738,15.606,0.074
KIC 6806091,19.139,0.062
KIC 6805834,33.344,1.057
KIC 6805252,9.604,0.037
KIC 6804793,14.961,0.236
KIC 6804729,23.448,4.212
KIC 6804602,30.848,0.06
KIC 6804152,16.489,0.157
KIC 6803898,6.328,0.069
KIC 6803558,6.672,
KIC 6803524,55.806,0.484
KIC 6803487,16.599,0.616
KIC 6803358,10.067,0.043
KIC 6803306,31.871,0.236
KIC 6802926,11.411,0.014
KIC 6801784,43.34,1.083
KIC 6801698,26.822,0.645
KIC 6801692,19.428,0.037
KIC 6801575,11.912,0.252
KIC 6801296,22.621,0.195
KIC 6801278,21.307,0.564
KIC 6801115,0.411,0.028
KIC 6794999,30.619,1.554
KIC 6794614,34.644,0.725
KIC 6794489,24.489,0.6
KIC 6794119,6.937,0.152
KIC 6794070,16.205,0.072
KIC 6793873,30.988,3.959
KIC 6793830,13.41,0.045
KIC 6793755,26.101,0.182
KIC 6793075,30.687,0.057
KIC 6792806,16.086,0.077
KIC 6792745,25.392,0.108
KIC 6792545,19.119,0.041
KIC 6792288,35.513,0.37
KIC 6792259,25.861,0.064
KIC 6792235,3.647,1.008
KIC 6791620,31.479,0.969
KIC 6790961,2.237,0.612
KIC 6790796,33.301,1.06
KIC 6790451,1.635,
KIC 6790426,9.332,0.006
KIC 6790378,17.624,3.206
KIC 6790311,16.5,3.248
KIC 6790080,27.963,6.058
KIC 6790075,53.21,0.997
KIC 6790055,5.282,0.979
KIC 6786783,13.885,
KIC 6786443,22.168,0.051
KIC 6786431,17.553,0.354
KIC 6785922,7.101,0.005
KIC 6785813,21.645,0.109
KIC 6785604,30.742,4.178
KIC 6785377,22.386,1.385
KIC 6784873,15.36,0.136
KIC 6784811,25.632,0.779
KIC 6784787,27.187,0.93
KIC 6784590,3.723,0.029
KIC 6784170,1.07,
KIC 6783681,20.898,0.138
KIC 6783673,29.323,1.158
KIC 6783395,28.515,4.134
KIC 6783369,27.666,0.382
KIC 6782944,9.675,0.228
KIC 6782860,37.433,0.275
KIC 6782589,11.159,0.136
KIC 6782577,8.954,0.008
KIC 6782383,26.912,0.447
KIC 6782111,7.888,0.149
KIC 6782035,12.35,0.046
KIC 6781383,5.64,0.019
KIC 6781352,6.371,0.038
KIC 6781315,20.583,0.331
KIC 6780922,23.443,0.596
KIC 6780263,19.962,1.684
KIC 6779680,18.686,0.103
KIC 6779613,0.768,0.003
KIC 6779538,20.063,0.041
KIC 6779420,15.186,
KIC 6779315,1.273,
KIC 6779115,32.88,0.481
KIC 6778848,7.908,0.975
KIC 6778739,17.505,0.632
KIC 6778099,12.186,0.17
KIC 6778063,2.784,
KIC 6777707,8.265,0.146
KIC 6777669,1.121,
KIC 6777549,14.419,
KIC 6777538,1.587,
KIC 6777191,8.561,0.039
KIC 6776936,23.036,0.708
KIC 6776746,20.126,0.292
KIC 6776613,23.474,0.05
KIC 6776600,13.705,0.117
KIC 6776202,33.921,0.254
KIC 6776072,20.31,0.552
KIC 6775869,17.924,0.106
KIC 6775689,31.37,0.179
KIC 6775171,6.548,0.01
KIC 6775148,24.49,3.398
KIC 6775103,20.926,0.183
KIC 6774948,27.929,0.757
KIC 6774059,11.504,0.046
KIC 6773823,29.384,0.863
KIC 6768341,24.8,0.297
KIC 6768125,6.197,0.145
KIC 6768085,20.293,0.206
KIC 6768036,47.121,1.036
KIC 6767962,16.729,0.064
KIC 6767913,10.079,0.038
KIC 6767651,21.629,2.458
KIC 6767424,30.712,0.229
KIC 6767241,19.3,3.227
KIC 6767100,21.956,4.552
KIC 6766990,5.158,
KIC 6766964,2.37,0.061
KIC 6766578,35.502,0.679
KIC 6766298,14.489,0.135
KIC 6766182,18.485,0.082
KIC 6765121,23.787,0.395
KIC 6764977,16.388,0.14
KIC 6764928,28.903,4.021
KIC 6764843,39.152,0.158
KIC 6764598,25.959,0.517
KIC 6764479,31.582,0.774
KIC 6764347,21.146,0.336
KIC 6764302,19.564,0.028
KIC 6763988,24.311,0.113
KIC 6763970,15.081,1.43
KIC 6763616,32.99,5.44
KIC 6763402,27.289,0.519
KIC 6763155,35.491,2.597
KIC 6763067,2.982,0.005
KIC 6762923,4.395,0.005
KIC 6762624,29.985,1.361
KIC 6762594,24.306,4.535
KIC 6762592,12.49,0.08
KIC 6762583,29.128,4.538
KIC 6762296,33.746,4.468
KIC 6762058,0.311,0.003
KIC 6762054,35.069,0.443
KIC 6761374,26.955,0.129
KIC 6759089,10.288,1.201
KIC 6758989,18.225,0.31
KIC 6758733,16.235,1.785
KIC 6758299,15.994,0.148
KIC 6758184,28.352,6.056
KIC 6758178,12.644,0.172
KIC 6758083,28.025,4.363
KIC 6758063,33.276,7.812
KIC 6758022,59.597,0.8
KIC 6757959,39.778,1.846
KIC 6757167,16.67,0.017
KIC 6757116,23.541,0.077
KIC 6757075,7.541,0.073
KIC 6756111,5.603,0.017
KIC 6756044,9.121,0.005
KIC 6753253,0.907,0.003
KIC 6752937,24.743,0.122
KIC 6752762,41.7,0.591
KIC 6751950,25.537,0.038
KIC 6751784,27.327,0.986
KIC 6751512,28.439,0.435
KIC 6751411,23.918,4.483
KIC 6751156,46.537,1.619
KIC 6721401,30.981,0.584
KIC 6721391,14.496,0.287
KIC 6721044,3.764,0.008
