Name,prot,e_prot
TYC 2646-1974-1,0.607688,
TYC 2646-1902-1,0.940327,
TYC 2646-1532-1,9.60154,
TYC 2646-1484-1,8.69263,
TYC 2646-1283-1,17.658501,
TYC 2646-1177-1,32.372898,
TYC 2646-1168-1,2.27397,
TYC 2645-838-1,27.9018,
TYC 2645-788-1,3.43336,
TYC 2645-565-1,37.133301,
TYC 2645-1984-1,0.59621,
TYC 2645-1302-1,27.9018,
TYC 2644-987-1,12.5945,
TYC 2644-931-1,40.0802,
TYC 2644-834-1,1.0232,
TYC 2644-71-1,47.641701,
TYC 2644-537-1,18.986099,
TYC 2644-483-1,18.986099,
TYC 2644-2287-1,0.52008,
TYC 2644-2133-1,0.942081,
TYC 2644-1778-1,0.972933,
TYC 2644-1520-1,3.6704,
TYC 2644-1152-1,1.16077,
TYC 2644-1011-1,11.9962,
TYC 2643-832-1,45.495899,
TYC 2643-648-1,0.84513,
TYC 2643-580-1,1.26389,
TYC 2643-517-1,1.11588,
TYC 2643-3174-1,0.900106,
TYC 2643-3128-1,1.37018,
TYC 2643-3005-1,29.5334,
TYC 2643-2910-1,27.1518,
TYC 2643-2851-1,0.620378,
TYC 2643-275-1,41.736198,
TYC 2643-2426-1,1.76221,
TYC 2643-1762-1,1.02945,
TYC 2643-1023-1,1.0232,
TYC 2642-751-1,4.38789,
TYC 2642-556-1,0.706759,
TYC 2642-547-1,6.46663,
TYC 2642-47-1,9.69368,
TYC 2642-456-1,6.46663,
TYC 2642-2822-1,0.773904,
TYC 2642-2543-1,4.82835,
TYC 2642-2212-1,11.4521,
TYC 2642-166-1,0.522231,
TYC 2642-1308-1,1.02423,
TYC 2642-1259-1,7.47105,
TYC 2642-1080-1,0.832591,
TYC 2642-1050-1,1.0476,
TYC 2641-978-1,13.9899,
TYC 2641-488-1,1.21086,
TYC 2641-445-1,47.641701,
TYC 2641-410-1,7.64059,
TYC 2641-396-1,7.64059,
TYC 2641-264-1,16.7785,
TYC 2641-2314-1,2.96912,
TYC 2641-210-1,15.0308,
TYC 2641-2031-1,41.736198,
TYC 2641-1920-1,43.535,
TYC 2641-19-1,29.5334,
TYC 2641-1855-1,45.495899,
TYC 2641-1716-1,1.0965,
TYC 2641-1493-1,0.954545,
TYC 2641-132-1,0.963651,
TYC 2641-1072-1,21.3995,
TYC 2640-879-1,0.584143,
TYC 2640-74-1,8.92299,
TYC 2640-713-1,0.599751,
TYC 2640-639-1,1.94175,
TYC 2640-2427-1,3.7522,
TYC 2640-2397-1,21.8627,
TYC 2640-239-1,2.7508,
TYC 2640-2326-1,0.60623,
TYC 2640-231-1,0.918105,
TYC 2640-2298-1,2.03157,
TYC 2640-2214-1,0.969199,
TYC 2640-215-1,1.71145,
TYC 2640-1630-1,0.739891,
TYC 2640-1311-1,1.0284,
TYC 2640-1053-1,1.96059,
TYC 2639-715-1,1.35729,
TYC 2639-698-1,0.650335,
TYC 2639-595-1,0.764532,
TYC 2639-541-1,47.641701,
TYC 2639-2525-1,45.495899,
TYC 2639-2470-1,47.641701,
TYC 2639-2410-1,47.641701,
TYC 2639-2407-1,0.535521,
TYC 2639-1901-1,1.02631,
TYC 2639-1798-1,0.579784,
TYC 2639-1702-1,2.05639,
TYC 2639-1493-1,0.754256,
TYC 2639-1399-1,1.14888,
TYC 2638-984-1,2.58866,
TYC 2638-533-1,3.02243,
TYC 2638-383-1,1.29136,
TYC 2638-2669-1,1.28315,
TYC 2638-2383-1,0.964571,
TYC 2638-2058-1,1.19936,
TYC 2638-2012-1,1.02527,
TYC 2638-1970-1,1.06753,
TYC 2638-1763-1,1.08356,
TYC 2638-1591-1,3.30961,
TYC 2638-1027-1,4.38789,
TYC 2637-929-1,0.842311,
TYC 2637-265-1,0.506519,
TYC 2637-2274-1,1.02113,
TYC 2637-2071-1,7.87898,
TYC 2637-1765-1,1.22407,
TYC 2637-1717-1,0.923984,
TYC 2637-1514-1,0.974811,
TYC 2637-1225-1,1.17154,
TYC 2637-1084-1,1.89797,
TYC 2637-1082-1,45.495899,
TYC 2637-1069-1,0.512949,
TYC 2637-1039-1,1.87333,
TYC 2637-1014-1,25.125601,
TYC 2636-387-1,5.36711,
TYC 2636-1276-1,0.8828,
TYC 2635-856-1,1.177,
TYC 2635-772-1,6.5083,
TYC 2635-609-1,29.5334,
TYC 2635-396-1,16.5044,
TYC 2635-220-1,9.60154,
TYC 2635-1289-1,4.73776,
TYC 2635-1183-1,29.5334,
TYC 2635-1166-1,0.959076,
TYC 2635-1030-1,6.11434,
TYC 2634-939-1,45.495899,
TYC 2634-890-1,45.495899,
TYC 2634-717-1,27.9018,
TYC 2634-597-1,8.33403,
TYC 2634-528-1,0.624598,
TYC 2634-296-1,4.67202,
TYC 2634-164-1,40.0802,
TYC 2634-119-1,27.9018,
TYC 2634-1135-1,2.06058,
TYC 2633-551-1,2.20449,
TYC 2633-444-1,0.871376,
TYC 2633-417-1,0.870625,
TYC 2633-1938-1,0.767436,
TYC 2633-1838-1,1.02216,
TYC 2633-1812-1,8.00384,
TYC 2633-1585-1,1.16883,
TYC 2633-1528-1,9.78761,
TYC 2633-140-1,1.02423,
TYC 2633-1228-1,0.917271,
TYC 2633-1015-1,2.18069,
TYC 2632-793-1,12.7535,
TYC 2632-673-1,1.12333,
TYC 2632-389-1,2.81992,
TYC 2632-173-1,8.33403,
TYC 2632-1719-1,0.972933,
TYC 2632-1646-1,1.0476,
TYC 2632-1430-1,0.94296,
TYC 2632-131-1,2.46847,
TYC 2632-1013-1,25.125601,
TYC 2631-876-1,0.628875,
TYC 2631-740-1,1.08473,
TYC 2631-587-1,1.02113,
TYC 2631-411-1,8.40336,
TYC 2631-202-1,0.971997,
TYC 2631-1604-1,47.641701,
TYC 2631-1352-1,50,
TYC 2631-1308-1,0.836729,
TYC 2631-1101-1,0.506773,
TYC 2630-978-1,1.40839,
TYC 2630-977-1,0.783509,
TYC 2630-829-1,1.12458,
TYC 2630-760-1,3.37598,
TYC 2630-422-1,34.590099,
TYC 2630-396-1,0.837423,
TYC 2630-340-1,1.17154,
TYC 2630-161-1,3.11565,
TYC 2630-142-1,38.550499,
TYC 2630-1368-1,40.0802,
TYC 2630-112-1,0.951846,
TYC 2629-783-1,0.948272,
TYC 2629-444-1,1.77148,
TYC 2629-256-1,0.969199,
TYC 2629-1966-1,47.641701,
TYC 2629-1754-1,0.974811,
TYC 2629-1680-1,0.937708,
TYC 2629-1551-1,9.78761,
TYC 2629-1443-1,0.92483,
TYC 2629-1071-1,29.5334,
TYC 2628-1678-1,1.89797,
TYC 2628-1627-1,0.86838,
TYC 2628-1604-1,2.1574,
TYC 2627-949-1,0.661406,
TYC 2627-638-1,3.49272,
TYC 2627-584-1,4.8986,
TYC 2627-4-1,1.76838,
TYC 2627-2106-1,1.1581,
TYC 2627-1946-1,32.372898,
TYC 2627-1185-1,0.855871,
TYC 2627-1149-1,11.5835,
TYC 2627-1070-1,4.87496,
TYC 2626-580-1,4.71565,
TYC 2626-359-1,4.71565,
TYC 2626-1831-1,0.763954,
TYC 2626-1804-1,29.5334,
TYC 2626-1615-1,29.5334,
TYC 2626-1360-1,1.02216,
TYC 2626-1202-1,0.926526,
TYC 2626-1084-1,1.15545,
TYC 2625-761-1,9.33533,
TYC 2625-605-1,8.69263,
TYC 2625-583-1,3.34247,
TYC 2625-377-1,12.4394,
TYC 2625-368-1,0.527964,
TYC 2625-333-1,1.0232,
TYC 2625-310-1,2.64978,
TYC 2625-2479-1,2.76587,
TYC 2625-178-1,0.961816,
TYC 2625-1672-1,1.10611,
TYC 2625-1671-1,10.2859,
TYC 2625-1276-1,27.1518,
TYC 2625-1263-1,12.288,
TYC 2624-900-1,1.3166,
TYC 2624-819-1,0.516887,
TYC 2624-19-1,29.5334,
TYC 2624-1259-1,1.05306,
TYC 2624-1133-1,1.24519,
TYC 2624-109-1,0.508815,
TYC 2623-999-1,0.505758,
TYC 2623-967-1,11.3237,
TYC 2623-772-1,1.13469,
TYC 2623-695-1,18.6359,
TYC 2623-614-1,50,
TYC 2623-5-1,0.530181,
TYC 2623-427-1,1.02113,
TYC 2623-405-1,50,
TYC 2623-318-1,1.52077,
TYC 2623-284-1,1.06528,
TYC 2623-1873-1,13.6129,
TYC 2623-1801-1,20.120701,
TYC 2623-1697-1,50,
TYC 2623-1511-1,1.1196,
TYC 2623-1012-1,0.59621,
TYC 2622-650-1,2.11672,
TYC 2622-617-1,0.506519,
TYC 2622-490-1,43.535,
TYC 2622-1941-1,0.508047,
TYC 2622-1875-1,0.648248,
TYC 2622-1813-1,29.5334,
TYC 2622-1786-1,1.10854,
TYC 2622-1689-1,1.46137,
TYC 2622-1683-1,50,
TYC 2622-1489-1,9.60154,
TYC 2622-1224-1,0.507282,
TYC 2622-1165-1,0.961816,
TYC 2622-1053-1,0.562041,
TYC 2621-765-1,3.34247,
TYC 2621-278-1,1.71435,
TYC 2621-2665-1,32.372898,
TYC 2621-2588-1,1.11098,
TYC 2621-2524-1,16.5044,
TYC 2621-240-1,29.5334,
TYC 2621-1694-1,0.846547,
TYC 2621-1338-1,4.29461,
TYC 2620-940-1,1.06753,
TYC 2620-770-1,22.8519,
TYC 2620-6-1,2.61547,
TYC 2620-220-1,7.00476,
TYC 2620-1945-1,1.57043,
TYC 2620-1749-1,0.525492,
TYC 2620-1145-1,1.22407,
TYC 2620-1030-1,1.04435,
TYC 2619-985-1,3.22508,
TYC 2619-891-1,29.5334,
TYC 2619-566-1,1.63393,
TYC 2619-55-1,8.00384,
TYC 2619-31-1,47.641701,
TYC 2619-198-1,1.02631,
TYC 2619-1969-1,1.0422,
TYC 2619-1620-1,13.2556,
TYC 2619-1550-1,35.816601,
TYC 2619-1511-1,8.19874,
TYC 2619-1376-1,47.641701,
TYC 2619-1113-1,0.508047,
TYC 2618-2095-1,1.08124,
TYC 2618-1883-1,0.653702,
TYC 2618-1348-1,9.42241,
TYC 2617-2034-1,0.843718,
TYC 2617-1991-1,1.08941,
TYC 2617-1601-1,1.08941,
TYC 2617-1396-1,1.02423,
TYC 2616-466-1,2.42113,
TYC 2616-1991-1,1.08009,
TYC 2616-1805-1,8.26583,
TYC 2616-1747-1,2.72116,
TYC 2616-1644-1,1.39671,
TYC 2616-1421-1,1.16883,
TYC 2616-1384-1,1.06641,
TYC 2616-1219-1,3.71085,
TYC 2616-1137-1,0.929083,
TYC 2616-1104-1,1.20652,
TYC 2615-58-1,1.09413,
TYC 2615-2022-1,13.9899,
TYC 2615-201-1,1.14239,
TYC 2615-1895-1,12.1403,
TYC 2615-1800-1,1.02423,
TYC 2615-1642-1,1.02631,
TYC 2615-1489-1,8.76808,
TYC 2615-1445-1,12.1403,
TYC 2614-520-1,11.1982,
TYC 2614-399-1,1.0422,
TYC 2614-2276-1,29.5334,
TYC 2614-2134-1,0.971062,
TYC 2614-2116-1,22.346399,
TYC 2614-1802-1,23.9349,
TYC 2614-1577-1,1.27024,
TYC 2614-1323-1,11.4521,
TYC 2613-8-1,1.02423,
TYC 2613-64-1,3.29881,
TYC 2613-300-1,3.29881,
TYC 2613-217-1,30.422899,
TYC 2613-2130-1,1.1621,
TYC 2613-1682-1,8.54555,
TYC 2613-156-1,0.560482,
TYC 2613-1375-1,7.25637,
TYC 2613-1300-1,20.120701,
TYC 2613-107-1,7.05368,
TYC 2612-96-1,0.938579,
TYC 2612-484-1,1.05747,
TYC 2612-2250-1,16.7785,
TYC 2612-2122-1,9.60154,
TYC 2612-2116-1,1.1581,
TYC 2612-2061-1,10.0806,
TYC 2612-1985-1,1.02216,
TYC 2612-1905-1,1.8803,
TYC 2612-1672-1,1.02216,
TYC 2612-1620-1,29.5334,
TYC 2612-1483-1,10.0806,
TYC 2612-1431-1,0.907383,
TYC 2612-1256-1,25.7666,
TYC 2611-948-1,11.1982,
TYC 2611-864-1,1.50491,
TYC 2611-1942-1,50,
TYC 2611-1848-1,1.02113,
TYC 2611-1765-1,45.495899,
TYC 2611-1722-1,1.16344,
TYC 2611-1616-1,0.787786,
TYC 2611-1607-1,0.917271,
TYC 2611-1528-1,10.4998,
TYC 2611-1346-1,0.611737,
TYC 2611-1299-1,0.827137,
TYC 2610-650-1,1.07434,
TYC 2610-441-1,17.355101,
TYC 2610-390-1,9.98104,
TYC 2610-2119-1,1.10611,
TYC 2610-2061-1,2.33171,
TYC 2610-1732-1,2.55591,
TYC 2610-1719-1,0.653279,
TYC 2610-1695-1,21.8627,
TYC 2610-1610-1,0.692228,
TYC 2610-160-1,29.5334,
TYC 2610-1547-1,9.00252,
TYC 2610-1494-1,24.5158,
TYC 2610-1182-1,15.7332,
TYC 2610-1010-1,9.00252,
TYC 2609-696-1,1.17426,
TYC 2609-483-1,4.8986,
TYC 2609-1569-1,1.54402,
TYC 2609-1551-1,0.615464,
TYC 2609-1435-1,0.923139,
TYC 2609-1399-1,50,
TYC 2609-136-1,28.694401,
TYC 2609-1269-1,1.66903,
TYC 2608-930-1,2.31038,
TYC 2608-831-1,15.9821,
TYC 2608-666-1,0.507792,
TYC 2608-661-1,50,
TYC 2608-454-1,0.654549,
TYC 2608-419-1,3.50484,
TYC 2608-2263-1,5.48366,
TYC 2608-1744-1,0.667967,
TYC 2608-1209-1,0.509328,
TYC 2608-1196-1,1.24827,
TYC 2608-1184-1,2.49283,
TYC 2607-795-1,4.02107,
TYC 2607-747-1,0.841609,
TYC 2607-717-1,1.08009,
TYC 2607-579-1,0.934239,
TYC 2607-206-1,9.51113,
TYC 2607-19-1,17.9727,
TYC 2607-179-1,0.748111,
TYC 2607-164-1,1.06528,
TYC 2607-1587-1,2.90926,
TYC 2607-1481-1,8.54555,
TYC 2607-1369-1,26.441,
TYC 2607-1256-1,1.27505,
TYC 2607-120-1,1.15019,
TYC 2607-1063-1,0.548014,
TYC 2606-988-1,2.85984,
TYC 2606-569-1,6.34478,
TYC 2606-407-1,1.05969,
TYC 2606-366-1,0.948272,
TYC 2606-1941-1,1.06192,
TYC 2606-142-1,1.99545,
TYC 2606-137-1,3.64392,
TYC 2606-1150-1,1.79669,
TYC 2605-795-1,1.1196,
TYC 2605-565-1,2.76587,
TYC 2605-477-1,0.846547,
TYC 2605-1816-1,0.905756,
TYC 2605-167-1,8.00384,
TYC 2605-1637-1,0.673759,
TYC 2605-1449-1,8.19874,
TYC 2605-1218-1,15.9821,
TYC 2605-1154-1,16.5044,
TYC 2604-662-1,50,
TYC 2604-480-1,1.05416,
TYC 2604-410-1,0.885897,
TYC 2604-365-1,29.5334,
TYC 2604-1602-1,1.12333,
TYC 2604-1583-1,3.15457,
TYC 2603-840-1,29.5334,
TYC 2603-675-1,1.02945,
TYC 2603-624-1,9.24984,
TYC 2603-1742-1,0.509328,
TYC 2603-1617-1,0.509328,
TYC 2603-1508-1,0.788401,
TYC 2603-1470-1,0.788401,
TYC 2603-1193-1,1.24366,
TYC 2602-773-1,50,
TYC 2602-559-1,1.06304,
TYC 2602-369-1,1.16613,
TYC 2602-101-1,10.3918,
TYC 2601-748-1,0.950056,
TYC 2601-227-1,14.8104,
TYC 2600-985-1,43.535,
TYC 2600-928-1,7.75795,
TYC 2600-802-1,1.0284,
TYC 2600-587-1,43.535,
TYC 2600-564-1,23.380899,
TYC 2600-454-1,50,
TYC 2600-376-1,29.5334,
TYC 2600-306-1,50,
TYC 2600-286-1,8.33403,
TYC 2600-183-1,9.00252,
TYC 2600-1780-1,0.508559,
TYC 2600-1775-1,29.5334,
TYC 2600-1436-1,1.36833,
TYC 2599-703-1,8.19874,
TYC 2599-586-1,0.959076,
TYC 2599-490-1,9.24984,
TYC 2599-389-1,19.3498,
TYC 2599-1799-1,0.626147,
TYC 2599-1744-1,6.8157,
TYC 2597-86-1,1.17018,
TYC 2597-521-1,20.120701,
TYC 2597-1484-1,1.17018,
TYC 2597-138-1,5.17464,
TYC 2596-262-1,1.29966,
TYC 2596-20-1,5.33874,
TYC 2596-1328-1,40.0802,
TYC 2596-1326-1,0.860245,
TYC 2596-1305-1,4.94658,
TYC 2596-101-1,2.25871,
TYC 2595-999-1,1.12458,
TYC 2595-41-1,37.133301,
TYC 2595-165-1,1.11588,
TYC 2595-1510-1,1.04328,
TYC 2595-1508-1,0.811195,
TYC 2595-1505-1,0.909017,
TYC 2595-1314-1,29.5334,
TYC 2595-1036-1,6.5505,
TYC 2594-962-1,1.02216,
TYC 2594-1692-1,2.17599,
TYC 2594-1632-1,4.38789,
TYC 2594-1590-1,7.36214,
TYC 2593-817-1,1.20796,
TYC 2593-776-1,1.0232,
TYC 2593-400-1,4.38789,
TYC 2593-232-1,0.973871,
TYC 2593-1635-1,47.641701,
TYC 2593-1624-1,22.346399,
TYC 2593-1558-1,0.893735,
TYC 2593-1310-1,2.19015,
TYC 2593-1232-1,29.5334,
TYC 2593-1095-1,24.5158,
TYC 2592-968-1,27.1518,
TYC 2592-1762-1,2.10788,
TYC 2592-1720-1,17.061899,
TYC 2592-1474-1,32.372898,
TYC 2592-1266-1,2.98668,
TYC 2591-537-1,0.964571,
TYC 2591-470-1,4.48531,
TYC 2591-191-1,1.13341,
TYC 2591-1366-1,29.5334,
TYC 2590-1253-1,4.80538,
TYC 2590-1205-1,0.879724,
TYC 2589-79-1,0.577134,
TYC 2589-353-1,1.23756,
TYC 2589-314-1,10.4998,
TYC 2589-1256-1,1.05197,
TYC 2589-125-1,0.926526,
TYC 2589-1152-1,50,
TYC 2588-933-1,1.11836,
TYC 2588-616-1,1.06528,
TYC 2588-2825-1,20.120701,
TYC 2588-2118-1,1.14498,
TYC 2588-1606-1,1.16613,
TYC 2587-902-1,0.938579,
TYC 2587-616-1,9.1659,
TYC 2587-57-1,10.1823,
TYC 2587-522-1,30.422899,
TYC 2587-1620-1,3.97362,
TYC 2587-1568-1,0.730791,
TYC 2587-1390-1,9.33533,
TYC 2587-1178-1,1.05969,
TYC 2586-682-1,38.550499,
TYC 2586-630-1,47.641701,
TYC 2586-569-1,0.508047,
TYC 2586-1334-1,9.51113,
TYC 2586-1306-1,47.641701,
TYC 2586-102-1,0.506519,
TYC 2585-810-1,32.372898,
TYC 2585-2577-1,29.5334,
TYC 2585-2555-1,1.05416,
TYC 2585-2321-1,1.26706,
TYC 2585-1940-1,1.15282,
TYC 2585-1748-1,1.47202,
TYC 2585-1263-1,1.22555,
TYC 2585-1069-1,0.512689,
TYC 2584-973-1,9.69368,
TYC 2584-944-1,0.795229,
TYC 2584-545-1,27.9018,
TYC 2584-44-1,26.441,
TYC 2584-2312-1,0.96827,
TYC 2584-2100-1,1.08356,
TYC 2583-955-1,3.9426,
TYC 2583-795-1,0.822423,
TYC 2583-1883-1,43.535,
TYC 2583-1693-1,10.7227,
TYC 2583-1508-1,1.08124,
TYC 2583-1231-1,50,
TYC 2582-899-1,1.20364,
TYC 2582-453-1,0.828494,
TYC 2582-413-1,6.95652,
TYC 2582-258-1,13.6129,
TYC 2582-25-1,29.5334,
TYC 2582-1974-1,29.5334,
TYC 2582-1878-1,10.1823,
TYC 2582-1701-1,29.5334,
TYC 2582-1595-1,3.50484,
TYC 2582-1489-1,27.1518,
TYC 2582-1036-1,4.8986,
TYC 2581-908-1,41.736198,
TYC 2581-347-1,50,
TYC 2581-2563-1,2.17132,
TYC 2581-2395-1,3.78029,
TYC 2581-2295-1,15.0308,
TYC 2581-1969-1,2.17132,
TYC 2581-1696-1,14.3885,
TYC 2581-166-1,2.13461,
TYC 2581-1432-1,35.816601,
TYC 2581-1419-1,1.14758,
TYC 2581-128-1,0.85298,
TYC 2581-1209-1,3.55417,
TYC 2581-1083-1,1.02216,
TYC 2580-22-1,8.76808,
TYC 2580-1030-1,11.8554,
TYC 2579-850-1,0.932514,
TYC 2579-502-1,5.2829,
TYC 2579-332-1,5.33874,
TYC 2579-324-1,29.5334,
TYC 2579-1956-1,5.93472,
TYC 2579-1798-1,0.778677,
TYC 2579-1721-1,0.933376,
TYC 2579-1446-1,1.07893,
TYC 2579-1146-1,1.61564,
TYC 2579-1090-1,13.2556,
TYC 2578-926-1,6.8157,
TYC 2578-862-1,1.12084,
TYC 2578-759-1,41.736198,
TYC 2578-723-1,12.9166,
TYC 2578-691-1,5.36711,
TYC 2578-551-1,0.507792,
TYC 2577-308-1,3.34247,
TYC 2577-254-1,1.13596,
TYC 2577-1429-1,20.120701,
TYC 2576-873-1,17.061899,
TYC 2576-792-1,50,
TYC 2576-782-1,16.7785,
TYC 2576-2051-1,0.551304,
TYC 2576-1883-1,1.06753,
TYC 2576-1601-1,0.965493,
TYC 2575-84-1,41.736198,
TYC 2575-1837-1,45.495899,
TYC 2575-1609-1,1.57043,
TYC 2574-834-1,0.507027,
TYC 2574-813-1,1.25603,
TYC 2574-509-1,20.529699,
TYC 2574-504-1,4.78263,
TYC 2574-19-1,1.05637,
TYC 2574-1776-1,4.65051,
TYC 2574-1756-1,0.652435,
TYC 2574-1620-1,8.84486,
TYC 2574-1559-1,0.809894,
TYC 2574-1547-1,10.1823,
TYC 2573-82-1,1.02113,
TYC 2573-798-1,9.88338,
TYC 2573-724-1,45.495899,
TYC 2573-7-1,0.881259,
TYC 2573-599-1,8.76808,
TYC 2573-499-1,45.495899,
TYC 2573-175-1,1.02423,
TYC 2573-1746-1,18.2983,
TYC 2573-1702-1,2.42113,
TYC 2573-1592-1,3.32049,
TYC 2573-1464-1,0.930795,
TYC 2573-1148-1,0.953643,
TYC 2573-1125-1,1.04652,
TYC 2572-852-1,6.26606,
TYC 2572-54-1,3.50484,
TYC 2572-510-1,41.736198,
TYC 2572-475-1,10.8378,
TYC 2572-263-1,1.62604,
TYC 2572-1833-1,0.85298,
TYC 2572-158-1,28.694401,
TYC 2571-804-1,1.20796,
TYC 2571-567-1,0.933376,
TYC 2571-535-1,6.59326,
TYC 2571-393-1,9.1659,
TYC 2571-1188-1,7.818,
TYC 2571-1158-1,43.535,
TYC 2571-1058-1,18.986099,
TYC 2570-762-1,5.45405,
TYC 2570-607-1,1.0284,
TYC 2570-499-1,20.529699,
TYC 2570-423-1,0.736117,
TYC 2570-396-1,1.0232,
TYC 2570-1106-1,0.622289,
TYC 2569-826-1,26.441,
TYC 2569-741-1,10.7227,
TYC 2569-613-1,30.422899,
TYC 2569-1501-1,1.1049,
TYC 2569-1309-1,11.3237,
TYC 2569-125-1,9.33533,
TYC 2569-1037-1,38.550499,
TYC 2569-1001-1,0.506519,
TYC 2568-965-1,0.951846,
TYC 2568-76-1,7.05368,
TYC 2568-73-1,26.441,
TYC 2568-638-1,1.11588,
TYC 2568-51-1,1.06866,
TYC 2568-469-1,25.7666,
TYC 2568-347-1,1.18528,
TYC 2568-335-1,11.8554,
TYC 2567-979-1,9.69368,
TYC 2567-846-1,4.94658,
TYC 2567-707-1,0.595157,
TYC 2567-318-1,5.22821,
TYC 2567-274-1,2.3051,
TYC 2567-189-1,4.9955,
TYC 2567-1549-1,5.14827,
TYC 2567-1545-1,0.716281,
TYC 2567-1227-1,1.04652,
TYC 2566-963-1,10.2859,
TYC 2566-612-1,26.441,
TYC 2566-49-1,17.061899,
TYC 2566-469-1,0.896114,
TYC 2566-37-1,32.372898,
TYC 2566-113-1,1.09058,
TYC 2566-1128-1,45.495899,
TYC 2565-998-1,0.852261,
TYC 2565-933-1,1.26865,
TYC 2565-892-1,43.535,
TYC 2565-87-1,1.0476,
TYC 2565-714-1,3.06833,
TYC 2565-19-1,2.5052,
TYC 2565-1043-1,10.7227,
TYC 2564-978-1,1.21086,
TYC 2564-977-1,1.13981,
TYC 2564-406-1,47.641701,
TYC 2564-235-1,1.13981,
TYC 2564-1273-1,1.39285,
TYC 2564-1009-1,4.46548,
TYC 2563-741-1,0.967343,
TYC 2563-546-1,13.0839,
TYC 2563-433-1,1.07549,
TYC 2563-429-1,10.2859,
TYC 2563-192-1,1.12961,
TYC 2563-1299-1,15.9821,
TYC 2563-1096-1,19.3498,
TYC 2562-842-1,19.7278,
TYC 2562-740-1,1.05306,
TYC 2562-725-1,1.16613,
TYC 2562-612-1,1.08941,
TYC 2562-243-1,1.02423,
TYC 2562-155-1,50,
TYC 2562-1355-1,25.7666,
TYC 2561-976-1,4.9955,
TYC 2561-906-1,1.09176,
TYC 2561-802-1,1.12084,
TYC 2561-28-1,3.35357,
TYC 2560-702-1,1.07093,
TYC 2560-1164-1,1.21231,
TYC 2558-958-1,23.380899,
TYC 2558-34-1,22.346399,
TYC 2557-45-1,1.177,
TYC 2557-1292-1,8.54555,
TYC 2557-1234-1,0.873637,
TYC 2555-952-1,3.95804,
TYC 2555-81-1,20.120701,
TYC 2555-561-1,1.0232,
TYC 2555-533-1,0.505505,
TYC 2555-492-1,2.69935,
TYC 2555-3-1,0.947382,
TYC 2555-1066-1,1.07893,
TYC 2554-972-1,0.973871,
TYC 2554-566-1,7.94092,
TYC 2554-513-1,0.971997,
TYC 2554-1229-1,2.62226,
TYC 2554-12-1,28.694401,
TYC 2552-1022-1,0.957258,
TYC 2550-798-1,10.1823,
TYC 2548-960-1,1.21086,
TYC 2548-925-1,25.125601,
TYC 2548-355-1,8.84486,
TYC 2548-249-1,1.15943,
TYC 2548-158-1,1.29633,
TYC 2547-646-1,0.959988,
TYC 2547-423-1,6.15158,
TYC 2547-1080-1,0.758219,
TYC 2546-854-1,8.40336,
TYC 2545-28-1,1.05416,
TYC 2545-137-1,3.35357,
TYC 2544-579-1,0.964571,
TYC 2543-1064-1,3.52933,
TYC 2542-594-1,1.04652,
TYC 2542-178-1,14.3885,
TYC 2541-450-1,0.905756,
TYC 2540-960-1,0.567408,
TYC 2540-5-1,13.0839,
TYC 2539-826-1,10.2859,
TYC 2539-377-1,5.51359,
TYC 2539-107-1,27.1518,
TYC 2538-729-1,1.1122,
TYC 2538-497-1,1.04435,
TYC 2537-1005-1,1.0422,
TYC 2536-775-1,15.4919,
TYC 2536-538-1,4.58716,
TYC 2535-550-1,4.42635,
TYC 2535-518-1,12.288,
TYC 2535-216-1,1.05197,
TYC 2533-908-1,1.05747,
TYC 2533-792-1,2.02343,
TYC 2533-1877-1,3.95804,
TYC 2531-770-1,8.61846,
TYC 2531-2070-1,4.44583,
TYC 2531-2002-1,50,
TYC 2530-975-1,0.961816,
TYC 2530-710-1,1.41036,
TYC 2530-329-1,0.775092,
TYC 2530-315-1,1.1049,
TYC 2530-2245-1,12.5945,
TYC 2530-22-1,8.40336,
TYC 2530-1829-1,1.36463,
TYC 2530-1653-1,0.913952,
TYC 2529-918-1,13.9899,
TYC 2529-2020-1,1.07893,
TYC 2529-1999-1,1.07778,
TYC 2529-1429-1,3.55417,
TYC 2529-138-1,0.687517,
TYC 2529-1328-1,20.955601,
TYC 2529-1317-1,1.24827,
TYC 2529-1115-1,1.09889,
TYC 2528-734-1,1.06416,
TYC 2527-760-1,0.947382,
TYC 2527-692-1,29.5334,
TYC 2527-406-1,0.77272,
TYC 2527-233-1,0.865404,
TYC 2527-2053-1,0.964571,
TYC 2527-1875-1,6.95652,
TYC 2527-1671-1,0.5101,
TYC 2527-129-1,1.1515,
TYC 2527-115-1,4.46548,
TYC 2526-945-1,13.4318,
TYC 2526-828-1,2.37558,
TYC 2526-781-1,14.5964,
TYC 2526-2042-1,9.24984,
TYC 2526-1673-1,5.22821,
TYC 2526-1545-1,13.6129,
TYC 2526-1266-1,16.7785,
TYC 2526-1101-1,0.927377,
TYC 2526-1098-1,1.04543,
TYC 2525-85-1,19.7278,
TYC 2525-803-1,0.896909,
TYC 2525-631-1,0.590287,
TYC 2525-457-1,0.811195,
TYC 2525-37-1,1.73199,
TYC 2525-2431-1,20.955601,
TYC 2525-2422-1,16.239,
TYC 2525-1711-1,13.2556,
TYC 2525-1618-1,1.10129,
TYC 2525-1420-1,9.51113,
TYC 2525-1357-1,0.932514,
TYC 2525-1263-1,18.2983,
TYC 2525-119-1,23.380899,
